jid,formation_energy_peratom,target,num_atoms
JVASP-17912,-0.36055,-0.36055,8
JVASP-1792,-0.79128,-0.79128,4
JVASP-17942,-0.43193,-0.43193,9
JVASP-17947,-0.56744,-0.56744,6
JVASP-1798,-0.52427,-0.52427,4
JVASP-17989,-0.1928,-0.1928,4
JVASP-17992,-0.36164,-0.36164,4
JVASP-18001,-0.29282,-0.29282,4
JVASP-18012,-0.58573,-0.58573,5
JVASP-18020,-0.29972,-0.29972,5
JVASP-18037,-0.35615,-0.35615,6
JVASP-1804,-2.00828,-2.00828,4
JVASP-18041,-0.08382,-0.08382,5
JVASP-18047,-0.60526,-0.60526,6
JVASP-18056,-0.62567,-0.62567,6
JVASP-18067,-0.1488,-0.1488,5
JVASP-18075,-0.4004,-0.4004,6
JVASP-18087,-3.35872,-3.35872,5
JVASP-18102,-0.35309,-0.35309,4
JVASP-18117,-0.82932,-0.82932,9
JVASP-18142,-0.15784,-0.15784,4
JVASP-18147,-0.62589,-0.62589,6
JVASP-18155,-0.53181,-0.53181,5
JVASP-18161,-0.84817,-0.84817,6
JVASP-18162,-0.32139,-0.32139,6
JVASP-18164,-0.74484,-0.74484,8
JVASP-18166,-0.59875,-0.59875,8
JVASP-18184,-0.20543,-0.20543,8
JVASP-18206,-0.63303,-0.63303,9
JVASP-18216,-0.89116,-0.89116,5
JVASP-18217,-0.28003,-0.28003,4
JVASP-18219,-0.35023,-0.35023,4
JVASP-18231,-0.20947,-0.20947,5
JVASP-18234,1.59753,1.59753,5
JVASP-18259,-0.72834,-0.72834,5
JVASP-18302,-0.29285,-0.29285,4
JVASP-18313,0.16471,0.16471,2
JVASP-18315,-0.39787,-0.39787,2
JVASP-18326,-0.60087,-0.60087,6
JVASP-18342,-1.01011,-1.01011,2
JVASP-18345,-0.51825,-0.51825,4
JVASP-18346,-0.68532,-0.68532,8
JVASP-18361,-0.9999,-0.9999,2
JVASP-18362,-0.42732,-0.42732,4
JVASP-18381,-0.67866,-0.67866,3
JVASP-18388,-0.21564,-0.21564,3
JVASP-18425,-2.83883,-2.83883,4
JVASP-1843,-1.78168,-1.78168,4
JVASP-18433,-1.44752,-1.44752,4
JVASP-18435,-0.9343,-0.9343,5
JVASP-18437,-0.14742,-0.14742,6
JVASP-18439,-1.36024,-1.36024,4
JVASP-18443,-0.87584,-0.87584,6
JVASP-18446,-0.64327,-0.64327,7
JVASP-18447,-0.09904,-0.09904,8
JVASP-18464,-0.44933,-0.44933,9
JVASP-18469,-0.43808,-0.43808,8
JVASP-18470,-0.477,-0.477,7
JVASP-18475,-1.14685,-1.14685,5
JVASP-18486,-1.29378,-1.29378,8
JVASP-18525,-1.14395,-1.14395,9
JVASP-18531,-1.46973,-1.46973,9
JVASP-18549,-0.69901,-0.69901,6
JVASP-18550,-0.94623,-0.94623,6
JVASP-18569,-0.6251,-0.6251,6
JVASP-18581,-0.3734,-0.3734,3
JVASP-18592,0.0123,0.0123,4
JVASP-18595,-0.37496,-0.37496,3
JVASP-18599,-0.47988,-0.47988,6
JVASP-18602,-0.75815,-0.75815,9
JVASP-18618,-0.37762,-0.37762,4
JVASP-18620,-0.02852,-0.02852,7
JVASP-18622,-0.81943,-0.81943,6
JVASP-18631,-0.14227,-0.14227,3
JVASP-18645,-0.21556,-0.21556,4
JVASP-18653,-0.41149,-0.41149,2
JVASP-18655,-0.31383,-0.31383,8
JVASP-18664,-0.10038,-0.10038,9
JVASP-18668,0.67449,0.67449,3
JVASP-1867,-1.00313,-1.00313,4
JVASP-18682,-0.21614,-0.21614,6
JVASP-18683,-0.35628,-0.35628,4
JVASP-18690,-0.08872,-0.08872,5
JVASP-18703,-0.1912,-0.1912,4
JVASP-18705,-0.54771,-0.54771,9
JVASP-18712,-0.62171,-0.62171,8
JVASP-18719,-0.08632,-0.08632,8
JVASP-18722,-0.46114,-0.46114,2
JVASP-18744,-0.61834,-0.61834,4
JVASP-18750,0.20958,0.20958,8
JVASP-18759,-0.37499,-0.37499,6
JVASP-18766,-0.84978,-0.84978,4
JVASP-18770,-0.90692,-0.90692,4
JVASP-18781,-0.71487,-0.71487,8
JVASP-18793,-0.35445,-0.35445,8
JVASP-18802,-0.65605,-0.65605,6
JVASP-18820,-0.3516,-0.3516,4
JVASP-18826,-0.19524,-0.19524,4
JVASP-18843,-0.6307,-0.6307,6
JVASP-18860,-0.32888,-0.32888,4
JVASP-18885,-0.00982,-0.00982,6
JVASP-18889,-2.3878,-2.3878,2
JVASP-18921,-1.70837,-1.70837,2
JVASP-18935,-0.15438,-0.15438,6
JVASP-18938,-0.31929,-0.31929,3
JVASP-18961,-2.25693,-2.25693,20
JVASP-19024,-2.33165,-2.33165,20
JVASP-19035,-0.33652,-0.33652,28
JVASP-19060,-3.82745,-3.82745,22
JVASP-19072,-2.66201,-2.66201,20
JVASP-19076,-3.08717,-3.08717,22
JVASP-19087,-0.84943,-0.84943,24
JVASP-1909,-0.84569,-0.84569,4
JVASP-19096,-1.79631,-1.79631,24
JVASP-19104,-1.27905,-1.27905,20
JVASP-19108,-2.61638,-2.61638,28
JVASP-19166,-2.77308,-2.77308,26
JVASP-19186,-2.43014,-2.43014,26
JVASP-19300,-1.23985,-1.23985,24
JVASP-19354,-1.24494,-1.24494,20
JVASP-1954,-0.47159,-0.47159,2
JVASP-19589,-1.17456,-1.17456,2
JVASP-19599,-0.08259,-0.08259,8
JVASP-19610,-0.35898,-0.35898,2
JVASP-19642,-1.12017,-1.12017,2
JVASP-19643,-0.62634,-0.62634,3
JVASP-19649,-2.1702,-2.1702,2
JVASP-19656,-0.51379,-0.51379,4
JVASP-19682,-0.32336,-0.32336,6
JVASP-19684,-0.24166,-0.24166,8
JVASP-19690,-0.26259,-0.26259,4
JVASP-19699,-0.17971,-0.17971,4
JVASP-19704,-2.96908,-2.96908,5
JVASP-19711,-0.01672,-0.01672,3
JVASP-19714,-0.39453,-0.39453,6
JVASP-19717,-0.31074,-0.31074,8
JVASP-19722,-0.30879,-0.30879,4
JVASP-19747,-0.33703,-0.33703,2
JVASP-19758,-1.63234,-1.63234,2
JVASP-19761,-0.13537,-0.13537,4
JVASP-19770,-1.23226,-1.23226,2
JVASP-19785,-0.12758,-0.12758,8
JVASP-19787,-0.34401,-0.34401,6
JVASP-19798,-0.38587,-0.38587,2
JVASP-19800,-0.12899,-0.12899,8
JVASP-19803,-0.92585,-0.92585,3
JVASP-19817,-1.69912,-1.69912,2
JVASP-19826,-0.22066,-0.22066,4
JVASP-19832,-0.03209,-0.03209,4
JVASP-19866,-0.5164,-0.5164,6
JVASP-19875,-0.42579,-0.42579,2
JVASP-19885,-0.36758,-0.36758,2
JVASP-19910,-0.07007,-0.07007,4
JVASP-19925,-0.32336,-0.32336,4
JVASP-19926,-0.2209,-0.2209,3
JVASP-19939,-0.42763,-0.42763,2
JVASP-19947,-0.37655,-0.37655,6
JVASP-19951,-0.67024,-0.67024,4
JVASP-19960,-1.429,-1.429,2
JVASP-19962,-0.49319,-0.49319,7
JVASP-19980,-0.01551,-0.01551,4
JVASP-2005,-0.30057,-0.30057,2
JVASP-20091,-1.13736,-1.13736,2
JVASP-20093,-0.42379,-0.42379,4
JVASP-20128,-1.81369,-1.81369,10
JVASP-20140,-0.30099,-0.30099,16
JVASP-20142,-0.31217,-0.31217,12
JVASP-20163,0.03623,0.03623,20
JVASP-20184,-0.29454,-0.29454,12
JVASP-20233,-0.34234,-0.34234,5
JVASP-20246,-0.25574,-0.25574,8
JVASP-20248,-0.12126,-0.12126,12
JVASP-20249,-0.50348,-0.50348,4
JVASP-20263,-0.38136,-0.38136,5
JVASP-2029,-0.06538,-0.06538,4
JVASP-20310,-3.75484,-3.75484,8
JVASP-20326,-2.91601,-2.91601,2
JVASP-20349,-0.06101,-0.06101,28
JVASP-20362,-2.23578,-2.23578,30
JVASP-20392,-0.1129,-0.1129,12
JVASP-20393,-0.28668,-0.28668,6
JVASP-20395,-0.734,-0.734,10
JVASP-20415,-1.31218,-1.31218,2
JVASP-20453,-2.23513,-2.23513,36
JVASP-20465,-0.4441,-0.4441,5
JVASP-20475,0.03579,0.03579,6
JVASP-20486,-0.17449,-0.17449,6
JVASP-20493,-1.08271,-1.08271,2
JVASP-20498,0.54595,0.54595,2
JVASP-20504,-0.0336,-0.0336,2
JVASP-20507,-0.28434,-0.28434,6
JVASP-20509,0.01544,0.01544,2
JVASP-20512,-1.49879,-1.49879,2
JVASP-20513,-0.15722,-0.15722,6
JVASP-20515,-0.49446,-0.49446,7
JVASP-20517,-0.25307,-0.25307,4
JVASP-20524,-0.4094,-0.4094,2
JVASP-20526,-0.59161,-0.59161,6
JVASP-20533,-0.38136,-0.38136,5
JVASP-20552,-0.32999,-0.32999,4
JVASP-20556,-0.01688,-0.01688,8
JVASP-20558,-0.13898,-0.13898,6
JVASP-20559,-1.15656,-1.15656,2
JVASP-20570,-0.14887,-0.14887,4
JVASP-20593,-0.48831,-0.48831,2
JVASP-20595,-1.00613,-1.00613,2
JVASP-20625,-0.1407,-0.1407,2
JVASP-20627,-0.43976,-0.43976,2
JVASP-20658,-0.25142,-0.25142,3
JVASP-2068,-1.59558,-1.59558,3
JVASP-207,-0.31385,-0.31385,4
JVASP-20748,-0.34178,-0.34178,2
JVASP-20754,-0.30091,-0.30091,6
JVASP-20761,-0.34992,-0.34992,16
JVASP-20773,-0.24062,-0.24062,22
JVASP-20785,-0.80805,-0.80805,16
JVASP-20796,-0.58089,-0.58089,12
JVASP-20802,-0.22192,-0.22192,24
JVASP-20811,-0.60821,-0.60821,20
JVASP-20822,-3.45934,-3.45934,20
JVASP-20845,-1.11194,-1.11194,36
JVASP-20898,-1.11962,-1.11962,26
JVASP-20913,-1.387,-1.387,32
JVASP-20920,-2.3506,-2.3506,40
JVASP-20955,-3.41886,-3.41886,40
JVASP-20964,-3.49528,-3.49528,10
JVASP-20986,-0.65462,-0.65462,34
JVASP-20995,-1.15523,-1.15523,36
JVASP-21040,-1.53931,-1.53931,42
JVASP-21071,-0.37706,-0.37706,14
JVASP-21089,-1.28905,-1.28905,18
JVASP-21116,-3.0051,-3.0051,58
JVASP-21158,-2.78404,-2.78404,31
JVASP-21175,-2.47689,-2.47689,30
JVASP-21197,-0.0,-0.0,1
JVASP-21200,0.00437,0.00437,1
JVASP-21211,0.0,0.0,3
JVASP-21232,-2.32439,-2.32439,20
JVASP-21242,-1.14644,-1.14644,20
JVASP-21260,-0.42387,-0.42387,22
JVASP-21271,-1.98657,-1.98657,20
JVASP-21296,-2.94342,-2.94342,20
JVASP-21353,-2.56646,-2.56646,20
JVASP-21388,-3.78481,-3.78481,18
JVASP-21430,-2.85682,-2.85682,52
JVASP-21440,-2.92902,-2.92902,36
JVASP-21495,-2.07051,-2.07051,12
JVASP-21511,-0.27609,-0.27609,13
JVASP-21539,-3.29253,-3.29253,12
JVASP-21566,-1.2194,-1.2194,16
JVASP-216,-1.38302,-1.38302,3
JVASP-21606,-3.28683,-3.28683,9
JVASP-21620,-0.21861,-0.21861,12
JVASP-21628,-0.34799,-0.34799,12
JVASP-21657,-0.77024,-0.77024,12
JVASP-21683,-4.37158,-4.37158,16
JVASP-21720,-0.90307,-0.90307,18
JVASP-21721,-0.70603,-0.70603,11
JVASP-21733,-2.54396,-2.54396,20
JVASP-21736,-0.70088,-0.70088,16
JVASP-21741,-0.58784,-0.58784,12
JVASP-21744,-0.98706,-0.98706,10
JVASP-21747,-0.41235,-0.41235,10
JVASP-21770,-3.26039,-3.26039,24
JVASP-21786,-2.58746,-2.58746,10
JVASP-21795,-0.77343,-0.77343,10
JVASP-21804,-0.3584,-0.3584,16
JVASP-21808,-0.13773,-0.13773,12
JVASP-21813,-0.22525,-0.22525,12
JVASP-21827,-0.47401,-0.47401,12
JVASP-21840,-1.04863,-1.04863,12
JVASP-21872,-0.91268,-0.91268,16
JVASP-21879,-1.17095,-1.17095,12
JVASP-21885,-0.78677,-0.78677,12
JVASP-21889,-0.40605,-0.40605,10
JVASP-21897,-0.86302,-0.86302,12
JVASP-21909,-2.79846,-2.79846,44
JVASP-21917,-1.12006,-1.12006,12
JVASP-21950,-0.49133,-0.49133,16
JVASP-21962,-2.81553,-2.81553,10
JVASP-21966,-2.91016,-2.91016,10
JVASP-21970,-3.64344,-3.64344,9
JVASP-21981,-1.2751,-1.2751,12
JVASP-21986,-1.45601,-1.45601,14
JVASP-22008,-2.62766,-2.62766,10
JVASP-22015,-0.62854,-0.62854,22
JVASP-22029,-0.96726,-0.96726,38
JVASP-22147,-3.5307,-3.5307,10
JVASP-222,-1.9591,-1.9591,12
JVASP-22264,-2.30878,-2.30878,10
JVASP-22282,-0.35191,-0.35191,22
JVASP-2235,-0.46805,-0.46805,6
JVASP-2238,-0.40335,-0.40335,6
JVASP-22414,-0.7515,-0.7515,12
JVASP-22417,-0.48356,-0.48356,18
JVASP-22440,-3.84692,-3.84692,24
JVASP-22450,-0.58959,-0.58959,12
JVASP-22451,-0.6136,-0.6136,32
JVASP-22523,-1.31361,-1.31361,12
JVASP-22527,-2.62686,-2.62686,3
JVASP-22528,-2.52779,-2.52779,6
JVASP-2253,-3.48666,-3.48666,5
JVASP-22530,-2.32327,-2.32327,4
JVASP-22543,-0.89675,-0.89675,7
JVASP-22547,-0.79016,-0.79016,7
JVASP-22554,-1.06658,-1.06658,4
JVASP-22558,-3.55237,-3.55237,6
JVASP-22561,-0.88194,-0.88194,9
JVASP-22572,-2.86857,-2.86857,12
JVASP-22590,0.07369,0.07369,12
JVASP-22601,-2.6487,-2.6487,9
JVASP-22607,-2.54644,-2.54644,7
JVASP-22622,-2.70425,-2.70425,7
JVASP-22630,-0.58124,-0.58124,3
JVASP-22638,-0.58143,-0.58143,6
JVASP-22655,-1.12641,-1.12641,10
JVASP-22665,-0.58655,-0.58655,6
JVASP-22677,-2.14444,-2.14444,3
JVASP-22691,-0.38756,-0.38756,7
JVASP-22698,-2.08997,-2.08997,8
JVASP-22711,-2.30627,-2.30627,8
JVASP-22719,-3.503,-3.503,5
JVASP-22733,-1.82894,-1.82894,6
JVASP-22745,-0.41348,-0.41348,17
JVASP-22788,-0.8852,-0.8852,36
JVASP-228,-0.69909,-0.69909,6
JVASP-22864,-2.52959,-2.52959,33
JVASP-22868,-3.19553,-3.19553,28
JVASP-22901,-3.33324,-3.33324,36
JVASP-22908,-3.06107,-3.06107,41
JVASP-22909,-2.19059,-2.19059,30
JVASP-22942,-0.24057,-0.24057,19
JVASP-22959,-2.9259,-2.9259,32
JVASP-23045,-1.09539,-1.09539,36
JVASP-23048,-0.60149,-0.60149,17
JVASP-23053,-1.41849,-1.41849,32
JVASP-23235,-2.80652,-2.80652,38
JVASP-2325,-0.78077,-0.78077,9
JVASP-2328,-0.49463,-0.49463,8
JVASP-23304,-1.95325,-1.95325,32
JVASP-23323,-0.80744,-0.80744,32
JVASP-23378,-0.51392,-0.51392,24
JVASP-23412,-0.73022,-0.73022,12
JVASP-23424,-0.74224,-0.74224,12
JVASP-23441,-0.49816,-0.49816,12
JVASP-23443,-1.07916,-1.07916,12
JVASP-23444,-0.22598,-0.22598,16
JVASP-23448,-0.25465,-0.25465,26
JVASP-2346,-0.74605,-0.74605,7
JVASP-23471,-0.33546,-0.33546,10
JVASP-23525,-0.70671,-0.70671,12
JVASP-23534,-0.29316,-0.29316,14
JVASP-23545,-0.91224,-0.91224,10
JVASP-23546,-1.11116,-1.11116,20
JVASP-23548,-0.74467,-0.74467,10
JVASP-23549,-0.27738,-0.27738,18
JVASP-23560,-0.221,-0.221,12
JVASP-23577,-0.8381,-0.8381,12
JVASP-23701,-0.377,-0.377,12
JVASP-23734,-0.11892,-0.11892,13
JVASP-23759,-0.56746,-0.56746,12
JVASP-23765,-0.48664,-0.48664,12
JVASP-23772,-0.43108,-0.43108,18
JVASP-23776,-0.6057,-0.6057,17
JVASP-23780,-0.24663,-0.24663,10
JVASP-23790,-0.61014,-0.61014,20
JVASP-23796,-1.0958,-1.0958,12
JVASP-23801,-1.08028,-1.08028,12
JVASP-23811,-0.80877,-0.80877,12
JVASP-23826,-0.38436,-0.38436,12
JVASP-23828,0.11517,0.11517,14
JVASP-23835,-0.5533,-0.5533,14
JVASP-2385,-0.45915,-0.45915,6
JVASP-23872,-0.7581,-0.7581,12
JVASP-23880,-2.83529,-2.83529,46
JVASP-23881,-2.88621,-2.88621,46
JVASP-23896,-0.83209,-0.83209,14
JVASP-23899,-0.87513,-0.87513,14
JVASP-23900,-1.47025,-1.47025,10
JVASP-23932,-1.59624,-1.59624,38
JVASP-23952,-2.8114,-2.8114,46
JVASP-23962,-2.54806,-2.54806,36
JVASP-23964,-1.1998,-1.1998,44
JVASP-24214,-0.12274,-0.12274,10
JVASP-24261,-2.23693,-2.23693,30
JVASP-24270,-1.60465,-1.60465,28
JVASP-24296,-1.90598,-1.90598,48
JVASP-24310,-1.39907,-1.39907,26
JVASP-24337,-1.94567,-1.94567,54
JVASP-24375,-2.65774,-2.65774,10
JVASP-2439,-3.06453,-3.06453,5
JVASP-24390,-1.59868,-1.59868,6
JVASP-24435,-2.11225,-2.11225,8
JVASP-24541,-2.23678,-2.23678,36
JVASP-24552,-0.55831,-0.55831,10
JVASP-24557,-0.93894,-0.93894,34
JVASP-2460,-4.00709,-4.00709,6
JVASP-24608,-2.83392,-2.83392,16
JVASP-24650,-1.20499,-1.20499,16
JVASP-24785,-0.73622,-0.73622,11
JVASP-24933,-1.32431,-1.32431,24
JVASP-25047,0.05275,0.05275,2
JVASP-25060,0.02732,0.02732,2
JVASP-25062,0.03479,0.03479,1
JVASP-25067,0.00089,0.00089,3
JVASP-25076,0.02418,0.02418,1
JVASP-25079,0.01632,0.01632,1
JVASP-25106,0.00494,0.00494,2
JVASP-25118,-0.0,-0.0,1
JVASP-25124,0.69587,0.69587,2
JVASP-25126,0.14599,0.14599,1
JVASP-25131,0.45961,0.45961,1
JVASP-25143,0.04287,0.04287,1
JVASP-25167,0.0,0.0,2
JVASP-25174,0.4286,0.4286,1
JVASP-25189,0.05578,0.05578,32
JVASP-25196,0.00557,0.00557,20
JVASP-25215,0.0898,0.0898,4
JVASP-25230,0.08455,0.08455,1
JVASP-25232,0.24189,0.24189,1
JVASP-25238,0.1101,0.1101,10
JVASP-25242,0.01488,0.01488,2
JVASP-25254,-0.48742,-0.48742,2
JVASP-25267,0.15408,0.15408,4
JVASP-25268,0.16939,0.16939,1
JVASP-25290,0.27263,0.27263,12
JVASP-25291,2.50323,2.50323,1
JVASP-25297,0.21664,0.21664,2
JVASP-25308,5.28329,5.28329,4
JVASP-25320,0.24799,0.24799,1
JVASP-25355,-0.00048,-0.00048,3
JVASP-25367,0.00187,0.00187,1
JVASP-25417,0.00149,0.00149,4
JVASP-25448,-0.24497,-0.24497,13
JVASP-25551,-1.59229,-1.59229,12
JVASP-25562,-0.48907,-0.48907,12
JVASP-25577,-2.26231,-2.26231,14
JVASP-25583,-2.67887,-2.67887,36
JVASP-2559,-0.76502,-0.76502,6
JVASP-25590,-2.5471,-2.5471,32
JVASP-25638,-3.28769,-3.28769,15
JVASP-25645,-2.54027,-2.54027,22
JVASP-25660,-2.14061,-2.14061,8
JVASP-25665,-1.5602,-1.5602,54
JVASP-25690,-2.3426,-2.3426,6
JVASP-2571,-0.42189,-0.42189,8
JVASP-25773,-2.84306,-2.84306,9
JVASP-25823,-0.1507,-0.1507,12
JVASP-25845,-2.72284,-2.72284,36
JVASP-25859,-0.65105,-0.65105,20
JVASP-26047,-0.18297,-0.18297,29
JVASP-26066,-0.49939,-0.49939,29
JVASP-26125,-0.67471,-0.67471,12
JVASP-26176,-3.6884,-3.6884,20
JVASP-26180,-0.24208,-0.24208,10
JVASP-26352,-1.75653,-1.75653,10
JVASP-26395,-1.67337,-1.67337,7
JVASP-26396,-2.09586,-2.09586,8
JVASP-26400,-1.10048,-1.10048,5
JVASP-26471,-1.70078,-1.70078,8
JVASP-26485,-2.74002,-2.74002,12
JVASP-2649,-0.75549,-0.75549,8
JVASP-26524,-2.61741,-2.61741,8
JVASP-26673,-1.10387,-1.10387,28
JVASP-26749,-0.70934,-0.70934,8
JVASP-26754,-1.08156,-1.08156,20
JVASP-26788,-2.52438,-2.52438,24
JVASP-2679,-2.42385,-2.42385,8
JVASP-26825,-2.60523,-2.60523,20
JVASP-26865,-1.26303,-1.26303,6
JVASP-26877,-0.38185,-0.38185,32
JVASP-26951,-0.77981,-0.77981,36
JVASP-27023,-0.62941,-0.62941,17
JVASP-2703,-0.49852,-0.49852,8
JVASP-27155,-2.13286,-2.13286,28
JVASP-27195,-1.00757,-1.00757,10
JVASP-27257,-0.39624,-0.39624,18
JVASP-27488,-2.25198,-2.25198,22
JVASP-27495,-2.84223,-2.84223,23
JVASP-27509,-1.86752,-1.86752,20
JVASP-27532,-2.24896,-2.24896,22
JVASP-27533,-3.26737,-3.26737,20
JVASP-27536,-2.60507,-2.60507,22
JVASP-2754,-0.65435,-0.65435,5
JVASP-2757,-1.06409,-1.06409,5
JVASP-27661,-1.43654,-1.43654,26
JVASP-27718,-1.99158,-1.99158,20
JVASP-2775,-3.82715,-3.82715,8
JVASP-2778,-1.73363,-1.73363,7
JVASP-27801,-0.90896,-0.90896,40
JVASP-281,-1.42895,-1.42895,4
JVASP-2820,-1.40079,-1.40079,6
JVASP-28369,-0.59926,-0.59926,4
JVASP-2838,-0.98373,-0.98373,5
JVASP-28390,-2.80058,-2.80058,13
JVASP-284,-1.5912,-1.5912,6
JVASP-28407,-0.50474,-0.50474,6
JVASP-28420,-0.79952,-0.79952,6
JVASP-28423,-0.47655,-0.47655,6
JVASP-28434,-0.59925,-0.59925,7
JVASP-28435,-0.88991,-0.88991,7
JVASP-28462,-0.21652,-0.21652,9
JVASP-28484,-0.32864,-0.32864,9
JVASP-28485,-0.89134,-0.89134,9
JVASP-28487,-0.40523,-0.40523,9
JVASP-28515,-0.51958,-0.51958,9
JVASP-28518,-0.69095,-0.69095,9
JVASP-28520,-0.8089,-0.8089,9
JVASP-28532,-0.70778,-0.70778,9
JVASP-28544,-0.78834,-0.78834,9
JVASP-28574,-0.07924,-0.07924,9
JVASP-28580,-0.7547,-0.7547,12
JVASP-28620,-0.60104,-0.60104,12
JVASP-28650,-0.73534,-0.73534,12
JVASP-28660,-0.35296,-0.35296,12
JVASP-28669,-0.88506,-0.88506,12
JVASP-28687,-0.44785,-0.44785,12
JVASP-28692,-0.47942,-0.47942,12
JVASP-28694,-0.49769,-0.49769,12
JVASP-28699,-0.6822,-0.6822,12
JVASP-28722,-0.65055,-0.65055,12
JVASP-28727,-0.78382,-0.78382,12
JVASP-28731,-0.52296,-0.52296,12
JVASP-28739,-0.59436,-0.59436,12
JVASP-28764,-0.84318,-0.84318,12
JVASP-28768,-0.37623,-0.37623,12
JVASP-28773,-0.80357,-0.80357,12
JVASP-28794,-0.63824,-0.63824,12
JVASP-28817,-0.29767,-0.29767,12
JVASP-28823,-0.5136,-0.5136,12
JVASP-28826,-0.39625,-0.39625,12
JVASP-28869,-0.29079,-0.29079,12
JVASP-28870,-0.70628,-0.70628,12
JVASP-28880,-0.52463,-0.52463,12
JVASP-2889,-3.11551,-3.11551,9
JVASP-28903,-0.68668,-0.68668,12
JVASP-28915,-0.72003,-0.72003,12
JVASP-28928,-0.43339,-0.43339,12
JVASP-28932,-0.29474,-0.29474,12
JVASP-28951,-0.58771,-0.58771,12
JVASP-28967,-0.54751,-0.54751,12
JVASP-28972,-0.73578,-0.73578,12
JVASP-28974,-0.40694,-0.40694,12
JVASP-28977,-0.6074,-0.6074,12
JVASP-2898,-0.70891,-0.70891,6
JVASP-28993,-0.31188,-0.31188,12
JVASP-28995,-0.48278,-0.48278,12
JVASP-29023,-0.1722,-0.1722,12
JVASP-29046,-0.42896,-0.42896,12
JVASP-29047,-0.49207,-0.49207,12
JVASP-29052,-0.11939,-0.11939,12
JVASP-29095,-0.42867,-0.42867,12
JVASP-29109,-0.11942,-0.11942,12
JVASP-29123,-0.40431,-0.40431,12
JVASP-29152,-0.43841,-0.43841,12
JVASP-29196,-0.32291,-0.32291,12
JVASP-29199,-0.3037,-0.3037,12
JVASP-29234,-1.77769,-1.77769,22
JVASP-29258,-1.86185,-1.86185,42
JVASP-29267,-1.95556,-1.95556,14
JVASP-29304,-0.45042,-0.45042,40
JVASP-29308,-2.0053,-2.0053,8
JVASP-29312,-1.18804,-1.18804,18
JVASP-29329,-1.90381,-1.90381,6
JVASP-29344,-2.01046,-2.01046,26
JVASP-29356,-0.66939,-0.66939,9
JVASP-29359,-0.35031,-0.35031,12
JVASP-2937,-0.51047,-0.51047,8
JVASP-29384,-2.00548,-2.00548,26
JVASP-29385,-1.83759,-1.83759,14
JVASP-29391,-0.66387,-0.66387,10
JVASP-29420,-0.66812,-0.66812,10
JVASP-29428,-1.93079,-1.93079,6
JVASP-29447,-0.32793,-0.32793,10
JVASP-29466,-1.43244,-1.43244,20
JVASP-29471,-0.60161,-0.60161,32
JVASP-29472,-2.11089,-2.11089,46
JVASP-29474,-0.58198,-0.58198,10
JVASP-29492,-0.42626,-0.42626,4
JVASP-29496,-1.0934,-1.0934,20
JVASP-29503,-1.40016,-1.40016,36
JVASP-29555,-1.63138,-1.63138,24
JVASP-29586,-0.6593,-0.6593,6
JVASP-29611,-0.09309,-0.09309,7
JVASP-29614,-0.58098,-0.58098,27
JVASP-29624,-1.71366,-1.71366,3
JVASP-29643,0.53822,0.53822,16
JVASP-29645,-0.5812,-0.5812,18
JVASP-29670,-0.58119,-0.58119,24
JVASP-29730,-0.34611,-0.34611,9
JVASP-29747,-0.48319,-0.48319,9
JVASP-29769,-0.49627,-0.49627,20
JVASP-29772,-0.58098,-0.58098,27
JVASP-2979,-1.58273,-1.58273,8
JVASP-29804,-0.8864,-0.8864,5
JVASP-29805,-1.0779,-1.0779,5
JVASP-29807,-0.5672,-0.5672,5
JVASP-29808,-0.87504,-0.87504,5
JVASP-29815,-0.75424,-0.75424,5
JVASP-29841,-1.83739,-1.83739,14
JVASP-29851,-1.81093,-1.81093,56
JVASP-29859,-0.82908,-0.82908,5
JVASP-29868,-2.24729,-2.24729,14
JVASP-29885,0.00073,0.00073,2
JVASP-299,-0.48235,-0.48235,8
JVASP-29945,-1.46253,-1.46253,6
JVASP-29969,-1.21621,-1.21621,19
JVASP-29993,-0.58101,-0.58101,12
JVASP-30064,-0.82535,-0.82535,14
JVASP-30084,-0.88119,-0.88119,28
JVASP-30154,-0.88479,-0.88479,34
JVASP-30170,-1.66267,-1.66267,22
JVASP-30186,-2.52332,-2.52332,10
JVASP-302,-0.48064,-0.48064,2
JVASP-30228,-1.31004,-1.31004,9
JVASP-30288,-2.03596,-2.03596,10
JVASP-30289,-1.03167,-1.03167,12
JVASP-30306,-1.25533,-1.25533,9
JVASP-3033,-0.78399,-0.78399,6
JVASP-30351,-1.6818,-1.6818,18
JVASP-30358,-2.32368,-2.32368,14
JVASP-30365,-1.13106,-1.13106,4
JVASP-30366,-1.80833,-1.80833,11
JVASP-30376,-2.36839,-2.36839,28
JVASP-30404,-2.4477,-2.4477,10
JVASP-30425,-0.17789,-0.17789,12
JVASP-30426,-0.44112,-0.44112,14
JVASP-30457,-2.34396,-2.34396,6
JVASP-30467,2.20105,2.20105,4
JVASP-30471,-0.16158,-0.16158,4
JVASP-30489,-1.6853,-1.6853,12
JVASP-30515,-0.83336,-0.83336,8
JVASP-30549,-1.39503,-1.39503,3
JVASP-30557,-1.41127,-1.41127,3
JVASP-30564,-0.28581,-0.28581,3
JVASP-30571,-2.39203,-2.39203,14
JVASP-30573,-1.85162,-1.85162,14
JVASP-30600,-2.09302,-2.09302,22
JVASP-30624,-1.80056,-1.80056,23
JVASP-30642,-0.58654,-0.58654,6
