jid,shear_modulus_gv,target,num_atoms
JVASP-156366,-14.2,-14.2,3
JVASP-156367,-1.81,-1.81,3
JVASP-156368,-1.31,-1.31,3
JVASP-15637,131.0,131.0,4
JVASP-156373,5.65,5.65,3
JVASP-156378,-21.01,-21.01,3
JVASP-156379,-5.33,-5.33,3
JVASP-156381,1.79,1.79,3
JVASP-156384,-2.65,-2.65,3
JVASP-156389,-23.12,-23.12,3
JVASP-156392,-2.57,-2.57,3
JVASP-156394,23.09,23.09,3
JVASP-156401,28.14,28.14,3
JVASP-156403,-14.07,-14.07,3
JVASP-156404,-8.55,-8.55,3
JVASP-156406,-11.23,-11.23,3
JVASP-156407,-4.82,-4.82,3
JVASP-156408,2.77,2.77,3
JVASP-156410,-3.69,-3.69,3
JVASP-156416,-10.1,-10.1,3
JVASP-156419,-23.72,-23.72,3
JVASP-15642,157.42,157.42,6
JVASP-156424,1.23,1.23,3
JVASP-156425,-12.32,-12.32,3
JVASP-15643,47.25,47.25,5
JVASP-156430,-3.53,-3.53,3
JVASP-156432,-3.73,-3.73,3
JVASP-156434,3.95,3.95,3
JVASP-156435,-4.31,-4.31,3
JVASP-156436,-8.01,-8.01,3
JVASP-15644,72.18,72.18,5
JVASP-156440,-3.85,-3.85,3
JVASP-156443,-0.59,-0.59,3
JVASP-156445,-1.29,-1.29,3
JVASP-156447,2.43,2.43,3
JVASP-156448,-2.24,-2.24,3
JVASP-156450,-3.08,-3.08,3
JVASP-156458,-11.01,-11.01,3
JVASP-156459,-11.31,-11.31,3
JVASP-156462,-0.69,-0.69,3
JVASP-156467,-21.37,-21.37,3
JVASP-156469,-24.31,-24.31,3
JVASP-15647,22.66,22.66,4
JVASP-156470,-18.39,-18.39,3
JVASP-156475,-12.88,-12.88,3
JVASP-156478,-21.91,-21.91,3
JVASP-156479,-4.33,-4.33,3
JVASP-156483,-13.7,-13.7,3
JVASP-156484,-10.46,-10.46,3
JVASP-156488,7.99,7.99,3
JVASP-15649,-12.64,-12.64,3
JVASP-15650,71.85,71.85,6
JVASP-15653,35.89,35.89,6
JVASP-15654,52.72,52.72,5
JVASP-15656,32.61,32.61,6
JVASP-15657,60.88,60.88,4
JVASP-15658,52.48,52.48,5
JVASP-15664,70.89,70.89,5
JVASP-15666,90.63,90.63,5
JVASP-156674,24.86,24.86,2
JVASP-156677,11.39,11.39,2
JVASP-156678,17.99,17.99,2
JVASP-15668,64.83,64.83,5
JVASP-156680,39.71,39.71,2
JVASP-156683,33.07,33.07,2
JVASP-156686,24.21,24.21,2
JVASP-156690,14.95,14.95,2
JVASP-156692,22.91,22.91,2
JVASP-156695,-13.91,-13.91,2
JVASP-156696,8.58,8.58,2
JVASP-1567,61.0,61.0,4
JVASP-156700,18.88,18.88,2
JVASP-156702,27.83,27.83,2
JVASP-156703,28.65,28.65,2
JVASP-156704,32.65,32.65,2
JVASP-156705,4.19,4.19,2
JVASP-156708,20.33,20.33,2
JVASP-156709,-5.74,-5.74,2
JVASP-15671,80.07,80.07,6
JVASP-156712,11.62,11.62,2
JVASP-156716,19.75,19.75,2
JVASP-156717,63.68,63.68,2
JVASP-156718,32.86,32.86,2
JVASP-156724,17.78,17.78,2
JVASP-156727,23.88,23.88,2
JVASP-156728,27.52,27.52,2
JVASP-156729,18.75,18.75,2
JVASP-156730,13.31,13.31,2
JVASP-156731,19.29,19.29,2
JVASP-156735,13.56,13.56,2
JVASP-156737,20.08,20.08,2
JVASP-156740,14.07,14.07,2
JVASP-156741,22.21,22.21,2
JVASP-156742,50.52,50.52,2
JVASP-156744,26.7,26.7,2
JVASP-156746,21.53,21.53,2
JVASP-156748,9.69,9.69,2
JVASP-156750,23.33,23.33,2
JVASP-156752,9.19,9.19,2
JVASP-156753,25.96,25.96,2
JVASP-156754,25.8,25.8,2
JVASP-156756,45.62,45.62,2
JVASP-156757,63.44,63.44,2
JVASP-156758,33.13,33.13,2
JVASP-156760,16.6,16.6,2
JVASP-156762,29.25,29.25,2
JVASP-156764,59.76,59.76,2
JVASP-156766,52.61,52.61,2
JVASP-15677,2.38,2.38,6
JVASP-156777,62.41,62.41,4
JVASP-156778,50.99,50.99,4
JVASP-15678,116.35,116.35,6
JVASP-156780,77.41,77.41,4
JVASP-156781,45.07,45.07,4
JVASP-156783,72.41,72.41,4
JVASP-156784,43.23,43.23,4
JVASP-156786,73.37,73.37,4
JVASP-156787,49.81,49.81,4
JVASP-156788,67.41,67.41,4
JVASP-15679,67.52,67.52,6
JVASP-156791,61.59,61.59,4
JVASP-156792,24.1,24.1,4
JVASP-156793,74.58,74.58,4
JVASP-156794,75.49,75.49,4
JVASP-156797,85.05,85.05,4
JVASP-156798,83.69,83.69,4
JVASP-156800,48.33,48.33,4
JVASP-156803,71.44,71.44,4
JVASP-156804,35.25,35.25,4
JVASP-156806,45.73,45.73,4
JVASP-156807,70.68,70.68,4
JVASP-156810,29.43,29.43,4
JVASP-156813,83.27,83.27,4
JVASP-156815,73.71,73.71,4
JVASP-15682,81.91,81.91,6
JVASP-156840,9.03,9.03,4
JVASP-156863,21.97,21.97,4
JVASP-156866,-11.62,-11.62,4
JVASP-156869,21.9,21.9,4
JVASP-156870,-10.64,-10.64,4
JVASP-156871,4.13,4.13,4
JVASP-156872,8.93,8.93,4
JVASP-156874,6.17,6.17,4
JVASP-156877,14.68,14.68,4
JVASP-15688,78.67,78.67,6
JVASP-156886,5.94,5.94,4
JVASP-156888,22.23,22.23,4
JVASP-156889,24.77,24.77,4
JVASP-156890,14.68,14.68,4
JVASP-156891,46.61,46.61,4
JVASP-156892,11.99,11.99,4
JVASP-156893,-2.85,-2.85,4
JVASP-156894,25.97,25.97,4
JVASP-156896,9.1,9.1,4
JVASP-156897,33.91,33.91,4
JVASP-156899,14.64,14.64,4
JVASP-156902,1.85,1.85,4
JVASP-15691,20.44,20.44,2
JVASP-156915,60.85,60.85,4
JVASP-156918,14.88,14.88,4
JVASP-156921,28.89,28.89,4
JVASP-156923,-3.15,-3.15,4
JVASP-156925,18.96,18.96,4
JVASP-156931,4.73,4.73,4
JVASP-156932,2.63,2.63,4
JVASP-15694,28.87,28.87,4
JVASP-156943,22.7,22.7,4
JVASP-15696,40.69,40.69,6
JVASP-156961,68.5,68.5,4
JVASP-15697,36.53,36.53,6
JVASP-15698,45.57,45.57,5
JVASP-15699,68.34,68.34,2
JVASP-156995,78.4,78.4,5
JVASP-156997,81.1,81.1,5
JVASP-157004,89.06,89.06,5
JVASP-157008,-7.47,-7.47,4
JVASP-157009,15.65,15.65,4
JVASP-15701,75.1,75.1,2
JVASP-157010,3.16,3.16,4
JVASP-157011,10.57,10.57,4
JVASP-157013,3.43,3.43,4
JVASP-157014,16.95,16.95,4
JVASP-157015,12.57,12.57,4
JVASP-157016,-12.43,-12.43,4
JVASP-157017,0.29,0.29,4
JVASP-157018,15.03,15.03,4
JVASP-157019,6.81,6.81,4
JVASP-157020,9.33,9.33,4
JVASP-157022,-8.36,-8.36,4
JVASP-157023,11.27,11.27,4
JVASP-157024,3.6,3.6,4
JVASP-157025,9.69,9.69,4
JVASP-157027,0.92,0.92,4
JVASP-15703,19.42,19.42,8
JVASP-157030,-16.17,-16.17,4
JVASP-157032,10.84,10.84,4
JVASP-157033,15.23,15.23,4
JVASP-157036,13.31,13.31,4
JVASP-15704,50.79,50.79,5
JVASP-157040,1.11,1.11,4
JVASP-157041,2.42,2.42,4
JVASP-157043,12.11,12.11,4
JVASP-157047,20.37,20.37,4
JVASP-15705,33.67,33.67,6
JVASP-157051,12.9,12.9,4
JVASP-157058,13.87,13.87,4
JVASP-157061,12.93,12.93,4
JVASP-157064,9.11,9.11,4
JVASP-157066,11.23,11.23,4
JVASP-157070,-13.23,-13.23,4
JVASP-157071,13.03,13.03,4
JVASP-157073,10.19,10.19,4
JVASP-157074,16.41,16.41,4
JVASP-157076,14.62,14.62,4
JVASP-157077,10.49,10.49,4
JVASP-157078,14.89,14.89,4
JVASP-157079,8.35,8.35,4
JVASP-15708,6.1,6.1,2
JVASP-157080,9.26,9.26,4
JVASP-157087,0.63,0.63,4
JVASP-15709,24.88,24.88,7
JVASP-157092,10.99,10.99,4
JVASP-157098,8.3,8.3,4
JVASP-15710,21.13,21.13,5
JVASP-15711,35.43,35.43,5
JVASP-15712,28.35,28.35,5
JVASP-15713,62.05,62.05,5
JVASP-157146,2.03,2.03,4
JVASP-15716,37.7,37.7,1
JVASP-15717,-15.46,-15.46,1
JVASP-15718,81.48,81.48,2
JVASP-157180,1.29,1.29,4
JVASP-157198,102.15,102.15,4
JVASP-15720,120.46,120.46,7
JVASP-157203,122.5,122.5,4
JVASP-157206,79.16,79.16,4
JVASP-15721,25.31,25.31,9
JVASP-157210,100.81,100.81,4
JVASP-157212,54.75,54.75,4
JVASP-157213,69.95,69.95,4
JVASP-157215,121.7,121.7,4
JVASP-157218,10.62,10.62,4
JVASP-157219,-9.56,-9.56,4
JVASP-15722,87.58,87.58,4
JVASP-157221,13.63,13.63,4
JVASP-157227,4.53,4.53,4
JVASP-157228,17.43,17.43,4
JVASP-157229,1.08,1.08,4
JVASP-15723,46.35,46.35,6
JVASP-157232,7.14,7.14,4
JVASP-157233,14.29,14.29,4
JVASP-157238,-19.68,-19.68,4
JVASP-15724,46.35,46.35,5
JVASP-157240,10.77,10.77,4
JVASP-157244,9.78,9.78,4
JVASP-157245,13.61,13.61,4
JVASP-157246,12.43,12.43,4
JVASP-157248,-6.17,-6.17,4
JVASP-157249,10.5,10.5,4
JVASP-15725,16.32,16.32,6
JVASP-157252,13.64,13.64,4
JVASP-157255,1.36,1.36,4
JVASP-157257,-16.33,-16.33,4
JVASP-157259,-8.87,-8.87,4
JVASP-157262,11.59,11.59,4
JVASP-157263,12.49,12.49,4
JVASP-157264,11.76,11.76,4
JVASP-157266,8.75,8.75,4
JVASP-157268,3.77,3.77,4
JVASP-157269,1.33,1.33,4
JVASP-15727,116.49,116.49,9
JVASP-157273,4.77,4.77,4
JVASP-157275,0.27,0.27,4
JVASP-157277,4.71,4.71,4
JVASP-15728,32.63,32.63,7
JVASP-157282,12.23,12.23,4
JVASP-157285,7.43,7.43,4
JVASP-157286,5.9,5.9,4
JVASP-157287,-9.23,-9.23,4
JVASP-157288,13.07,13.07,4
JVASP-15729,162.84,162.84,5
JVASP-157290,-1.88,-1.88,4
JVASP-157291,12.01,12.01,4
JVASP-157292,6.53,6.53,4
JVASP-157296,102.35,102.35,4
JVASP-157297,83.41,83.41,4
JVASP-157298,15.86,15.86,4
JVASP-157299,19.86,19.86,4
JVASP-1573,46.27,46.27,4
JVASP-15730,78.19,78.19,5
JVASP-157301,98.67,98.67,4
JVASP-157303,50.13,50.13,4
JVASP-157305,92.71,92.71,4
JVASP-157307,32.54,32.54,4
JVASP-157311,68.82,68.82,4
JVASP-157312,101.42,101.42,4
JVASP-157313,45.41,45.41,4
JVASP-157314,64.43,64.43,4
JVASP-157318,2.25,2.25,4
JVASP-15732,13.04,13.04,8
JVASP-157323,-1.17,-1.17,4
JVASP-157327,10.87,10.87,4
JVASP-157329,31.79,31.79,4
JVASP-15733,144.52,144.52,3
JVASP-157330,14.43,14.43,4
JVASP-157332,10.54,10.54,4
JVASP-157338,11.46,11.46,4
JVASP-15734,95.61,95.61,8
JVASP-157340,11.18,11.18,4
JVASP-157342,18.15,18.15,4
JVASP-157344,-16.83,-16.83,4
JVASP-157347,17.16,17.16,4
JVASP-157349,38.97,38.97,4
JVASP-157352,16.15,16.15,4
JVASP-157356,17.29,17.29,4
JVASP-157360,18.66,18.66,4
JVASP-157361,20.98,20.98,4
JVASP-157362,15.15,15.15,4
JVASP-157368,15.93,15.93,4
JVASP-157369,13.41,13.41,4
JVASP-157382,17.44,17.44,4
JVASP-157385,16.43,16.43,4
JVASP-157389,24.3,24.3,4
JVASP-157391,8.57,8.57,4
JVASP-157394,34.31,34.31,4
JVASP-157395,9.63,9.63,4
JVASP-157396,11.17,11.17,4
JVASP-15740,13.38,13.38,6
JVASP-157400,24.91,24.91,4
JVASP-157401,16.09,16.09,4
JVASP-157413,24.22,24.22,4
JVASP-157414,26.71,26.71,4
JVASP-15742,-4.42,-4.42,6
JVASP-157424,16.21,16.21,4
JVASP-157425,41.57,41.57,4
JVASP-157426,34.21,34.21,4
JVASP-157427,16.78,16.78,4
JVASP-157429,5.91,5.91,4
JVASP-15743,36.53,36.53,5
JVASP-157452,19.46,19.46,4
JVASP-157456,-10.75,-10.75,4
JVASP-157458,-0.15,-0.15,4
JVASP-157462,14.41,14.41,4
JVASP-157463,15.39,15.39,4
JVASP-157468,4.49,4.49,4
JVASP-157469,7.43,7.43,4
JVASP-15747,22.58,22.58,5
JVASP-157470,-3.97,-3.97,4
JVASP-157472,6.23,6.23,4
JVASP-157474,20.78,20.78,4
JVASP-157476,-4.68,-4.68,4
JVASP-157477,8.0,8.0,4
JVASP-157494,9.21,9.21,4
JVASP-157495,62.41,62.41,4
JVASP-15750,138.94,138.94,5
JVASP-15751,35.96,35.96,2
JVASP-15752,5.53,5.53,4
JVASP-15754,26.44,26.44,6
JVASP-15755,93.71,93.71,2
JVASP-15757,49.22,49.22,5
JVASP-15758,22.11,22.11,4
JVASP-1576,49.31,49.31,4
JVASP-15762,4.5,4.5,1
JVASP-15764,16.86,16.86,5
JVASP-15765,71.16,71.16,5
JVASP-15767,45.77,45.77,3
JVASP-15769,69.04,69.04,2
JVASP-15770,61.87,61.87,6
JVASP-15771,67.84,67.84,4
JVASP-15773,41.67,41.67,6
JVASP-15781,14.7,14.7,2
JVASP-15784,63.11,63.11,6
JVASP-15785,129.49,129.49,6
JVASP-15789,31.28,31.28,6
JVASP-15790,51.39,51.39,5
JVASP-15792,34.55,34.55,5
JVASP-15793,39.77,39.77,5
JVASP-15799,18.88,18.88,4
JVASP-15800,22.61,22.61,6
JVASP-15805,31.49,31.49,5
JVASP-15808,18.27,18.27,5
JVASP-15809,52.7,52.7,7
JVASP-15812,30.39,30.39,4
JVASP-15815,36.38,36.38,3
JVASP-15831,14.36,14.36,6
JVASP-15832,10.2,10.2,6
JVASP-15834,12.55,12.55,6
JVASP-15837,77.2,77.2,6
JVASP-15839,11.34,11.34,8
JVASP-15840,93.95,93.95,5
JVASP-15844,82.28,82.28,2
JVASP-15845,15.92,15.92,2
JVASP-15848,37.81,37.81,4
JVASP-15849,57.66,57.66,4
JVASP-15850,103.47,103.47,2
JVASP-15851,100.09,100.09,6
JVASP-15852,37.25,37.25,6
JVASP-15853,0.0,0.0,5
JVASP-15854,115.16,115.16,5
JVASP-15855,22.76,22.76,5
JVASP-15856,41.16,41.16,5
JVASP-15878,38.05,38.05,6
JVASP-1588,29.12,29.12,4
JVASP-15880,59.4,59.4,2
JVASP-15881,44.3,44.3,2
JVASP-15882,11.76,11.76,2
JVASP-15887,132.45,132.45,7
JVASP-15888,10.26,10.26,5
JVASP-15889,60.75,60.75,4
JVASP-15892,66.96,66.96,5
JVASP-15893,26.7,26.7,5
JVASP-15894,17.42,17.42,5
JVASP-15895,69.5,69.5,5
JVASP-15896,54.28,54.28,5
JVASP-15897,111.5,111.5,3
JVASP-15898,204.17,204.17,7
JVASP-15899,-2.84,-2.84,2
JVASP-15900,159.34,159.34,3
JVASP-15901,65.85,65.85,3
JVASP-15904,25.36,25.36,3
JVASP-15905,1.78,1.78,1
JVASP-15909,31.14,31.14,3
JVASP-15910,28.7,28.7,4
JVASP-15911,35.62,35.62,4
JVASP-15912,73.4,73.4,4
JVASP-15913,29.86,29.86,3
JVASP-15915,39.1,39.1,5
JVASP-15916,46.15,46.15,3
JVASP-15919,71.06,71.06,2
JVASP-15921,49.34,49.34,3
JVASP-15923,119.17,119.17,3
JVASP-15924,79.48,79.48,2
JVASP-15925,144.62,144.62,5
JVASP-15926,17.7,17.7,6
JVASP-15929,22.0,22.0,1
JVASP-15930,104.85,104.85,8
JVASP-15932,56.17,56.17,6
JVASP-15935,38.76,38.76,4
JVASP-15936,32.58,32.58,4
JVASP-15937,32.36,32.36,3
JVASP-15938,78.0,78.0,8
JVASP-15939,5.49,5.49,4
JVASP-1594,70.41,70.41,4
JVASP-15940,10.74,10.74,4
JVASP-15942,65.05,65.05,7
JVASP-15943,16.84,16.84,4
JVASP-15944,67.66,67.66,2
JVASP-15946,48.08,48.08,4
JVASP-15949,119.74,119.74,5
JVASP-15950,98.1,98.1,5
JVASP-15951,113.24,113.24,5
JVASP-15952,29.84,29.84,5
JVASP-15953,23.06,23.06,5
JVASP-15954,28.3,28.3,5
JVASP-15955,20.66,20.66,5
JVASP-15956,13.6,13.6,4
JVASP-15957,14.47,14.47,4
JVASP-15960,89.11,89.11,6
JVASP-15961,21.45,21.45,8
JVASP-15962,91.79,91.79,5
JVASP-15963,30.74,30.74,5
JVASP-15964,22.36,22.36,5
JVASP-15967,44.4,44.4,8
JVASP-15968,135.96,135.96,5
JVASP-15970,104.44,104.44,5
JVASP-15973,54.73,54.73,6
JVASP-15974,42.0,42.0,5
JVASP-15975,40.45,40.45,5
JVASP-15978,26.39,26.39,5
JVASP-15980,41.98,41.98,5
JVASP-15981,14.53,14.53,5
JVASP-15982,25.29,25.29,5
JVASP-15984,160.39,160.39,5
JVASP-15985,5.91,5.91,8
JVASP-15988,73.31,73.31,6
JVASP-15989,81.58,81.58,6
JVASP-15990,5.88,5.88,3
JVASP-15993,28.71,28.71,6
JVASP-15994,38.2,38.2,6
JVASP-15996,43.61,43.61,4
JVASP-1600,57.47,57.47,4
JVASP-16001,17.49,17.49,9
JVASP-16002,73.1,73.1,5
JVASP-16004,-14.46,-14.46,2
JVASP-16005,151.81,151.81,8
JVASP-16010,10.13,10.13,3
JVASP-16017,21.4,21.4,6
JVASP-16020,63.11,63.11,6
JVASP-16022,63.57,63.57,6
JVASP-16025,58.61,58.61,6
JVASP-16027,17.17,17.17,5
JVASP-16028,16.46,16.46,8
JVASP-1603,8.64,8.64,3
JVASP-16030,61.3,61.3,6
JVASP-16031,83.39,83.39,9
JVASP-16032,-1.78,-1.78,2
JVASP-16034,12.68,12.68,5
JVASP-16036,122.63,122.63,6
JVASP-16038,42.91,42.91,5
JVASP-16040,40.42,40.42,6
JVASP-16041,9.93,9.93,5
JVASP-16042,40.46,40.46,4
JVASP-16044,126.27,126.27,8
JVASP-16045,19.7,19.7,5
JVASP-16046,45.32,45.32,5
JVASP-16048,40.72,40.72,3
JVASP-16055,23.03,23.03,6
JVASP-16056,71.17,71.17,6
JVASP-16057,37.79,37.79,9
JVASP-1606,29.86,29.86,4
JVASP-16060,84.09,84.09,5
JVASP-16061,28.52,28.52,6
JVASP-16063,23.08,23.08,5
JVASP-16064,57.96,57.96,5
JVASP-16065,27.99,27.99,4
JVASP-16066,85.44,85.44,5
JVASP-16067,82.02,82.02,5
JVASP-16068,67.52,67.52,5
JVASP-16069,37.53,37.53,5
JVASP-16071,43.51,43.51,5
JVASP-16072,33.85,33.85,9
JVASP-16073,26.82,26.82,3
JVASP-16074,24.09,24.09,3
JVASP-16080,127.46,127.46,1
JVASP-16081,33.54,33.54,1
JVASP-16084,139.5,139.5,1
JVASP-16086,48.62,48.62,1
JVASP-16089,243.14,243.14,1
JVASP-16093,52.92,52.92,6
JVASP-16096,17.7,17.7,5
JVASP-16099,50.91,50.91,6
JVASP-16103,83.71,83.71,8
JVASP-16106,59.89,59.89,5
JVASP-16107,161.57,161.57,3
JVASP-16109,41.57,41.57,6
JVASP-16111,40.76,40.76,6
JVASP-16118,49.35,49.35,6
JVASP-16119,73.11,73.11,5
JVASP-1612,37.37,37.37,4
JVASP-16121,46.99,46.99,5
JVASP-16122,27.82,27.82,5
JVASP-16123,27.82,27.82,5
JVASP-16125,65.45,65.45,3
JVASP-16131,101.75,101.75,4
JVASP-16134,11.67,11.67,6
JVASP-16136,54.43,54.43,6
JVASP-16142,44.27,44.27,6
JVASP-16143,43.43,43.43,6
JVASP-16145,16.59,16.59,4
JVASP-1615,20.23,20.23,4
JVASP-16158,49.31,49.31,3
JVASP-16160,54.35,54.35,8
JVASP-16164,41.81,41.81,3
JVASP-16168,172.31,172.31,6
JVASP-16169,38.02,38.02,5
JVASP-16170,49.95,49.95,4
JVASP-16173,52.64,52.64,5
JVASP-1618,36.33,36.33,4
JVASP-16206,29.23,29.23,2
JVASP-16208,95.85,95.85,6
JVASP-16209,89.12,89.12,6
JVASP-16210,45.79,45.79,6
JVASP-16213,77.3,77.3,9
JVASP-16215,73.97,73.97,8
JVASP-16217,105.78,105.78,8
JVASP-16218,106.52,106.52,8
JVASP-16219,65.3,65.3,5
JVASP-16221,41.24,41.24,5
JVASP-16222,53.86,53.86,8
JVASP-16224,72.2,72.2,4
JVASP-16226,58.04,58.04,4
JVASP-16227,67.59,67.59,4
JVASP-16228,224.96,224.96,4
JVASP-16229,39.79,39.79,6
JVASP-16230,136.43,136.43,6
JVASP-16235,176.52,176.52,5
JVASP-16237,11.77,11.77,2
JVASP-16242,49.15,49.15,6
JVASP-16244,40.13,40.13,9
JVASP-16247,32.44,32.44,6
JVASP-16248,47.47,47.47,6
JVASP-16250,27.85,27.85,9
JVASP-16252,59.49,59.49,5
JVASP-16254,60.44,60.44,5
JVASP-16255,60.81,60.81,5
JVASP-16257,46.26,46.26,3
JVASP-16260,216.94,216.94,4
JVASP-16261,29.97,29.97,2
JVASP-16264,64.84,64.84,5
JVASP-16265,49.36,49.36,5
JVASP-16266,50.42,50.42,5
JVASP-16267,76.24,76.24,5
JVASP-16268,64.32,64.32,5
JVASP-16269,71.96,71.96,5
JVASP-16271,5.93,5.93,2
JVASP-16273,34.96,34.96,3
JVASP-16274,76.21,76.21,5
JVASP-16277,-5.66,-5.66,1
JVASP-16278,1.74,1.74,1
JVASP-16284,32.16,32.16,2
JVASP-16286,4.13,4.13,4
JVASP-16287,56.32,56.32,2
JVASP-16288,4.18,4.18,2
JVASP-16289,39.93,39.93,4
JVASP-16290,36.22,36.22,2
JVASP-16291,14.72,14.72,2
JVASP-16293,29.28,29.28,1
JVASP-16294,3.54,3.54,1
JVASP-16295,82.04,82.04,5
JVASP-16296,38.87,38.87,5
JVASP-16299,17.32,17.32,5
JVASP-16300,35.5,35.5,5
JVASP-16303,5.98,5.98,1
JVASP-16304,-13.5,-13.5,3
JVASP-16306,22.48,22.48,2
JVASP-16310,93.32,93.32,2
JVASP-16312,67.54,67.54,8
JVASP-16313,54.51,54.51,5
JVASP-16314,42.65,42.65,5
JVASP-16317,155.96,155.96,5
JVASP-16318,63.56,63.56,5
JVASP-16320,139.33,139.33,9
JVASP-16321,88.04,88.04,5
JVASP-16322,81.38,81.38,5
JVASP-16323,20.44,20.44,5
JVASP-16324,28.97,28.97,2
JVASP-16328,51.25,51.25,3
JVASP-16329,100.74,100.74,9
JVASP-16330,47.8,47.8,1
JVASP-16331,34.99,34.99,6
JVASP-16332,28.06,28.06,4
JVASP-16333,0.82,0.82,1
JVASP-16335,-0.64,-0.64,1
JVASP-16337,-16.76,-16.76,3
JVASP-16338,39.09,39.09,4
JVASP-16340,28.54,28.54,1
JVASP-16342,25.23,25.23,8
JVASP-16346,27.03,27.03,6
JVASP-16348,4.29,4.29,3
JVASP-16350,26.3,26.3,5
JVASP-16351,48.34,48.34,6
JVASP-16353,18.6,18.6,1
JVASP-16354,-14.3,-14.3,2
JVASP-16356,17.92,17.92,4
JVASP-16359,41.3,41.3,4
JVASP-1636,40.44,40.44,3
JVASP-16360,46.02,46.02,4
JVASP-16361,59.32,59.32,4
JVASP-16363,50.78,50.78,4
JVASP-16366,32.82,32.82,4
JVASP-16367,33.29,33.29,6
JVASP-16369,23.24,23.24,4
JVASP-16370,89.42,89.42,4
JVASP-16372,58.12,58.12,4
JVASP-16373,70.12,70.12,4
JVASP-16375,32.7,32.7,2
JVASP-16376,46.34,46.34,2
JVASP-16385,32.79,32.79,8
JVASP-16386,14.5,14.5,4
JVASP-16387,14.75,14.75,4
JVASP-1639,21.81,21.81,4
JVASP-16390,27.98,27.98,8
JVASP-16391,28.12,28.12,8
JVASP-16393,48.91,48.91,9
JVASP-164,5.61,5.61,8
JVASP-16401,61.47,61.47,6
JVASP-16402,60.65,60.65,6
JVASP-16406,56.62,56.62,5
JVASP-16407,21.59,21.59,8
JVASP-16408,21.25,21.25,8
JVASP-16409,17.55,17.55,9
JVASP-16410,17.21,17.21,4
JVASP-16412,139.33,139.33,9
JVASP-16414,58.36,58.36,8
JVASP-16417,45.02,45.02,9
JVASP-16419,41.99,41.99,9
JVASP-1642,54.88,54.88,4
JVASP-16420,39.7,39.7,9
JVASP-16421,34.77,34.77,4
JVASP-16423,-6.04,-6.04,6
JVASP-16425,-0.77,-0.77,6
JVASP-16426,44.87,44.87,6
JVASP-16427,37.1,37.1,2
JVASP-16428,27.0,27.0,4
JVASP-16429,32.04,32.04,4
JVASP-16430,41.47,41.47,4
JVASP-16431,41.88,41.88,2
JVASP-16432,59.08,59.08,4
JVASP-16435,17.58,17.58,4
JVASP-16438,33.56,33.56,2
JVASP-16440,33.46,33.46,2
JVASP-16442,32.96,32.96,3
JVASP-16443,30.25,30.25,4
JVASP-16444,34.66,34.66,2
JVASP-16446,20.0,20.0,4
JVASP-16449,37.68,37.68,3
JVASP-1645,48.31,48.31,4
JVASP-16450,38.24,38.24,2
JVASP-16451,22.96,22.96,4
JVASP-16458,50.44,50.44,2
JVASP-16463,112.01,112.01,6
JVASP-16465,24.36,24.36,2
JVASP-16466,18.77,18.77,3
JVASP-16468,20.31,20.31,2
JVASP-16470,30.82,30.82,3
JVASP-16472,32.09,32.09,3
JVASP-16474,29.41,29.41,4
JVASP-16475,31.5,31.5,3
JVASP-16477,15.86,15.86,4
JVASP-16479,17.77,17.77,4
JVASP-1648,21.59,21.59,4
JVASP-16480,50.42,50.42,4
JVASP-16482,44.6,44.6,4
JVASP-16486,94.31,94.31,4
JVASP-16489,115.09,115.09,6
JVASP-16490,137.62,137.62,8
JVASP-16491,72.46,72.46,2
JVASP-16492,17.1,17.1,1
JVASP-16493,78.42,78.42,2
JVASP-16497,137.2,137.2,4
JVASP-16498,37.86,37.86,3
JVASP-16504,28.95,28.95,3
JVASP-16505,28.23,28.23,3
JVASP-16509,31.71,31.71,9
JVASP-16510,21.3,21.3,2
JVASP-16514,-22.47,-22.47,6
JVASP-16515,72.05,72.05,4
JVASP-16516,39.56,39.56,2
JVASP-16521,50.2,50.2,4
JVASP-16522,63.44,63.44,8
JVASP-16523,25.22,25.22,4
JVASP-16524,20.9,20.9,4
JVASP-16526,50.22,50.22,4
JVASP-16529,74.93,74.93,4
JVASP-16530,41.49,41.49,4
JVASP-16532,69.4,69.4,3
JVASP-16533,46.75,46.75,4
JVASP-16536,74.29,74.29,7
JVASP-16539,-1.78,-1.78,1
JVASP-1654,27.16,27.16,4
JVASP-16540,37.56,37.56,2
JVASP-16541,115.88,115.88,2
JVASP-16542,60.06,60.06,3
JVASP-16543,33.42,33.42,2
JVASP-16544,35.14,35.14,2
JVASP-16545,76.88,76.88,2
JVASP-16546,28.94,28.94,3
JVASP-16547,5.66,5.66,8
JVASP-16549,9.0,9.0,3
JVASP-16550,10.05,10.05,3
JVASP-16551,19.16,19.16,2
JVASP-16552,25.86,25.86,3
JVASP-16555,34.36,34.36,2
JVASP-16557,3.16,3.16,2
JVASP-16558,3.16,3.16,4
JVASP-16559,30.54,30.54,2
JVASP-16560,35.3,35.3,2
JVASP-16561,35.3,35.3,4
JVASP-16562,-0.96,-0.96,2
JVASP-16564,174.95,174.95,4
JVASP-16565,186.03,186.03,8
JVASP-16566,40.06,40.06,2
JVASP-1657,27.89,27.89,4
JVASP-16571,40.38,40.38,4
JVASP-16572,11.9,11.9,3
JVASP-16573,10.54,10.54,4
JVASP-16575,10.54,10.54,2
JVASP-16576,29.22,29.22,2
