jid,optb88vdw_bandgap,target,num_atoms
JVASP-69082,0.0,0.0,4
JVASP-65745,0.0,0.0,4
JVASP-89367,5.969,5.969,30
JVASP-65598,0.0,0.0,4
JVASP-63839,0.0,0.0,4
JVASP-65711,0.0,0.0,4
JVASP-65211,0.0,0.0,6
JVASP-98086,2.181,2.181,42
JVASP-62798,1.272,1.272,6
JVASP-69243,0.0,0.0,4
JVASP-98681,0.0,0.0,28
JVASP-66097,0.0,0.0,3
JVASP-53555,0.0,0.0,7
JVASP-69205,0.0,0.0,4
JVASP-66055,0.0,0.0,6
JVASP-91538,0.0,0.0,8
JVASP-15076,0.0,0.0,4
JVASP-62936,4.945,4.945,48
JVASP-66287,0.0,0.0,6
JVASP-63714,0.256,0.256,24
JVASP-69122,0.0,0.0,4
JVASP-66247,0.0,0.0,6
JVASP-66132,0.0,0.0,6
JVASP-14917,0.0,0.0,2
JVASP-65563,0.054,0.054,4
JVASP-66326,0.0,0.0,3
JVASP-65176,0.0,0.0,6
JVASP-69324,0.0,0.0,4
JVASP-86801,0.0,0.0,18
JVASP-65531,0.0,0.0,4
JVASP-85949,3.942,3.942,12
JVASP-43644,0.556,0.556,10
JVASP-91719,0.0,0.0,8
JVASP-90786,0.0,0.0,8
JVASP-65792,0.0,0.0,4
JVASP-14579,0.0,0.0,4
JVASP-86403,0.0,0.0,12
JVASP-86755,0.0,0.0,6
JVASP-98162,0.104,0.104,38
JVASP-65674,0.0,0.0,4
JVASP-66373,0.0,0.0,3
JVASP-66166,0.0,0.0,3
JVASP-88418,0.0,0.0,12
JVASP-14962,0.0,0.0,6
JVASP-62131,0.0,0.0,5
JVASP-52385,0.0,0.0,12
JVASP-66289,0.0,0.0,3
JVASP-98433,3.586,3.586,78
JVASP-15595,0.0,0.0,7
JVASP-63195,5.626,5.626,36
JVASP-62334,1.065,1.065,38
JVASP-66098,0.0,0.0,6
JVASP-63842,0.0,0.0,4
JVASP-86999,0.0,0.0,6
JVASP-88898,0.0,0.0,5
JVASP-91866,0.0,0.0,8
JVASP-69244,0.0,0.0,6
JVASP-66248,0.0,0.0,6
JVASP-69206,0.0,0.0,6
JVASP-66413,0.0,0.0,3
JVASP-65599,0.0,0.0,4
JVASP-85602,0.0,0.0,12
JVASP-66133,0.0,0.0,6
JVASP-69003,0.0,0.0,4
JVASP-61322,5.018,5.018,30
JVASP-15779,0.0,0.0,1
JVASP-90136,0.0,0.0,9
JVASP-52893,0.611,0.611,16
JVASP-69123,0.0,0.0,4
JVASP-66328,0.0,0.0,6
JVASP-91767,0.0,0.0,8
JVASP-90878,0.0,0.0,8
JVASP-65564,0.0,0.0,4
JVASP-85488,0.0,0.0,11
JVASP-69325,0.0,0.0,6
JVASP-66290,0.0,0.0,3
JVASP-91580,0.0,0.0,8
JVASP-86173,0.0,0.0,17
JVASP-86119,0.0,0.0,6
JVASP-69283,0.0,0.0,4
JVASP-65635,0.0,0.0,4
JVASP-66414,0.0,0.0,3
JVASP-66167,0.0,0.0,6
JVASP-63535,0.0,0.0,16
JVASP-90011,0.42,0.42,9
JVASP-66487,0.0,0.0,6
JVASP-65212,0.0,0.0,6
JVASP-65290,0.0,0.0,3
JVASP-65532,0.0,0.0,4
JVASP-48685,0.0,0.0,18
JVASP-66374,0.0,0.0,6
JVASP-86231,0.0,0.0,18
JVASP-86464,0.0,0.0,18
JVASP-69163,0.0,0.0,4
JVASP-88049,0.168,0.168,22
JVASP-86874,0.0,0.0,12
JVASP-65793,0.0,0.0,4
JVASP-66249,0.0,0.0,6
JVASP-90402,0.0,0.0,9
JVASP-88650,1.403,1.403,32
JVASP-85739,0.0,0.0,9
JVASP-66134,0.0,0.0,3
JVASP-66452,0.0,0.0,6
JVASP-69044,0.0,0.0,6
JVASP-3339,0.564,0.564,6
JVASP-18438,0.0,0.0,8
JVASP-66291,0.0,0.0,3
JVASP-90734,0.0,0.0,8
JVASP-91677,0.0,0.0,8
JVASP-89095,0.0,0.0,28
JVASP-87849,0.0,0.0,22
JVASP-86524,0.0,0.0,18
JVASP-43616,0.0,0.0,14
JVASP-63064,1.324,1.324,32
JVASP-66375,0.0,0.0,3
JVASP-65600,0.0,0.0,4
JVASP-90064,0.0,0.0,9
JVASP-66250,0.0,0.0,3
JVASP-68966,0.0,0.0,4
JVASP-86296,0.0,0.0,18
JVASP-65409,0.0,0.0,4
JVASP-69164,0.0,0.0,4
JVASP-66489,0.401,0.401,3
JVASP-65291,0.0,0.0,6
JVASP-42834,1.014,1.014,16
JVASP-66415,0.0,0.0,6
JVASP-89926,0.0,0.0,9
JVASP-85891,0.0,0.0,18
JVASP-66056,0.0,0.0,3
JVASP-63715,4.78,4.78,24
JVASP-69005,0.0,0.0,4
JVASP-90560,0.0,0.0,8
JVASP-66168,0.0,0.0,6
JVASP-66210,0.0,0.0,6
JVASP-87071,0.0,0.0,12
JVASP-65480,0.0,0.0,4
JVASP-86932,0.0,0.0,6
JVASP-66453,0.0,0.0,6
JVASP-66293,0.0,0.0,3
JVASP-69245,0.0,0.0,4
JVASP-86699,0.0,0.0,18
JVASP-62513,3.443,3.443,16
JVASP-48415,0.0,0.0,18
JVASP-90658,0.0,0.0,8
JVASP-90603,0.0,0.0,8
JVASP-65213,0.0,0.0,6
JVASP-69083,0.0,0.0,4
JVASP-65533,0.0,0.0,4
JVASP-53265,0.0,0.0,4
JVASP-85400,0.0,0.0,12
JVASP-87955,0.258,0.258,28
JVASP-3288,1.074,1.074,8
JVASP-65636,0.0,0.0,4
JVASP-91918,0.0,0.0,8
JVASP-86063,0.0,0.0,18
JVASP-3876,3.488,3.488,9
JVASP-63538,0.0,0.0,13
JVASP-66099,0.0,0.0,3
JVASP-66490,0.0,0.0,6
JVASP-66376,0.0,0.0,6
JVASP-62940,4.46,4.46,4
JVASP-66251,0.0,0.0,6
JVASP-66417,0.0,0.0,6
JVASP-65250,0.0,0.0,3
JVASP-65410,0.0,0.0,4
JVASP-69370,0.0,0.0,4
JVASP-69006,0.0,0.0,4
JVASP-65746,0.0,0.0,4
JVASP-68967,0.0,0.0,4
JVASP-65675,0.0,0.0,4
JVASP-63201,0.0,0.0,6
JVASP-18785,0.0,0.0,4
JVASP-66329,0.0,0.0,3
JVASP-66212,0.0,0.0,6
JVASP-65178,0.0,0.0,6
JVASP-63844,0.0,0.0,3
JVASP-92171,0.0,0.0,8
JVASP-66294,0.0,0.0,6
JVASP-66454,0.0,0.0,6
JVASP-66169,0.0,0.0,6
JVASP-69208,0.0,0.0,4
JVASP-65565,0.0,0.0,4
JVASP-90831,0.0,0.0,8
JVASP-62144,1.727,1.727,40
JVASP-91629,0.0,0.0,8
JVASP-65485,0.0,0.0,4
JVASP-63065,0.0,0.0,18
JVASP-69124,0.0,0.0,4
JVASP-69326,0.0,0.0,4
JVASP-87305,4.726,4.726,80
JVASP-69248,0.0,0.0,4
JVASP-69165,0.0,0.0,4
JVASP-89379,0.0,0.0,18
JVASP-66528,0.0,0.0,3
JVASP-52216,0.003,0.003,23
JVASP-86325,0.578,0.578,5
JVASP-91867,0.0,0.0,8
JVASP-88921,0.0,0.0,5
JVASP-66135,0.0,0.0,3
JVASP-69084,0.0,0.0,6
JVASP-66491,0.0,0.0,6
JVASP-66100,0.0,0.0,6
JVASP-66573,0.0,0.0,3
JVASP-43552,0.0,0.0,4
JVASP-91965,3.477,3.477,8
JVASP-90492,0.21,0.21,9
JVASP-90270,6.354,6.354,9
JVASP-90787,0.0,0.0,8
JVASP-14555,0.0,0.0,2
JVASP-19904,0.0,0.0,2
JVASP-14631,0.0,0.0,3
JVASP-92221,1.868,1.868,8
JVASP-61327,5.923,5.923,32
JVASP-65747,0.0,0.0,6
JVASP-66377,0.0,0.0,6
JVASP-65534,0.0,0.0,4
JVASP-86629,0.0,0.0,6
JVASP-66252,0.0,0.0,6
JVASP-69045,0.0,0.0,4
JVASP-63424,0.0,0.0,10
JVASP-66295,0.0,0.0,6
JVASP-66455,0.0,0.0,6
JVASP-66418,0.0,0.0,6
JVASP-90015,0.0,0.0,9
JVASP-90137,0.0,0.0,9
JVASP-86120,0.0,0.0,10
JVASP-65677,0.0,0.0,4
JVASP-65795,0.0,0.0,4
JVASP-15596,0.0,0.0,4
JVASP-62335,0.0,0.0,5
JVASP-14592,0.0,0.0,4
JVASP-65637,0.0,0.0,4
JVASP-66529,0.0,0.0,6
JVASP-69284,0.0,0.0,4
JVASP-69210,0.0,0.0,4
JVASP-69166,0.0,0.0,4
JVASP-66136,0.0,0.0,6
JVASP-69250,0.0,0.0,4
JVASP-66330,0.0,0.0,6
JVASP-69008,0.0,0.0,4
JVASP-65488,0.0,0.0,4
JVASP-14963,0.0,0.0,4
JVASP-87000,0.107,0.107,18
JVASP-88749,3.627,3.627,24
JVASP-53303,0.0,0.0,8
JVASP-85685,0.0,0.0,12
JVASP-88050,5.603,5.603,9
JVASP-63554,5.627,5.627,36
JVASP-65714,0.0,0.0,4
JVASP-65412,0.0,0.0,4
JVASP-65601,0.0,0.0,4
JVASP-85326,0.0,0.0,2
JVASP-66575,0.0,0.0,6
JVASP-66102,0.0,0.0,3
JVASP-91768,0.0,0.0,8
JVASP-91813,0.0,0.0,8
JVASP-65292,0.0,0.0,6
JVASP-63069,0.0,0.0,6
JVASP-90880,0.0,0.0,8
JVASP-85604,0.0,0.0,18
JVASP-90193,0.0,0.0,9
JVASP-43964,0.78,0.78,16
JVASP-69046,0.0,0.0,4
JVASP-66492,0.0,0.0,6
JVASP-62149,0.0,0.0,9
JVASP-69327,0.0,0.0,4
JVASP-66057,0.0,0.0,6
JVASP-15307,0.0,0.0,4
JVASP-12148,0.0,0.0,4
JVASP-85893,0.0,0.0,6
JVASP-88234,3.773,3.773,14
JVASP-66213,0.0,0.0,3
JVASP-66137,0.0,0.0,6
JVASP-66530,0.0,0.0,6
JVASP-86174,0.0,0.0,13
JVASP-91720,0.0,0.0,8
JVASP-65796,0.0,0.0,4
JVASP-69285,0.0,0.0,4
JVASP-66254,0.0,0.0,6
JVASP-69086,0.0,0.0,4
JVASP-69251,0.0,0.0,4
JVASP-66456,0.0,0.0,6
JVASP-66296,0.172,0.172,3
JVASP-87851,0.0,0.0,6
JVASP-85489,0.0,0.0,6
JVASP-63716,1.561,1.561,28
JVASP-66419,0.0,0.0,6
JVASP-63846,0.0,0.0,18
JVASP-66170,0.0,0.0,3
JVASP-90735,0.0,0.0,8
JVASP-90561,0.0,0.0,8
JVASP-48947,0.0,0.0,8
JVASP-88651,2.257,2.257,32
JVASP-18829,0.0,0.0,5
JVASP-69371,0.0,0.0,4
JVASP-66332,0.0,0.0,6
JVASP-69211,0.0,0.0,4
JVASP-65749,0.0,0.0,4
JVASP-66576,0.0,0.0,6
JVASP-65566,0.0,0.0,4
JVASP-28369,1.2,1.2,4
JVASP-86875,0.0,0.0,10
JVASP-89927,0.0,0.0,9
JVASP-63561,0.0,0.0,7
JVASP-66103,0.0,0.0,6
JVASP-61588,4.461,4.461,80
JVASP-69125,0.0,0.0,4
JVASP-48879,1.51,1.51,17
JVASP-66214,0.0,0.0,3
JVASP-68969,0.0,0.0,4
JVASP-65293,0.0,0.0,6
JVASP-69286,0.0,0.0,4
JVASP-66255,0.0,0.0,3
JVASP-66138,0.0,0.0,3
JVASP-86465,0.0,0.0,12
JVASP-66531,0.0,0.0,3
JVASP-66457,0.0,0.0,6
JVASP-87957,0.95,0.95,22
JVASP-66058,0.0,0.0,6
JVASP-66493,0.0,0.0,6
JVASP-66378,0.0,0.0,3
JVASP-90403,0.172,0.172,9
JVASP-86067,0.0,0.0,18
JVASP-66421,0.0,0.0,6
JVASP-63720,0.0,0.0,4
JVASP-50709,0.0,0.0,28
JVASP-98682,0.0,0.0,24
JVASP-53086,0.0,0.0,6
JVASP-86404,4.46,4.46,6
JVASP-90832,0.0,0.0,8
JVASP-91539,0.0,0.0,8
JVASP-90604,0.0,0.0,8
JVASP-97990,1.004,1.004,72
JVASP-97339,2.677,2.677,32
JVASP-50937,2.157,2.157,14
JVASP-50812,3.2,3.2,6
JVASP-91655,0.0,0.0,8
JVASP-91701,0.0,0.0,8
JVASP-64192,0.0,0.0,6
JVASP-14107,0.0,0.0,3
JVASP-64096,0.0,0.0,6
JVASP-90628,2.199,2.199,8
JVASP-29106,0.337,0.337,12
JVASP-98559,1.762,1.762,66
JVASP-1999,5.075,5.075,2
JVASP-64794,0.0,0.0,6
JVASP-64190,0.0,0.0,6
JVASP-38341,0.0,0.0,5
JVASP-64673,0.0,0.0,6
JVASP-4594,0.0,0.0,8
JVASP-87104,2.526,2.526,12
JVASP-85923,8.457,8.457,11
JVASP-21521,2.023,2.023,30
JVASP-37178,0.0,0.0,4
JVASP-49896,0.002,0.002,24
JVASP-37193,0.0,0.0,4
JVASP-64381,0.0,0.0,6
JVASP-64440,0.0,0.0,6
JVASP-64248,0.0,0.0,6
JVASP-87042,4.393,4.393,8
JVASP-97856,4.959,4.959,44
JVASP-64868,0.0,0.0,6
JVASP-107777,0.0,0.0,10
JVASP-39408,0.0,0.0,4
JVASP-97924,3.903,3.903,76
JVASP-88369,2.017,2.017,28
JVASP-64988,0.0,0.0,6
JVASP-86503,3.496,3.496,10
JVASP-3747,0.496,0.496,6
JVASP-1357,1.772,1.772,2
JVASP-38330,0.0,0.0,5
JVASP-37043,0.0,0.0,4
JVASP-97681,1.945,1.945,24
JVASP-64949,0.0,0.0,6
JVASP-86371,0.0,0.0,10
JVASP-98724,4.247,4.247,28
JVASP-86848,0.0,0.0,12
JVASP-16044,0.0,0.0,8
JVASP-97627,5.479,5.479,18
JVASP-91523,1.093,1.093,8
JVASP-63960,0.0,0.0,6
JVASP-14576,0.0,0.0,2
JVASP-19924,0.031,0.031,5
JVASP-3261,2.327,2.327,5
JVASP-97578,2.747,2.747,36
JVASP-43428,0.0,0.0,24
JVASP-98297,2.385,2.385,24
JVASP-64318,0.0,0.0,6
JVASP-38302,0.0,0.0,5
JVASP-14073,0.0,0.0,18
JVASP-12106,0.133,0.133,12
JVASP-47965,0.0,0.0,24
JVASP-63918,0.0,0.0,3
JVASP-64134,0.0,0.0,6
JVASP-98228,0.0,0.0,29
JVASP-5491,0.5,0.5,22
JVASP-1843,1.599,1.599,4
JVASP-16933,0.0,0.0,5
JVASP-107739,0.0,0.0,7
JVASP-98938,4.617,4.617,20
JVASP-64912,0.0,0.0,6
JVASP-89038,0.0,0.0,5
JVASP-64009,0.0,0.0,6
JVASP-86970,0.0,0.0,5
JVASP-98182,0.0,0.0,5
JVASP-98093,0.0,0.0,28
JVASP-48466,0.306,0.306,14
JVASP-86101,0.0,0.0,7
JVASP-50692,1.452,1.452,8
JVASP-39279,0.0,0.0,5
JVASP-92196,0.0,0.0,8
JVASP-65104,0.0,0.0,4
JVASP-14616,0.0,0.0,1
JVASP-90535,1.883,1.883,9
JVASP-86731,0.0,0.0,12
JVASP-37144,0.0,0.0,4
JVASP-85853,0.0,0.0,14
JVASP-64049,0.0,0.0,6
JVASP-577,0.0,0.0,3
JVASP-64531,0.0,0.0,6
JVASP-3102,3.636,3.636,5
JVASP-49777,1.124,1.124,7
JVASP-97746,1.735,1.735,30
JVASP-97433,0.747,0.747,26
JVASP-19903,0.0,0.0,2
JVASP-90813,0.0,0.0,8
JVASP-65026,0.0,0.0,6
JVASP-12116,0.524,0.524,18
JVASP-37102,0.0,0.0,4
JVASP-53440,1.702,1.702,14
JVASP-22699,2.821,2.821,6
JVASP-15833,0.0,0.0,6
JVASP-42403,1.274,1.274,22
JVASP-90116,0.0,0.0,9
JVASP-39452,0.0,0.0,4
JVASP-85463,1.866,1.866,18
JVASP-14831,0.0,0.0,2
JVASP-43629,3.857,3.857,8
JVASP-11959,0.0,0.0,8
JVASP-52890,5.097,5.097,24
JVASP-65067,0.0,0.0,6
JVASP-44256,0.0,0.0,8
JVASP-90230,0.0,0.0,9
JVASP-98358,0.12,0.12,12
JVASP-15812,0.0,0.0,4
JVASP-90716,0.0,0.0,8
JVASP-90858,0.0,0.0,8
JVASP-53077,0.0,0.0,20
JVASP-44070,0.082,0.082,16
JVASP-64728,0.0,0.0,6
JVASP-89096,3.287,3.287,36
JVASP-85740,0.0,0.0,18
JVASP-88423,2.925,2.925,20
JVASP-63427,0.605,0.605,20
JVASP-3291,5.212,5.212,6
JVASP-66532,0.0,0.0,3
JVASP-65568,0.0,0.0,4
JVASP-65251,0.0,0.0,6
JVASP-69213,0.0,0.0,4
JVASP-63849,0.0,0.0,5
JVASP-65715,0.0,0.0,4
JVASP-66256,0.018,0.018,6
JVASP-66609,0.0,0.0,6
JVASP-66333,0.0,0.0,6
JVASP-61021,5.268,5.268,24
JVASP-66104,0.0,0.0,6
JVASP-66577,0.0,0.0,6
JVASP-15038,0.0,0.0,6
JVASP-66459,0.0,0.0,3
JVASP-66059,0.0,0.0,6
JVASP-88927,1.364,1.364,15
JVASP-86802,2.921,2.921,12
JVASP-86240,0.0,0.0,12
JVASP-62514,4.41,4.41,40
JVASP-65679,0.0,0.0,4
JVASP-66140,0.0,0.0,3
JVASP-89386,6.022,6.022,16
JVASP-63072,0.0,0.0,5
JVASP-69252,0.0,0.0,4
JVASP-66215,0.0,0.0,6
JVASP-61798,3.198,3.198,18
JVASP-69287,0.0,0.0,4
JVASP-3879,2.148,2.148,9
JVASP-42251,0.0,0.0,18
JVASP-68970,0.0,0.0,4
JVASP-91966,0.0,0.0,8
JVASP-61333,0.0,0.0,29
JVASP-65639,0.0,0.0,4
JVASP-90017,0.0,0.0,9
JVASP-69214,0.0,0.0,4
JVASP-65535,0.0,0.0,4
JVASP-85951,3.147,3.147,13
JVASP-66422,0.0,0.0,6
JVASP-66533,0.0,0.0,6
JVASP-90275,0.0,0.0,9
JVASP-86756,0.0,0.0,6
JVASP-90495,0.0,0.0,8
JVASP-1192,0.455,0.455,2
JVASP-42333,0.0,0.0,24
JVASP-66461,0.0,0.0,6
JVASP-66298,0.0,0.0,3
JVASP-65252,0.0,0.0,6
JVASP-66060,0.0,0.0,3
JVASP-62152,0.0,0.0,29
JVASP-63569,0.0,0.0,8
JVASP-69009,0.0,0.0,4
JVASP-65490,0.0,0.0,4
JVASP-66578,1.6,1.6,3
JVASP-69253,0.0,0.0,4
JVASP-62342,2.96,2.96,36
JVASP-65413,0.0,0.0,4
JVASP-63725,0.0,0.0,12
JVASP-69328,0.0,0.0,4
JVASP-66105,0.0,0.0,6
JVASP-66141,0.0,0.0,3
JVASP-90138,0.0,0.0,9
JVASP-69215,0.0,0.0,4
JVASP-65602,0.0,0.0,4
JVASP-63205,3.479,3.479,9
JVASP-65536,0.0,0.0,4
JVASP-62644,2.375,2.375,10
JVASP-91868,0.0,0.0,8
JVASP-65750,0.0,0.0,4
JVASP-65681,0.0,0.0,4
JVASP-66494,0.0,0.0,3
JVASP-69167,0.0,0.0,4
JVASP-66423,0.0,0.0,6
JVASP-66379,0.169,0.169,3
JVASP-66061,0.0,0.0,6
JVASP-65797,0.0,0.0,4
JVASP-63432,0.0,0.0,24
JVASP-66646,0.0,0.0,6
JVASP-66462,0.0,0.0,6
JVASP-69010,0.0,0.0,4
JVASP-69126,0.0,0.0,4
JVASP-61342,0.079,0.079,8
JVASP-86175,0.0,0.0,9
JVASP-18490,0.0,0.0,7
JVASP-63076,0.0,0.0,14
JVASP-66299,0.0,0.0,6
JVASP-66534,0.0,0.0,6
JVASP-62517,0.0,0.0,18
JVASP-91678,0.0,0.0,8
JVASP-63730,0.0,0.0,4
JVASP-66257,0.0,0.0,3
JVASP-66335,0.0,0.0,3
JVASP-69047,0.0,0.0,4
JVASP-69372,0.0,0.0,4
JVASP-66613,0.0,0.0,3
JVASP-66579,0.0,0.0,6
JVASP-69254,0.795,0.795,4
JVASP-91814,0.0,0.0,8
JVASP-91581,0.0,0.0,8
JVASP-12167,5.089,5.089,6
JVASP-65491,0.0,0.0,4
JVASP-66106,0.291,0.291,3
JVASP-69087,0.0,0.0,4
JVASP-61804,0.0,0.0,16
JVASP-66064,0.0,0.0,3
JVASP-88052,0.576,0.576,8
JVASP-65751,0.0,0.0,4
JVASP-69216,0.0,0.0,4
JVASP-65603,0.0,0.0,4
JVASP-66380,0.0,0.0,6
JVASP-90065,0.0,0.0,9
JVASP-62345,2.27,2.27,9
JVASP-86527,1.035,1.035,16
JVASP-66495,0.0,0.0,6
JVASP-66580,0.0,0.0,3
JVASP-66216,0.0,0.0,3
JVASP-87072,7.356,7.356,12
JVASP-65799,0.0,0.0,4
JVASP-90736,1.549,1.549,8
JVASP-65682,0.0,0.0,4
JVASP-66424,0.0,0.0,6
JVASP-28450,0.0,0.0,8
JVASP-66647,0.0,0.0,6
JVASP-69127,0.0,0.0,4
JVASP-90404,0.0,0.0,8
JVASP-65569,0.0,0.0,4
JVASP-66336,0.0,0.0,6
JVASP-66172,0.0,0.0,6
JVASP-61027,5.015,5.015,30
JVASP-19886,0.0,0.0,4
JVASP-69049,0.0,0.0,6
JVASP-86700,0.0,0.0,12
JVASP-66463,0.0,0.0,3
JVASP-86297,2.006,2.006,14
JVASP-63576,0.201,0.201,24
JVASP-88753,0.0,0.0,20
JVASP-87853,0.0,0.0,17
JVASP-87310,5.557,5.557,40
JVASP-61613,0.087,0.087,26
JVASP-63851,0.0,0.0,29
JVASP-65716,0.0,0.0,4
JVASP-66381,0.0,0.0,3
JVASP-69011,0.0,0.0,4
JVASP-69088,0.0,0.0,6
JVASP-42871,0.0,0.0,4
JVASP-66258,0.0,0.0,6
JVASP-89928,0.0,0.0,9
JVASP-63287,5.101,5.101,22
JVASP-66065,0.0,0.0,6
JVASP-63208,0.0,0.0,13
JVASP-90659,0.0,0.0,8
JVASP-90833,0.0,0.0,8
JVASP-63436,0.0,0.0,6
JVASP-15308,0.0,0.0,5
JVASP-66217,0.0,0.0,6
JVASP-52785,0.0,0.0,10
JVASP-63078,0.0,0.0,6
JVASP-91769,0.0,0.0,8
JVASP-69168,0.0,0.0,4
JVASP-91630,0.0,0.0,8
JVASP-85405,0.0,0.0,14
JVASP-90562,0.0,0.0,8
JVASP-87958,4.628,4.628,39
JVASP-69288,0.0,0.0,4
JVASP-90605,0.0,0.0,8
JVASP-86934,2.469,2.469,14
JVASP-66340,0.0,0.0,6
JVASP-91919,0.0,0.0,8
JVASP-86876,0.0,0.0,14
JVASP-66425,0.0,0.0,6
JVASP-66142,0.0,0.0,3
JVASP-69129,0.0,0.0,4
JVASP-86071,0.0,0.0,16
JVASP-92172,0.0,0.0,8
JVASP-66649,0.0,0.0,6
JVASP-69051,0.0,0.0,4
JVASP-85491,0.0,0.0,8
JVASP-66497,0.0,0.0,6
JVASP-61347,0.0,0.0,12
JVASP-19843,0.0,0.0,6
JVASP-65800,0.0,0.0,4
JVASP-90881,0.0,0.0,8
JVASP-90196,0.0,0.0,9
JVASP-69218,0.0,0.0,4
JVASP-65683,0.0,0.0,4
JVASP-66173,0.0,0.0,6
JVASP-15263,0.0,0.0,4
JVASP-69012,0.0,0.0,4
JVASP-86405,0.0,0.0,8
JVASP-90788,0.0,0.0,8
JVASP-92222,1.859,1.859,8
JVASP-86635,1.465,1.465,4
JVASP-66066,0.0,0.0,6
JVASP-66464,0.0,0.0,6
JVASP-91721,3.946,3.946,8
JVASP-66218,0.0,0.0,6
JVASP-69289,0.0,0.0,4
JVASP-61805,0.0,0.0,8
JVASP-66259,0.0,0.0,3
JVASP-61617,0.0,0.0,12
JVASP-66498,0.0,0.0,3
JVASP-69089,0.0,0.0,4
JVASP-63731,0.0,0.0,12
JVASP-69329,0.939,0.939,4
JVASP-66300,0.0,0.0,3
JVASP-48178,0.0,0.0,24
JVASP-63288,0.0,0.0,6
JVASP-65537,0.0,0.0,4
JVASP-66427,0.0,0.0,6
JVASP-66342,0.0,0.0,3
JVASP-69052,0.0,0.0,6
JVASP-66143,0.0,0.0,6
JVASP-88237,2.341,2.341,40
JVASP-66614,0.318,0.318,3
JVASP-66261,0.0,0.0,3
JVASP-42836,0.0,0.0,14
JVASP-66536,0.0,0.0,4
JVASP-86243,0.683,0.683,8
JVASP-91969,0.0,0.0,8
JVASP-88928,0.07,0.07,24
JVASP-87002,0.0,0.0,12
JVASP-86121,0.543,0.543,16
JVASP-63577,1.339,1.339,17
JVASP-90023,0.0,0.0,9
JVASP-3882,2.411,2.411,9
JVASP-66465,0.0,0.0,6
JVASP-86326,0.0,0.0,5
JVASP-86806,0.0,0.0,16
JVASP-63442,6.432,6.432,12
JVASP-69091,0.0,0.0,4
JVASP-66219,0.0,0.0,6
JVASP-65640,0.0,0.0,4
JVASP-61044,1.226,1.226,28
JVASP-62645,0.0,0.0,8
JVASP-15481,0.0,0.0,5
JVASP-66500,0.0,0.0,6
JVASP-62356,3.497,3.497,24
JVASP-85895,0.0,0.0,5
JVASP-69290,0.0,0.0,4
JVASP-66581,0.424,0.424,3
JVASP-91870,0.0,0.0,8
JVASP-66067,0.0,0.0,3
JVASP-65604,0.0,0.0,4
JVASP-69330,0.0,0.0,4
JVASP-85330,2.943,2.943,16
JVASP-69013,0.0,0.0,4
JVASP-69373,0.0,0.0,4
JVASP-42748,0.0,0.0,24
JVASP-66343,0.0,0.0,6
JVASP-66615,0.0,0.0,6
JVASP-66538,0.0,0.0,3
JVASP-65753,0.0,0.0,4
JVASP-69255,0.0,0.0,4
JVASP-66501,0.0,0.0,3
JVASP-66466,0.0,0.0,6
JVASP-66429,0.0,0.0,6
JVASP-61358,4.145,4.145,18
JVASP-1789,1.473,1.473,4
JVASP-85609,0.0,0.0,2
JVASP-66263,0.0,0.0,3
JVASP-66144,0.0,0.0,6
JVASP-65493,0.0,0.0,4
JVASP-66302,0.0,0.0,6
JVASP-48686,0.033,0.033,15
JVASP-90139,0.0,0.0,9
JVASP-85686,3.287,3.287,19
JVASP-86468,0.0,0.0,8
JVASP-66108,0.0,0.0,6
JVASP-88654,1.496,1.496,22
JVASP-66582,0.0,0.0,3
JVASP-65415,0.0,0.0,4
JVASP-63733,0.803,0.803,8
JVASP-69291,0.0,0.0,4
JVASP-98683,0.0,0.0,16
JVASP-18618,0.0,0.0,4
JVASP-89097,0.0,0.0,28
JVASP-66222,0.0,0.0,3
JVASP-69092,0.0,0.0,4
JVASP-66068,0.0,0.0,3
JVASP-62522,4.933,4.933,40
JVASP-88425,2.829,2.829,15
JVASP-91540,0.0,0.0,8
JVASP-66616,0.0,0.0,6
JVASP-69256,0.0,0.0,4
JVASP-69014,0.0,0.0,6
JVASP-66384,0.0,0.0,6
JVASP-62158,0.0,0.0,9
JVASP-66650,0.0,0.0,3
JVASP-66467,0.0,0.0,6
JVASP-88053,0.0,0.0,10
JVASP-91815,0.0,0.0,8
JVASP-85406,0.0,0.0,8
JVASP-66502,0.0,0.0,6
JVASP-66145,0.0,0.0,6
JVASP-66303,0.0,0.0,6
JVASP-66109,0.602,0.602,3
JVASP-68973,0.0,0.0,4
JVASP-63578,0.0,0.0,16
JVASP-66539,0.0,0.0,6
JVASP-15438,0.0,0.0,5
JVASP-65754,0.0,0.0,6
JVASP-65801,0.0,0.0,4
JVASP-66223,0.0,0.0,3
JVASP-22724,0.504,0.504,4
JVASP-65717,0.0,0.0,4
JVASP-66070,0.0,0.0,6
JVASP-87854,0.0,0.0,9
JVASP-66617,0.0,0.0,6
JVASP-66148,0.0,0.0,3
JVASP-66583,0.0,0.0,6
JVASP-65684,0.0,0.0,4
JVASP-65570,0.0,0.0,4
JVASP-69093,0.0,0.0,6
JVASP-48416,0.0,0.0,16
JVASP-60798,1.642,1.642,28
JVASP-89391,3.416,3.416,20
JVASP-69130,0.0,0.0,4
JVASP-65495,0.0,0.0,4
JVASP-66110,0.0,0.0,3
JVASP-66304,0.0,0.0,6
JVASP-68974,0.0,0.0,4
JVASP-87961,1.466,1.466,36
