jid,mbj_bandgap,target,num_atoms
JVASP-106028,0.0,0.0,6
JVASP-1921,6.932,6.932,2
JVASP-50824,4.064,4.064,11
JVASP-20075,0.0,0.0,4
JVASP-15708,0.0,0.0,2
JVASP-4062,2.564,2.564,7
JVASP-15201,0.0,0.0,5
JVASP-99614,0.0,0.0,6
JVASP-1894,3.191,3.191,4
JVASP-1819,2.578,2.578,4
JVASP-28413,1.471,1.471,6
JVASP-100212,0.0,0.0,4
JVASP-100164,0.0,0.0,4
JVASP-99485,1.137,1.137,8
JVASP-3228,2.008,2.008,6
JVASP-99806,0.0,0.0,4
JVASP-1186,0.398,0.398,2
JVASP-18895,0.87,0.87,3
JVASP-4071,2.08,2.08,6
JVASP-55000,3.298,3.298,9
JVASP-99384,0.0,0.0,4
JVASP-105731,0.0,0.0,4
JVASP-15357,0.0,0.0,5
JVASP-18749,0.0,0.0,3
JVASP-99574,0.0,0.0,5
JVASP-99949,3.108,3.108,4
JVASP-99532,0.0,0.0,4
JVASP-99436,0.0,0.0,4
JVASP-99904,0.0,0.0,6
JVASP-96887,0.0,0.0,6
JVASP-14822,0.0,0.0,2
JVASP-1183,1.387,1.387,2
JVASP-15657,0.0,0.0,4
JVASP-95278,5.503,5.503,7
JVASP-106111,0.0,0.0,4
JVASP-15232,0.0,0.0,5
JVASP-1924,1.643,1.643,4
JVASP-56304,0.0,0.0,10
JVASP-100308,0.0,0.0,4
JVASP-15452,0.0,0.0,5
JVASP-99616,0.0,0.0,8
JVASP-20098,0.0,0.0,4
JVASP-22733,0.0,0.0,6
JVASP-1870,0.0,0.0,4
JVASP-91382,0.0,0.0,8
JVASP-99576,0.673,0.673,4
JVASP-100055,2.074,2.074,7
JVASP-3447,2.236,2.236,8
JVASP-16198,0.0,0.0,6
JVASP-28381,0.502,0.502,6
JVASP-99759,0.0,0.0,4
JVASP-3825,3.939,3.939,6
JVASP-2014,5.073,5.073,2
JVASP-43243,0.004,0.004,14
JVASP-1825,2.728,2.728,4
JVASP-16027,0.357,0.357,5
JVASP-14943,0.75,0.75,2
JVASP-99721,5.477,5.477,10
JVASP-28830,0.274,0.274,12
JVASP-14823,0.0,0.0,2
JVASP-4074,2.394,2.394,6
JVASP-99027,2.293,2.293,12
JVASP-99386,0.0,0.0,4
JVASP-16200,0.0,0.0,8
JVASP-15993,0.0,0.0,6
JVASP-99489,0.0,0.0,4
JVASP-5368,2.786,2.786,20
JVASP-100260,0.0,0.0,4
JVASP-106188,2.26,2.26,10
JVASP-99579,0.876,0.876,6
JVASP-16230,0.0,0.0,6
JVASP-3930,1.881,1.881,8
JVASP-99617,0.0,0.0,8
JVASP-1873,0.006,0.006,4
JVASP-14671,0.0,0.0,9
JVASP-50608,3.925,3.925,28
JVASP-3450,1.876,1.876,5
JVASP-2328,1.374,1.374,8
JVASP-100356,4.044,4.044,5
JVASP-2226,4.426,4.426,5
JVASP-1828,2.773,2.773,4
JVASP-55156,0.0,0.0,5
JVASP-15994,0.0,0.0,6
JVASP-14824,0.0,0.0,1
JVASP-4750,0.0,0.0,6
JVASP-99908,0.0,0.0,4
JVASP-5194,1.98,1.98,12
JVASP-53306,0.0,0.0,12
JVASP-99664,1.055,1.055,9
JVASP-99535,0.0,0.0,4
JVASP-100219,0.0,0.0,4
JVASP-4164,2.701,2.701,8
JVASP-1501,1.781,1.781,4
JVASP-46763,0.12,0.12,14
JVASP-100593,0.0,0.0,6
JVASP-20099,0.593,0.593,2
JVASP-99580,0.0,0.0,7
JVASP-100170,0.0,0.0,4
JVASP-15750,0.0,0.0,5
JVASP-100312,0.0,0.0,6
JVASP-99491,0.0,0.0,6
JVASP-51466,0.0,0.0,14
JVASP-96895,0.0,0.0,5
JVASP-1465,2.251,2.251,4
JVASP-48134,2.498,2.498,12
JVASP-22717,0.0,0.0,6
JVASP-101439,0.0,0.0,5
JVASP-15681,0.0,0.0,8
JVASP-99441,0.81,0.81,10
JVASP-3951,1.343,1.343,9
JVASP-14672,0.0,0.0,8
JVASP-14826,0.0,0.0,2
JVASP-51150,0.0,0.0,3
JVASP-100313,0.0,0.0,2
JVASP-100464,0.0,0.0,7
JVASP-100639,0.0,0.0,9
JVASP-15203,0.0,0.0,5
JVASP-95456,8.571,8.571,36
JVASP-99620,0.0,0.0,5
JVASP-99582,0.0,0.0,4
JVASP-95325,0.0,0.0,5
JVASP-18523,0.0,0.0,5
JVASP-100264,0.076,0.076,4
JVASP-99391,0.0,0.0,4
JVASP-99537,0.0,0.0,4
JVASP-101440,2.83,2.83,10
JVASP-4855,2.004,2.004,20
JVASP-15566,0.0,0.0,5
JVASP-14650,0.0,0.0,6
JVASP-99911,0.0,0.0,6
JVASP-101441,0.0,0.0,8
JVASP-100595,0.0,0.0,4
JVASP-99493,0.0,0.0,4
JVASP-15015,0.0,0.0,3
JVASP-28453,1.688,1.688,9
JVASP-1468,5.127,5.127,4
JVASP-3954,2.638,2.638,8
JVASP-14827,0.0,0.0,2
JVASP-17356,0.411,0.411,8
JVASP-19863,0.0,0.0,6
JVASP-3231,1.667,1.667,6
JVASP-14570,0.0,0.0,6
JVASP-99392,0.0,0.0,4
JVASP-16125,0.0,0.0,3
JVASP-15751,0.0,0.0,2
JVASP-50952,3.529,3.529,16
JVASP-100467,0.0,0.0,7
JVASP-51107,0.0,0.0,3
JVASP-1930,0.0,0.0,3
JVASP-102856,6.59,6.59,10
JVASP-14651,0.629,0.629,3
JVASP-20077,0.0,0.0,2
JVASP-18667,0.0,0.0,4
JVASP-103101,0.0,0.0,4
JVASP-99822,0.0,0.0,4
JVASP-15453,0.0,0.0,5
JVASP-2334,2.881,2.881,5
JVASP-16158,0.0,0.0,3
JVASP-15658,0.0,0.0,5
JVASP-14829,0.0,0.0,1
JVASP-20100,0.0,0.0,3
JVASP-100468,7.361,7.361,7
JVASP-99393,0.0,0.0,4
JVASP-99540,0.0,0.0,4
JVASP-102088,2.302,2.302,10
JVASP-95153,8.321,8.321,40
JVASP-50056,5.599,5.599,20
JVASP-15156,0.0,0.0,5
JVASP-15233,0.0,0.0,4
JVASP-1933,5.575,5.575,3
JVASP-15278,0.0,0.0,5
JVASP-15996,0.0,0.0,4
JVASP-50610,4.768,4.768,28
JVASP-314,2.478,2.478,12
JVASP-99668,0.0,0.0,5
JVASP-51020,6.855,6.855,16
JVASP-99913,0.0,0.0,4
JVASP-99584,0.0,0.0,1
JVASP-57097,0.0,0.0,5
JVASP-15358,0.0,0.0,6
JVASP-95642,1.885,1.885,24
JVASP-100643,1.172,1.172,5
JVASP-96839,4.933,4.933,24
JVASP-103282,0.0,0.0,4
JVASP-1303,0.0,0.0,2
JVASP-100469,0.0,0.0,4
JVASP-102090,1.921,1.921,10
JVASP-102148,0.0,0.0,4
JVASP-103371,4.525,4.525,10
JVASP-99496,0.0,0.0,4
JVASP-99626,0.734,0.734,10
JVASP-15089,0.0,0.0,5
JVASP-100727,0.0,0.0,4
JVASP-15403,0.0,0.0,4
JVASP-100137,2.955,2.955,6
JVASP-43694,0.0,0.0,20
JVASP-103106,0.0,0.0,5
JVASP-2523,3.451,3.451,6
JVASP-18471,0.0,0.0,6
JVASP-14652,0.0,0.0,2
JVASP-99669,0.479,0.479,5
JVASP-99444,0.0,0.0,6
JVASP-102861,4.814,4.814,10
JVASP-287,1.057,1.057,6
JVASP-18423,0.0,0.0,4
JVASP-18924,0.0,0.0,4
JVASP-19909,0.0,0.0,2
JVASP-102203,2.189,2.189,5
JVASP-20078,0.0,0.0,2
JVASP-95643,5.471,5.471,7
JVASP-15567,0.0,0.0,4
JVASP-14717,0.0,0.0,2
JVASP-99732,0.286,0.286,8
JVASP-102149,0.0,0.0,4
JVASP-100178,0.0,0.0,4
JVASP-103489,0.0,0.0,4
JVASP-100931,1.726,1.726,10
JVASP-52372,5.567,5.567,14
JVASP-99962,1.36,1.36,4
JVASP-103107,0.0,0.0,3
JVASP-3513,6.665,6.665,6
JVASP-99585,0.0,0.0,4
JVASP-14673,0.508,0.508,6
JVASP-99497,0.0,0.0,9
JVASP-100859,0.811,0.811,6
JVASP-100817,0.008,0.008,4
JVASP-16103,0.0,0.0,8
JVASP-101398,0.0,0.0,4
JVASP-15101,0.0,0.0,5
JVASP-100775,0.0,0.0,10
JVASP-103204,0.0,0.0,10
JVASP-99445,1.791,1.791,6
JVASP-99543,0.0,0.0,4
JVASP-103490,0.667,0.667,4
JVASP-57036,0.0,0.0,7
JVASP-2526,1.967,1.967,6
JVASP-100366,1.525,1.525,7
JVASP-100536,0.0,0.0,4
JVASP-16201,0.203,0.203,8
JVASP-99629,3.179,3.179,10
JVASP-100600,0.0,0.0,4
JVASP-99734,2.627,2.627,8
JVASP-103033,0.0,0.0,4
JVASP-103109,0.0,0.0,2
JVASP-18424,0.0,0.0,3
JVASP-102151,2.329,2.329,6
JVASP-100473,0.997,0.997,10
JVASP-101400,0.0,0.0,4
JVASP-103508,4.581,4.581,7
JVASP-3933,6.17,6.17,8
JVASP-1936,4.494,4.494,3
JVASP-99671,2.719,2.719,5
JVASP-107802,2.645,2.645,10
JVASP-100068,0.846,0.846,4
JVASP-100730,0.0,0.0,4
JVASP-99916,0.0,0.0,6
JVASP-103375,0.0,0.0,4
JVASP-50474,1.702,1.702,22
JVASP-107803,0.808,0.808,10
JVASP-2658,2.485,2.485,7
JVASP-103208,4.65,4.65,10
JVASP-99544,0.0,0.0,10
JVASP-2529,1.726,1.726,6
JVASP-17357,4.143,4.143,8
JVASP-99736,3.962,3.962,6
JVASP-3936,3.048,3.048,6
JVASP-101099,0.0,0.0,8
JVASP-14718,0.0,0.0,2
JVASP-102866,6.238,6.238,10
JVASP-97025,0.0,0.0,8
JVASP-28383,5.949,5.949,6
JVASP-101264,1.627,1.627,8
JVASP-100777,0.0,0.0,5
JVASP-100143,0.0,0.0,4
JVASP-103289,0.0,0.0,1
JVASP-17897,0.0,0.0,8
JVASP-49796,4.481,4.481,6
JVASP-101592,0.0,0.0,4
JVASP-101212,0.0,0.0,3
JVASP-15455,0.0,0.0,4
JVASP-3516,5.844,5.844,6
JVASP-100368,0.0,0.0,3
JVASP-100327,0.0,0.0,4
JVASP-99782,0.0,0.0,2
JVASP-18846,0.0,0.0,6
JVASP-102947,0.206,0.206,4
JVASP-18751,0.0,0.0,3
JVASP-99737,0.116,0.116,8
JVASP-101402,0.0,0.0,4
JVASP-2661,3.031,3.031,7
JVASP-107809,2.769,2.769,10
JVASP-101267,0.0,0.0,2
JVASP-100603,0.0,0.0,3
JVASP-102154,0.0,0.0,9
JVASP-100995,0.0,0.0,4
JVASP-103040,0.0,0.0,6
JVASP-101041,0.0,0.0,4
JVASP-99966,2.715,2.715,4
JVASP-3942,2.911,2.911,6
JVASP-18925,0.0,0.0,6
JVASP-99783,0.0,0.0,4
JVASP-100735,0.0,0.0,4
JVASP-99449,10.441,10.441,10
JVASP-103210,0.0,0.0,10
JVASP-107810,9.447,9.447,10
JVASP-100648,0.0,0.0,3
JVASP-15320,0.0,0.0,5
JVASP-100072,4.236,4.236,5
JVASP-4173,2.493,2.493,8
JVASP-101643,0.95,0.95,5
JVASP-99918,0.49,0.49,6
JVASP-51237,0.0,0.0,4
JVASP-14946,0.0,0.0,2
JVASP-43832,0.0,0.0,10
JVASP-15457,0.0,0.0,5
JVASP-20079,0.0,0.0,4
JVASP-2895,2.165,2.165,5
JVASP-1939,3.249,3.249,4
JVASP-100369,0.643,0.643,8
JVASP-16060,0.0,0.0,5
JVASP-100868,2.455,2.455,8
JVASP-100235,0.0,0.0,4
JVASP-15234,0.0,0.0,6
JVASP-14572,0.0,0.0,3
JVASP-15997,0.0,0.0,8
JVASP-45135,0.0,0.0,24
JVASP-99403,0.121,0.121,4
JVASP-103383,0.0,0.0,4
JVASP-99590,5.643,5.643,10
JVASP-14674,0.0,0.0,4
JVASP-103042,0.757,0.757,6
JVASP-101477,0.967,0.967,3
JVASP-102954,0.0,0.0,4
JVASP-103521,2.904,2.904,4
JVASP-15360,0.0,0.0,5
JVASP-51108,0.0,0.0,3
JVASP-102280,0.0,0.0,4
JVASP-101044,0.0,0.0,8
JVASP-57577,0.0,0.0,10
JVASP-22716,8.502,8.502,9
JVASP-52373,3.918,3.918,14
JVASP-2664,3.863,3.863,7
JVASP-99503,0.315,0.315,5
JVASP-16126,0.0,0.0,7
JVASP-2427,2.36,2.36,8
JVASP-1942,6.384,6.384,2
JVASP-100998,0.0,0.0,4
JVASP-102208,0.0,0.0,6
JVASP-54761,6.853,6.853,6
JVASP-99591,6.559,6.559,10
JVASP-100184,1.77,1.77,8
JVASP-99919,0.0,0.0,4
JVASP-101158,0.693,0.693,7
JVASP-15321,0.316,0.316,6
JVASP-102331,0.0,0.0,2
JVASP-99547,0.0,0.0,5
JVASP-101537,0.0,0.0,8
JVASP-100649,0.0,0.0,8
JVASP-106368,0.0,0.0,6
JVASP-99741,0.974,0.974,3
JVASP-99452,0.676,0.676,4
JVASP-100828,2.243,2.243,4
JVASP-101749,0.0,0.0,6
JVASP-101046,2.115,2.115,10
JVASP-50953,4.484,4.484,9
JVASP-100283,0.0,0.0,2
JVASP-16206,0.0,0.0,2
JVASP-103534,1.436,1.436,8
JVASP-15280,0.0,0.0,5
JVASP-15235,0.0,0.0,4
JVASP-2898,1.83,1.83,6
JVASP-101458,0.0,0.0,4
JVASP-102281,0.0,0.0,4
JVASP-1945,5.813,5.813,2
JVASP-101645,0.0,0.0,5
JVASP-100484,0.0,0.0,4
JVASP-18556,1.182,1.182,8
JVASP-99504,0.0,0.0,4
JVASP-101216,0.816,0.816,4
JVASP-2667,2.475,2.475,7
JVASP-103115,0.023,0.023,8
JVASP-48298,0.0,0.0,14
JVASP-101539,4.3,4.3,10
JVASP-100284,0.0,0.0,5
JVASP-100870,0.0,0.0,4
JVASP-15322,0.0,0.0,5
JVASP-102873,2.081,2.081,10
JVASP-107850,4.565,4.565,10
JVASP-101478,0.0,0.0,4
JVASP-4080,1.244,1.244,9
JVASP-100829,0.0,0.0,9
JVASP-2430,3.864,3.864,7
JVASP-97030,0.0,0.0,10
JVASP-16207,0.0,0.0,6
JVASP-100545,0.328,0.328,4
JVASP-103400,0.0,0.0,2
JVASP-103589,0.0,0.0,4
JVASP-53578,2.701,2.701,14
JVASP-100606,0.0,0.0,4
JVASP-101647,0.0,0.0,4
JVASP-2901,3.313,3.313,6
JVASP-100650,3.623,3.623,8
JVASP-19910,0.0,0.0,4
JVASP-101697,0.0,0.0,9
JVASP-99593,3.324,3.324,10
JVASP-99505,0.0,0.0,4
JVASP-100784,1.825,1.825,7
JVASP-101407,0.0,0.0,4
JVASP-3522,6.219,6.219,6
JVASP-51021,6.042,6.042,28
JVASP-102282,0.0,0.0,4
JVASP-18795,0.0,0.0,2
JVASP-100486,0.0,0.0,4
JVASP-15569,0.0,0.0,5
JVASP-100999,0.0,0.0,6
JVASP-99549,0.0,0.0,5
JVASP-101479,10.441,10.441,10
JVASP-52274,2.47,2.47,4
JVASP-102159,4.635,4.635,10
JVASP-99406,0.0,0.0,6
JVASP-1948,1.546,1.546,2
JVASP-101103,0.0,0.0,6
JVASP-101599,0.0,0.0,4
JVASP-100670,5.796,5.796,8
JVASP-2670,2.552,2.552,7
JVASP-99454,2.523,2.523,4
JVASP-99744,0.0,0.0,6
JVASP-18714,0.0,0.0,4
JVASP-100739,0.0,0.0,8
JVASP-15206,0.0,0.0,5
JVASP-100871,1.376,1.376,8
JVASP-101048,0.0,0.0,10
JVASP-3957,1.102,1.102,9
JVASP-101751,0.0,0.0,4
JVASP-103304,0.0,0.0,4
JVASP-14573,0.0,0.0,2
JVASP-50956,3.477,3.477,12
JVASP-99638,0.0,0.0,8
JVASP-102102,0.824,0.824,6
JVASP-101698,0.0,0.0,6
JVASP-101461,0.0,0.0,6
JVASP-101160,0.0,0.0,2
JVASP-101480,9.746,9.746,10
JVASP-103539,0.0,0.0,6
JVASP-2433,1.956,1.956,7
JVASP-1612,3.417,3.417,4
JVASP-100334,1.059,1.059,6
JVASP-15570,0.0,0.0,4
JVASP-99595,3.324,3.324,10
JVASP-3960,1.741,1.741,9
JVASP-4083,3.799,3.799,8
JVASP-1201,1.587,1.587,2
JVASP-100740,0.0,0.0,4
JVASP-103218,3.81,3.81,9
JVASP-100287,0.287,0.287,3
JVASP-101049,3.767,3.767,10
JVASP-101648,0.0,0.0,4
JVASP-99508,0.0,0.0,4
JVASP-101481,9.61,9.61,10
JVASP-100427,2.666,2.666,5
JVASP-2673,1.738,1.738,7
JVASP-100547,5.697,5.697,10
JVASP-103590,0.0,0.0,4
JVASP-13963,5.446,5.446,12
JVASP-15207,0.0,0.0,5
JVASP-103651,0.0,0.0,6
JVASP-15458,0.0,0.0,3
JVASP-101104,0.0,0.0,4
JVASP-14981,0.0,0.0,4
JVASP-99551,0.0,0.0,6
JVASP-100150,0.0,0.0,4
JVASP-100489,0.0,0.0,4
JVASP-100872,0.0,0.0,7
JVASP-102283,0.0,0.0,4
JVASP-42158,0.0,0.0,14
JVASP-100188,0.014,0.014,4
JVASP-4495,0.0,0.0,5
JVASP-101161,1.106,1.106,4
JVASP-102213,0.0,0.0,6
JVASP-99639,0.0,0.0,4
JVASP-1951,6.848,6.848,2
JVASP-1615,1.882,1.882,4
JVASP-101000,0.0,0.0,4
JVASP-100673,2.046,2.046,10
JVASP-43114,0.0,0.0,5
JVASP-102876,4.329,4.329,10
JVASP-101649,0.181,0.181,3
JVASP-101482,0.38,0.38,10
JVASP-100290,0.472,0.472,4
JVASP-100335,0.0,0.0,2
JVASP-18593,0.0,0.0,5
JVASP-2754,1.627,1.627,5
JVASP-99456,0.0,0.0,10
JVASP-99596,1.924,1.924,10
JVASP-99793,0.0,0.0,5
JVASP-100943,0.0,0.0,9
JVASP-100428,0.263,0.263,3
JVASP-100375,0.724,0.724,4
JVASP-99746,0.0,0.0,3
JVASP-101752,0.0,0.0,8
JVASP-15755,0.0,0.0,2
JVASP-15237,0.0,0.0,4
JVASP-100493,0.0,0.0,4
JVASP-14574,1.378,1.378,2
JVASP-15323,0.0,0.0,3
JVASP-102284,0.0,0.0,4
JVASP-100873,0.0,0.0,10
JVASP-103121,0.0,0.0,7
JVASP-2337,1.689,1.689,8
JVASP-1561,5.212,5.212,4
JVASP-15682,0.0,0.0,6
JVASP-103593,0.0,0.0,8
JVASP-15460,0.0,0.0,6
JVASP-99457,2.746,2.746,10
JVASP-103404,0.54,0.54,8
JVASP-101651,0.141,0.141,3
JVASP-102337,1.5,1.5,7
JVASP-15019,0.0,0.0,2
JVASP-4089,3.562,3.562,8
JVASP-100655,0.0,0.0,3
JVASP-101542,0.0,0.0,4
JVASP-2757,1.675,1.675,5
JVASP-15361,0.0,0.0,5
JVASP-100675,4.817,4.817,10
JVASP-99410,2.083,2.083,9
JVASP-1618,3.203,3.203,4
JVASP-14595,0.0,0.0,8
JVASP-50375,6.116,6.116,20
JVASP-15158,0.0,0.0,5
JVASP-22604,0.0,0.0,14
JVASP-103222,5.307,5.307,5
JVASP-100292,0.0,0.0,6
JVASP-101162,0.538,0.538,4
JVASP-102215,5.527,5.527,10
JVASP-100336,0.0,0.0,2
JVASP-103312,0.0,0.0,4
JVASP-101411,0.0,0.0,4
JVASP-48537,0.0,0.0,14
JVASP-102106,0.0,0.0,4
JVASP-100152,0.0,0.0,4
JVASP-99552,0.811,0.811,5
JVASP-100835,0.0,0.0,4
JVASP-19876,0.0,0.0,6
JVASP-15282,0.0,0.0,5
JVASP-102888,1.873,1.873,10
JVASP-17898,0.0,0.0,8
JVASP-20104,0.0,0.0,2
JVASP-102166,0.0,0.0,10
JVASP-101703,4.548,4.548,5
JVASP-99513,0.724,0.724,4
JVASP-100874,4.198,4.198,6
JVASP-51152,0.0,0.0,4
JVASP-100745,0.0,0.0,4
JVASP-101001,0.0,0.0,4
JVASP-100791,1.931,1.931,5
JVASP-3966,3.21,3.21,5
JVASP-101053,0.0,0.0,8
JVASP-19846,0.0,0.0,4
JVASP-15238,0.0,0.0,6
JVASP-14596,0.0,0.0,2
JVASP-99411,4.826,4.826,4
JVASP-101487,5.638,5.638,10
JVASP-1954,2.878,2.878,2
JVASP-15046,0.0,0.0,8
JVASP-5197,1.235,1.235,12
JVASP-103126,0.0,0.0,10
JVASP-100553,6.045,6.045,10
JVASP-43121,0.0,0.0,8
JVASP-100293,0.0,0.0,5
JVASP-14653,0.0,0.0,8
JVASP-99459,0.0,0.0,10
JVASP-305,0.0,0.0,6
JVASP-17899,4.355,4.355,8
JVASP-103598,0.0,0.0,4
JVASP-99686,9.922,9.922,10
JVASP-99885,0.0,0.0,5
JVASP-1540,0.412,0.412,3
JVASP-100945,0.0,0.0,9
JVASP-18847,0.0,0.0,6
JVASP-100153,0.0,0.0,8
JVASP-107868,2.738,2.738,10
JVASP-598,0.0,0.0,3
JVASP-2091,3.02,3.02,5
JVASP-101754,0.471,0.471,10
JVASP-101704,2.339,2.339,4
JVASP-20105,0.0,0.0,2
JVASP-101544,0.0,0.0,4
JVASP-100837,0.0,0.0,8
JVASP-101057,0.297,0.297,3
JVASP-17900,0.0,0.0,8
JVASP-15792,0.0,0.0,5
JVASP-1957,2.868,2.868,2
JVASP-3969,2.779,2.779,5
JVASP-2676,1.89,1.89,8
JVASP-103406,0.0,0.0,4
JVASP-101163,0.0,0.0,4
JVASP-42889,0.0,0.0,4
JVASP-15571,0.0,0.0,6
JVASP-100499,0.0,0.0,4
JVASP-101415,0.0,0.0,4
JVASP-100747,0.0,0.0,4
JVASP-103127,0.942,0.942,4
JVASP-99928,3.472,3.472,4
JVASP-100086,0.0,0.0,10
JVASP-99413,1.301,1.301,10
JVASP-19877,0.0,0.0,4
JVASP-54714,6.236,6.236,22
JVASP-16208,0.0,0.0,6
JVASP-99600,0.0,0.0,6
JVASP-50826,4.117,4.117,10
JVASP-3972,1.496,1.496,9
JVASP-100434,2.283,2.283,8
JVASP-102288,0.0,0.0,4
JVASP-100154,0.0,0.0,4
JVASP-101003,0.0,0.0,4
JVASP-99643,0.0,0.0,4
JVASP-52840,4.446,4.446,22
JVASP-3237,1.428,1.428,8
JVASP-20081,0.0,0.0,2
JVASP-100658,0.0,0.0,4
JVASP-100038,0.0,0.0,2
JVASP-57046,0.0,0.0,5
JVASP-106208,0.398,0.398,10
JVASP-102169,0.0,0.0,6
JVASP-101755,0.901,0.901,8
JVASP-18594,0.0,0.0,3
JVASP-3525,2.205,2.205,7
JVASP-99414,3.368,3.368,10
JVASP-100614,0.0,0.0,4
JVASP-100879,1.657,1.657,10
JVASP-101655,0.0,0.0,8
JVASP-101164,0.776,0.776,4
JVASP-103408,2.147,2.147,6
JVASP-103225,4.596,4.596,5
JVASP-15024,0.0,0.0,3
JVASP-100500,0.0,0.0,4
JVASP-51110,0.0,0.0,3
JVASP-57195,0.0,0.0,7
JVASP-100794,0.0,0.0,6
JVASP-2106,3.802,3.802,8
JVASP-101224,0.0,0.0,6
JVASP-12057,0.0,0.0,6
JVASP-99689,2.629,2.629,10
JVASP-16106,0.0,0.0,5
JVASP-100751,0.0,0.0,4
JVASP-101060,0.0,0.0,5
JVASP-15047,0.0,0.0,2
JVASP-100880,4.407,4.407,10
JVASP-99516,0.0,0.0,6
JVASP-103318,0.0,0.0,4
JVASP-102289,0.0,0.0,5
JVASP-101004,0.0,0.0,4
JVASP-15757,0.0,0.0,5
JVASP-28386,0.0,0.0,6
JVASP-101609,0.0,0.0,8
JVASP-101225,0.0,0.0,5
JVASP-100696,5.344,5.344,10
JVASP-99644,2.231,2.231,6
JVASP-20106,0.0,0.0,2
JVASP-22718,8.369,8.369,9
JVASP-99845,0.0,0.0,5
JVASP-100039,0.0,0.0,4
JVASP-101417,0.0,0.0,4
JVASP-101113,0.0,0.0,6
JVASP-4252,1.901,1.901,16
JVASP-2166,1.746,1.746,8
JVASP-100840,0.0,0.0,5
JVASP-102112,0.0,0.0,4
JVASP-4858,2.009,2.009,20
JVASP-100298,0.0,0.0,5
JVASP-103605,0.0,0.0,4
JVASP-101789,0.537,0.537,14
JVASP-99468,0.0,0.0,4
JVASP-2994,1.227,1.227,5
JVASP-102980,0.0,0.0,4
JVASP-15159,0.0,0.0,5
JVASP-2544,2.596,2.596,5
JVASP-1960,3.295,3.295,4
JVASP-22567,2.393,2.393,6
JVASP-100559,0.0,0.0,9
JVASP-14893,0.0,0.0,8
JVASP-102906,0.0,0.0,10
JVASP-101706,0.0,0.0,4
JVASP-1441,0.293,0.293,3
JVASP-99603,0.0,0.0,4
JVASP-100796,0.0,0.0,6
JVASP-18715,0.0,0.0,6
JVASP-101061,0.0,0.0,4
JVASP-99992,0.0,0.0,4
JVASP-101226,0.0,0.0,6
JVASP-20082,0.0,0.0,3
JVASP-20107,0.0,0.0,2
JVASP-101758,0.793,0.793,5
JVASP-3531,3.706,3.706,7
JVASP-100299,0.078,0.078,3
JVASP-100617,0.0,0.0,8
JVASP-106224,0.519,0.519,10
JVASP-15758,0.88,0.88,4
JVASP-16061,0.0,0.0,6
JVASP-100503,0.0,0.0,4
JVASP-102290,0.0,0.0,4
JVASP-17904,0.0,0.0,2
JVASP-101500,3.123,3.123,10
JVASP-101169,4.018,4.018,8
JVASP-22685,1.757,1.757,4
JVASP-1639,1.617,1.617,4
JVASP-22568,4.356,4.356,5
JVASP-2760,1.364,1.364,5
JVASP-100841,0.0,0.0,4
JVASP-13893,0.0,0.0,6
JVASP-103710,0.0,0.0,6
JVASP-101548,0.0,0.0,4
JVASP-14949,0.0,0.0,2
JVASP-19879,0.0,0.0,7
JVASP-103656,0.0,0.0,5
JVASP-100754,0.0,0.0,4
JVASP-101005,0.0,0.0,8
JVASP-2997,1.435,1.435,5
JVASP-101658,0.0,0.0,3
JVASP-101114,0.0,0.0,10
JVASP-18449,0.0,0.0,7
JVASP-103412,0.0,0.0,7
JVASP-100884,8.17,8.17,10
JVASP-49801,7.194,7.194,10
JVASP-99469,0.0,0.0,4
JVASP-101473,0.0,0.0,5
JVASP-99604,0.0,0.0,4
JVASP-15283,0.0,0.0,5
JVASP-100346,0.0,0.0,7
JVASP-102291,0.0,0.0,4
JVASP-14597,0.0,0.0,1
JVASP-49748,1.212,1.212,15
JVASP-14748,0.0,0.0,2
JVASP-99694,2.454,2.454,10
JVASP-100561,0.0,0.0,7
JVASP-100253,0.0,0.0,5
JVASP-17906,0.42,0.42,8
JVASP-101611,0.0,0.0,4
JVASP-47545,0.0,0.0,24
JVASP-100202,0.0,0.0,4
JVASP-15025,0.0,0.0,4
JVASP-100798,0.0,0.0,4
JVASP-101709,10.415,10.415,10
JVASP-103322,0.0,0.0,8
JVASP-101659,0.142,0.142,3
JVASP-18475,0.0,0.0,5
JVASP-101227,0.0,0.0,4
JVASP-52841,8.593,8.593,20
JVASP-100119,8.767,8.767,10
JVASP-99371,0.0,0.0,4
JVASP-99936,5.821,5.821,8
JVASP-103711,0.277,0.277,8
JVASP-100701,2.102,2.102,10
JVASP-101063,0.0,0.0,6
JVASP-47639,5.544,5.544,12
JVASP-19865,0.0,0.0,6
JVASP-103657,0.0,0.0,5
JVASP-102909,2.797,2.797,5
JVASP-102347,0.0,0.0,9
JVASP-100619,0.0,0.0,4
JVASP-103420,0.0,0.0,6
JVASP-18595,0.0,0.0,3
JVASP-106229,1.149,1.149,6
JVASP-100505,0.0,0.0,4
JVASP-103138,0.0,0.0,4
JVASP-2763,1.604,1.604,5
JVASP-19818,0.0,0.0,6
JVASP-2682,1.759,1.759,5
JVASP-20108,0.876,0.876,2
JVASP-14984,0.0,0.0,4
JVASP-100302,0.0,0.0,6
JVASP-15618,0.0,0.0,3
JVASP-99605,0.0,0.0,4
JVASP-99562,0.0,0.0,3
JVASP-102054,3.724,3.724,10
JVASP-102227,1.157,1.157,7
