jid,formation_energy_peratom,target,num_atoms
JVASP-92419,-0.51132,-0.51132,5
JVASP-101950,-0.70521,-0.70521,13
JVASP-137259,-0.86976,-0.86976,20
JVASP-141997,-0.43491,-0.43491,12
JVASP-43565,-2.2573,-2.2573,27
JVASP-36526,-0.15905,-0.15905,3
JVASP-126314,-0.14405,-0.14405,4
JVASP-69771,-0.19202,-0.19202,3
JVASP-120865,0.41083,0.41083,3
JVASP-133585,-2.44611,-2.44611,24
JVASP-40129,-1.67265,-1.67265,26
JVASP-137569,-0.47925,-0.47925,14
JVASP-78810,-0.33819,-0.33819,3
JVASP-25902,-0.54238,-0.54238,16
JVASP-117116,-0.31087,-0.31087,16
JVASP-33829,-1.31213,-1.31213,8
JVASP-17739,-0.71395,-0.71395,8
JVASP-125493,-0.21934,-0.21934,4
JVASP-109199,-0.39206,-0.39206,6
JVASP-95257,-1.53165,-1.53165,56
JVASP-115328,-0.36578,-0.36578,3
JVASP-154038,-0.67009,-0.67009,16
JVASP-106674,-0.87962,-0.87962,8
JVASP-99730,-2.23293,-2.23293,10
JVASP-15157,-0.45204,-0.45204,6
JVASP-144862,-1.86839,-1.86839,14
JVASP-138072,0.59659,0.59659,3
JVASP-42663,-1.33183,-1.33183,12
JVASP-14957,-0.36348,-0.36348,6
JVASP-88766,-2.73292,-2.73292,32
JVASP-132798,-3.09905,-3.09905,24
JVASP-7942,-0.64264,-0.64264,3
JVASP-117418,-2.04877,-2.04877,14
JVASP-112922,-1.42199,-1.42199,28
JVASP-149084,-0.6538,-0.6538,6
JVASP-75844,0.93609,0.93609,3
JVASP-25888,-2.73242,-2.73242,18
JVASP-9082,-1.98874,-1.98874,10
JVASP-99485,-0.47766,-0.47766,8
JVASP-115498,-0.23193,-0.23193,4
JVASP-10979,-0.19943,-0.19943,16
JVASP-29737,-2.25768,-2.25768,36
JVASP-127439,0.18021,0.18021,8
JVASP-9116,-0.26897,-0.26897,12
JVASP-120025,-0.27941,-0.27941,3
JVASP-128623,3.45203,3.45203,2
JVASP-74562,-0.09209,-0.09209,3
JVASP-50706,-1.94085,-1.94085,16
JVASP-37645,-0.5369,-0.5369,4
JVASP-4243,-0.81856,-0.81856,16
JVASP-14986,-0.3792,-0.3792,2
JVASP-106560,-0.28101,-0.28101,4
JVASP-138939,-1.42886,-1.42886,3
JVASP-12890,-1.27011,-1.27011,12
JVASP-126585,-0.93352,-0.93352,4
JVASP-85177,-0.52228,-0.52228,6
JVASP-21,-0.59492,-0.59492,2
JVASP-45308,-0.62696,-0.62696,22
JVASP-154854,-0.16897,-0.16897,20
JVASP-59771,-0.39656,-0.39656,12
JVASP-9973,-2.46946,-2.46946,16
JVASP-92320,-0.22224,-0.22224,8
JVASP-59909,-1.57564,-1.57564,15
JVASP-41219,-0.38272,-0.38272,4
JVASP-141635,-1.33225,-1.33225,17
JVASP-145818,-0.55366,-0.55366,20
JVASP-102684,-1.99094,-1.99094,3
JVASP-41867,-0.49737,-0.49737,4
JVASP-51555,-2.85247,-2.85247,18
JVASP-79279,-0.40837,-0.40837,4
JVASP-13059,-0.7925,-0.7925,12
JVASP-126325,-0.0749,-0.0749,4
JVASP-42120,-0.33267,-0.33267,4
JVASP-69508,0.20791,0.20791,4
JVASP-30301,-1.33654,-1.33654,18
JVASP-2523,-0.84006,-0.84006,6
JVASP-20262,-0.6295,-0.6295,20
JVASP-10151,-2.54545,-2.54545,12
JVASP-150231,-0.80398,-0.80398,9
JVASP-93432,-2.52777,-2.52777,6
JVASP-79882,-0.7805,-0.7805,4
JVASP-19618,-0.51494,-0.51494,6
JVASP-146122,-2.11843,-2.11843,28
JVASP-14812,-0.0,-0.0,4
JVASP-112763,-1.97496,-1.97496,20
JVASP-139827,-1.16234,-1.16234,12
JVASP-63056,-0.36039,-0.36039,22
JVASP-67624,0.19701,0.19701,4
JVASP-56838,-0.5668,-0.5668,2
JVASP-10887,-1.49278,-1.49278,14
JVASP-71796,0.26623,0.26623,5
JVASP-118306,-1.32266,-1.32266,4
JVASP-136286,0.54643,0.54643,3
JVASP-152496,-0.8711,-0.8711,12
JVASP-11478,-3.23625,-3.23625,12
JVASP-118758,4.30625,4.30625,3
JVASP-91526,0.05856,0.05856,8
JVASP-93236,-1.33507,-1.33507,5
JVASP-53552,-2.83328,-2.83328,8
JVASP-41453,-0.4077,-0.4077,4
JVASP-41259,-0.10311,-0.10311,8
JVASP-109543,-0.39333,-0.39333,4
JVASP-155749,0.0343,0.0343,5
JVASP-86146,-0.39908,-0.39908,8
JVASP-81240,1.09696,1.09696,4
JVASP-89055,-2.59008,-2.59008,35
JVASP-100466,-2.01794,-2.01794,8
JVASP-22957,-0.70257,-0.70257,16
JVASP-29534,-0.58119,-0.58119,18
JVASP-71272,0.20275,0.20275,3
JVASP-129407,0.22635,0.22635,2
JVASP-19771,-0.23837,-0.23837,6
JVASP-91256,-2.76994,-2.76994,9
JVASP-118052,0.3628,0.3628,3
JVASP-156097,-0.26903,-0.26903,5
JVASP-33000,-1.10258,-1.10258,14
JVASP-36196,-0.45069,-0.45069,4
JVASP-19089,-2.0882,-2.0882,20
JVASP-121022,-2.72634,-2.72634,5
JVASP-36946,-1.1366,-1.1366,10
JVASP-134392,-1.42543,-1.42543,3
JVASP-111125,-0.24376,-0.24376,5
JVASP-57828,-0.12168,-0.12168,16
JVASP-136828,0.38322,0.38322,3
JVASP-102927,0.09111,0.09111,4
JVASP-71226,0.8015,0.8015,4
JVASP-140022,-0.88256,-0.88256,21
JVASP-99842,-1.28304,-1.28304,5
JVASP-17327,-2.06679,-2.06679,6
JVASP-93229,-2.13506,-2.13506,5
JVASP-65649,0.04705,0.04705,4
JVASP-56331,-0.19692,-0.19692,8
JVASP-138551,0.70159,0.70159,2
JVASP-41944,-0.55033,-0.55033,4
JVASP-69076,-0.65262,-0.65262,4
JVASP-140257,-0.89255,-0.89255,20
JVASP-15126,-0.61284,-0.61284,5
JVASP-29803,-1.07797,-1.07797,5
JVASP-119156,-1.13695,-1.13695,15
JVASP-85252,0.00201,0.00201,19
JVASP-41143,-0.65071,-0.65071,4
JVASP-74153,0.00356,0.00356,4
JVASP-100329,-0.7168,-0.7168,4
JVASP-92910,0.24959,0.24959,8
JVASP-11008,-0.73644,-0.73644,14
JVASP-154882,-1.66469,-1.66469,20
JVASP-47298,-1.98807,-1.98807,19
JVASP-144349,-3.10062,-3.10062,16
JVASP-86671,-0.33952,-0.33952,16
JVASP-56735,-0.24434,-0.24434,4
JVASP-113499,0.79722,0.79722,3
JVASP-93200,0.02849,0.02849,8
JVASP-28572,-0.3217,-0.3217,9
JVASP-149764,-0.75533,-0.75533,8
JVASP-125554,-0.19555,-0.19555,4
JVASP-116554,-0.27616,-0.27616,24
JVASP-91883,0.01689,0.01689,8
JVASP-137080,-2.23361,-2.23361,5
JVASP-68448,0.77787,0.77787,4
JVASP-101476,-0.84957,-0.84957,8
JVASP-103451,-0.11743,-0.11743,4
JVASP-117770,-0.48818,-0.48818,4
JVASP-133190,-1.7473,-1.7473,16
JVASP-66294,1.63028,1.63028,6
JVASP-11380,-0.95065,-0.95065,16
JVASP-94405,-0.0199,-0.0199,6
JVASP-8627,-0.78473,-0.78473,8
JVASP-129398,0.49494,0.49494,2
JVASP-91486,-3.40406,-3.40406,40
JVASP-14160,-0.45136,-0.45136,20
JVASP-112407,-0.89234,-0.89234,14
JVASP-88747,-1.91856,-1.91856,28
JVASP-94282,-0.33119,-0.33119,6
JVASP-101904,-0.76694,-0.76694,13
JVASP-65631,-1.20074,-1.20074,4
JVASP-3972,-0.29251,-0.29251,9
JVASP-150821,-3.37082,-3.37082,10
JVASP-137613,-0.38501,-0.38501,22
JVASP-62711,-0.41596,-0.41596,7
JVASP-58604,-1.09639,-1.09639,26
JVASP-21044,-1.37643,-1.37643,14
JVASP-18423,-1.19295,-1.19295,4
JVASP-86009,-2.43878,-2.43878,10
JVASP-155529,-0.47845,-0.47845,5
JVASP-15916,-0.5058,-0.5058,3
JVASP-122396,-0.42725,-0.42725,14
JVASP-140011,-3.246,-3.246,28
JVASP-100864,-2.54915,-2.54915,6
JVASP-105119,-0.47686,-0.47686,4
JVASP-137186,-0.35628,-0.35628,3
JVASP-39032,0.01011,0.01011,4
JVASP-157094,-0.50723,-0.50723,4
JVASP-11445,-1.50561,-1.50561,16
JVASP-36308,-0.23504,-0.23504,8
JVASP-29070,-0.43874,-0.43874,12
JVASP-93227,-0.5585,-0.5585,5
JVASP-103349,-2.144,-2.144,10
JVASP-93769,-0.40231,-0.40231,6
JVASP-111018,-0.66555,-0.66555,8
JVASP-24214,-0.12274,-0.12274,10
JVASP-148919,-0.65949,-0.65949,6
JVASP-106171,-2.20363,-2.20363,8
JVASP-15903,0.00718,0.00718,2
JVASP-103056,-0.52777,-0.52777,6
JVASP-16371,-0.56361,-0.56361,6
JVASP-15676,-0.64679,-0.64679,6
JVASP-66586,0.66581,0.66581,6
JVASP-15253,-0.65233,-0.65233,5
JVASP-18488,-0.00498,-0.00498,4
JVASP-139063,0.26151,0.26151,3
JVASP-109052,-0.75288,-0.75288,4
JVASP-11211,-2.07728,-2.07728,15
JVASP-136381,-1.47674,-1.47674,4
JVASP-62356,-2.03535,-2.03535,24
JVASP-118916,0.72186,0.72186,4
JVASP-144012,-2.21022,-2.21022,14
JVASP-110958,-3.00128,-3.00128,6
JVASP-35649,-1.03983,-1.03983,5
JVASP-34257,-1.40684,-1.40684,9
JVASP-68915,0.53957,0.53957,3
JVASP-117263,-2.33696,-2.33696,30
JVASP-156952,-0.17607,-0.17607,4
JVASP-100696,-2.70852,-2.70852,10
JVASP-66156,-3e-05,-3e-05,3
JVASP-97642,-0.42016,-0.42016,40
JVASP-121444,-1.82031,-1.82031,24
JVASP-93089,0.16862,0.16862,8
JVASP-132542,-0.61097,-0.61097,4
JVASP-50481,-3.64914,-3.64914,20
JVASP-97979,-0.32723,-0.32723,8
JVASP-50053,-1.66834,-1.66834,6
JVASP-36419,-0.66203,-0.66203,3
JVASP-54821,-1.29779,-1.29779,4
JVASP-156835,0.13204,0.13204,4
JVASP-92980,-0.44414,-0.44414,8
JVASP-64511,0.71251,0.71251,6
JVASP-135609,-2.04922,-2.04922,5
JVASP-92426,-0.41998,-0.41998,5
JVASP-21013,-2.50432,-2.50432,28
JVASP-118825,-2.84576,-2.84576,6
JVASP-42078,-0.49921,-0.49921,4
JVASP-54767,-0.09588,-0.09588,18
JVASP-111326,-0.98724,-0.98724,6
JVASP-54436,-2.11881,-2.11881,12
JVASP-147506,-1.56838,-1.56838,24
JVASP-157395,0.01618,0.01618,4
JVASP-116252,-0.22803,-0.22803,3
JVASP-64310,0.19033,0.19033,3
JVASP-19963,-0.13501,-0.13501,6
JVASP-151567,-1.17157,-1.17157,10
JVASP-3729,-1.29189,-1.29189,6
JVASP-124397,0.13341,0.13341,2
JVASP-154966,-0.2525,-0.2525,19
JVASP-25284,0.02068,0.02068,1
JVASP-102808,-0.75479,-0.75479,6
JVASP-109607,-0.12671,-0.12671,8
JVASP-30591,-2.29215,-2.29215,3
JVASP-63626,-0.67833,-0.67833,24
JVASP-155585,-0.41709,-0.41709,5
JVASP-59262,-1.14536,-1.14536,24
JVASP-26408,-2.00219,-2.00219,10
JVASP-78830,-1.50359,-1.50359,4
JVASP-136823,-0.23924,-0.23924,3
JVASP-109774,-0.28086,-0.28086,4
JVASP-30504,-0.42267,-0.42267,4
JVASP-124234,-0.93777,-0.93777,4
JVASP-127106,0.01043,0.01043,2
JVASP-86111,-0.78892,-0.78892,12
JVASP-90513,-0.51453,-0.51453,9
JVASP-39989,-0.3606,-0.3606,4
JVASP-143294,-2.2896,-2.2896,15
JVASP-36277,0.09449,0.09449,2
JVASP-141622,-1.99852,-1.99852,27
JVASP-146264,-1.98378,-1.98378,30
JVASP-112710,-1.31341,-1.31341,14
JVASP-106684,-0.69166,-0.69166,6
JVASP-34968,-1.43576,-1.43576,20
JVASP-133514,-0.17508,-0.17508,12
JVASP-122373,-1.65119,-1.65119,12
JVASP-117206,-2.36787,-2.36787,28
JVASP-32341,-0.16598,-0.16598,16
JVASP-107068,-0.21217,-0.21217,8
JVASP-28620,-0.60104,-0.60104,12
JVASP-41171,-0.84246,-0.84246,4
JVASP-8689,-2.41607,-2.41607,7
JVASP-152366,-0.94736,-0.94736,12
JVASP-50444,-2.7162,-2.7162,18
JVASP-139735,0.09185,0.09185,3
JVASP-69238,1.03578,1.03578,6
JVASP-59111,-1.59347,-1.59347,22
JVASP-50093,-2.89049,-2.89049,6
JVASP-52777,-0.37138,-0.37138,8
JVASP-120461,-0.26758,-0.26758,12
JVASP-74425,-0.04766,-0.04766,4
JVASP-45730,-1.88373,-1.88373,20
JVASP-112095,-0.08763,-0.08763,24
JVASP-153090,-1.01192,-1.01192,14
JVASP-74858,0.06972,0.06972,4
JVASP-67515,-0.1324,-0.1324,3
JVASP-151681,-0.43221,-0.43221,10
JVASP-110974,-1.19402,-1.19402,8
JVASP-154913,-1.16345,-1.16345,20
JVASP-58575,-2.16571,-2.16571,14
JVASP-103051,-2.48506,-2.48506,7
JVASP-40029,-0.21638,-0.21638,4
JVASP-21126,-0.1041,-0.1041,13
JVASP-135754,3.18857,3.18857,2
JVASP-12448,-0.74022,-0.74022,12
JVASP-102801,-0.02878,-0.02878,5
JVASP-129423,0.3195,0.3195,4
JVASP-50007,-1.66114,-1.66114,18
JVASP-93296,-0.08883,-0.08883,5
JVASP-30485,-0.42369,-0.42369,6
JVASP-8654,-0.06658,-0.06658,7
JVASP-62584,-0.70375,-0.70375,5
JVASP-113571,-1.61891,-1.61891,5
JVASP-25369,0.10878,0.10878,46
JVASP-146699,-2.34987,-2.34987,15
JVASP-20475,0.03579,0.03579,6
JVASP-134389,-3.203,-3.203,4
JVASP-150735,-0.99663,-0.99663,10
JVASP-39438,0.11857,0.11857,4
JVASP-18744,-0.61834,-0.61834,4
JVASP-56629,-1.80469,-1.80469,20
JVASP-89073,-0.6503,-0.6503,10
JVASP-127844,0.68443,0.68443,2
JVASP-14837,0.0,0.0,1
JVASP-149885,-0.38725,-0.38725,8
JVASP-149846,-1.38423,-1.38423,8
JVASP-151412,-0.66007,-0.66007,11
JVASP-140402,-1.21223,-1.21223,16
JVASP-14748,-0.7618,-0.7618,2
JVASP-41340,-0.9362,-0.9362,10
JVASP-112250,-0.13775,-0.13775,50
JVASP-14262,-2.23202,-2.23202,20
JVASP-144369,-2.7536,-2.7536,20
JVASP-142838,-2.04645,-2.04645,24
JVASP-7749,-0.48165,-0.48165,3
JVASP-134978,1.68245,1.68245,3
JVASP-144839,-2.93731,-2.93731,30
JVASP-91239,-2.31379,-2.31379,28
JVASP-109953,-0.39245,-0.39245,4
JVASP-29558,-0.74825,-0.74825,8
JVASP-40435,-0.20464,-0.20464,4
JVASP-18588,-0.28096,-0.28096,4
JVASP-10463,-1.13938,-1.13938,18
JVASP-79248,-3.16285,-3.16285,4
JVASP-94796,-0.20371,-0.20371,8
JVASP-88389,-2.60587,-2.60587,20
JVASP-154773,-0.41263,-0.41263,20
JVASP-18424,-0.18283,-0.18283,3
JVASP-134473,-0.61228,-0.61228,3
JVASP-123261,0.36631,0.36631,4
JVASP-105459,-1.17173,-1.17173,8
JVASP-150292,-0.32346,-0.32346,9
JVASP-92315,0.34027,0.34027,8
JVASP-85124,-0.26013,-0.26013,8
JVASP-56995,0.51559,0.51559,3
JVASP-152531,0.32675,0.32675,12
JVASP-35686,-2.55352,-2.55352,4
JVASP-47923,-2.79788,-2.79788,28
JVASP-139756,0.078,0.078,3
JVASP-54960,-1.85571,-1.85571,14
JVASP-116422,0.40841,0.40841,3
JVASP-14517,-0.16264,-0.16264,6
JVASP-48623,-2.84196,-2.84196,14
JVASP-103590,-0.12161,-0.12161,4
JVASP-35309,-0.80646,-0.80646,6
JVASP-126773,-0.29457,-0.29457,2
JVASP-11551,-2.01176,-2.01176,16
JVASP-36609,-1.36939,-1.36939,5
JVASP-11058,-1.73834,-1.73834,14
JVASP-115587,-3.5783,-3.5783,5
JVASP-77284,3.11516,3.11516,4
JVASP-70878,0.19045,0.19045,4
JVASP-134263,0.26528,0.26528,3
JVASP-4340,-0.17971,-0.17971,4
JVASP-9596,-1.42809,-1.42809,10
JVASP-127786,-0.10699,-0.10699,2
JVASP-138662,-1.30071,-1.30071,5
JVASP-100744,0.02291,0.02291,8
JVASP-130543,-0.43382,-0.43382,2
JVASP-129912,0.34586,0.34586,4
JVASP-145837,-2.38055,-2.38055,21
JVASP-98542,-2.60322,-2.60322,52
JVASP-44379,-1.77148,-1.77148,24
JVASP-140326,-2.66359,-2.66359,24
JVASP-71658,0.73367,0.73367,4
JVASP-99715,-1.19153,-1.19153,10
JVASP-16446,-0.38196,-0.38196,4
JVASP-112057,-0.13893,-0.13893,32
JVASP-150746,-2.5489,-2.5489,10
JVASP-65221,0.63491,0.63491,6
JVASP-153717,-0.60004,-0.60004,16
JVASP-2385,-0.45915,-0.45915,6
JVASP-134774,-2.92055,-2.92055,6
JVASP-16697,-0.30883,-0.30883,6
JVASP-17510,-0.23967,-0.23967,6
JVASP-71996,0.22689,0.22689,4
JVASP-108597,-1.42491,-1.42491,10
JVASP-74841,0.1156,0.1156,3
JVASP-11580,-2.48967,-2.48967,15
JVASP-136698,0.00657,0.00657,3
JVASP-66142,0.2897,0.2897,3
JVASP-15283,-1.0565,-1.0565,5
JVASP-156464,-0.20224,-0.20224,3
JVASP-140889,-0.32388,-0.32388,18
JVASP-157073,-0.88414,-0.88414,4
JVASP-86712,-0.78892,-0.78892,12
JVASP-146018,-3.17267,-3.17267,23
JVASP-38566,-0.83457,-0.83457,9
JVASP-148561,0.90652,0.90652,2
JVASP-12464,-1.15829,-1.15829,12
JVASP-142208,-0.57306,-0.57306,20
JVASP-49700,-0.7924,-0.7924,28
JVASP-20579,-0.28667,-0.28667,6
JVASP-127851,0.08051,0.08051,2
JVASP-39931,-0.72815,-0.72815,4
JVASP-106409,-1.67144,-1.67144,10
JVASP-66213,1.22756,1.22756,3
JVASP-126493,-0.0676,-0.0676,4
JVASP-99834,0.01869,0.01869,8
JVASP-15922,-0.06964,-0.06964,6
JVASP-52274,-2.24207,-2.24207,4
JVASP-119669,-1.73395,-1.73395,14
JVASP-98317,-0.59616,-0.59616,20
JVASP-72291,0.04268,0.04268,4
JVASP-118871,0.06982,0.06982,3
JVASP-57447,-2.72327,-2.72327,18
JVASP-8752,-2.33667,-2.33667,6
JVASP-57618,-1.6745,-1.6745,24
JVASP-119724,-1.58548,-1.58548,24
JVASP-39858,-4.38553,-4.38553,6
JVASP-49203,-3.42169,-3.42169,20
JVASP-21868,-0.41493,-0.41493,22
JVASP-36809,-0.69923,-0.69923,4
JVASP-71042,0.31702,0.31702,4
JVASP-65307,1.27114,1.27114,6
JVASP-14567,-0.38736,-0.38736,2
JVASP-139338,-0.66105,-0.66105,3
JVASP-92228,-1.24833,-1.24833,8
JVASP-121188,-0.24763,-0.24763,3
JVASP-101059,-0.46455,-0.46455,2
JVASP-80018,-0.36979,-0.36979,4
JVASP-149137,-0.40675,-0.40675,6
JVASP-151324,-0.90209,-0.90209,10
JVASP-79059,0.68006,0.68006,4
JVASP-126443,0.66335,0.66335,4
JVASP-127288,-0.17861,-0.17861,2
JVASP-104902,-0.8445,-0.8445,10
JVASP-146299,-0.9128,-0.9128,15
JVASP-35201,-1.69113,-1.69113,24
JVASP-128879,-0.46434,-0.46434,2
JVASP-5557,-0.33882,-0.33882,20
JVASP-146774,-1.90203,-1.90203,24
JVASP-9207,-2.09563,-2.09563,16
JVASP-50800,-1.11974,-1.11974,24
JVASP-146502,-1.02558,-1.02558,24
JVASP-45358,-1.47904,-1.47904,24
JVASP-42981,-2.39325,-2.39325,20
JVASP-25633,-0.53042,-0.53042,18
JVASP-36262,-0.17341,-0.17341,3
JVASP-46195,-2.13757,-2.13757,18
JVASP-132776,0.05899,0.05899,6
JVASP-52555,-1.69871,-1.69871,27
JVASP-67120,0.07159,0.07159,4
JVASP-151514,-2.44623,-2.44623,10
JVASP-24356,-0.77499,-0.77499,15
JVASP-28971,-0.30528,-0.30528,12
JVASP-78674,-0.35406,-0.35406,2
JVASP-25022,-3.00242,-3.00242,18
JVASP-38197,-0.35693,-0.35693,4
JVASP-108852,-0.68686,-0.68686,10
JVASP-133364,0.06797,0.06797,12
JVASP-47972,-1.71828,-1.71828,18
JVASP-154345,-0.61221,-0.61221,16
JVASP-116643,-0.34182,-0.34182,12
JVASP-90641,-3.20669,-3.20669,8
JVASP-97856,-0.80523,-0.80523,44
JVASP-106762,-0.69702,-0.69702,6
JVASP-3240,-2.14645,-2.14645,8
JVASP-26412,-2.16797,-2.16797,10
JVASP-138205,-0.51808,-0.51808,3
JVASP-103586,0.05374,0.05374,4
JVASP-37357,-0.27871,-0.27871,20
JVASP-114157,-0.86394,-0.86394,3
JVASP-67808,-0.28396,-0.28396,3
JVASP-51876,-1.30661,-1.30661,6
JVASP-36702,-0.56823,-0.56823,10
JVASP-132817,-0.82338,-0.82338,15
JVASP-156096,0.11219,0.11219,5
JVASP-33147,0.69739,0.69739,18
JVASP-17780,-0.18857,-0.18857,4
JVASP-147039,-2.18453,-2.18453,28
JVASP-86228,-0.16873,-0.16873,9
JVASP-79600,0.11189,0.11189,4
JVASP-14174,-0.36032,-0.36032,8
JVASP-51302,0.90373,0.90373,3
JVASP-94151,0.05939,0.05939,8
JVASP-92192,-2.57952,-2.57952,8
JVASP-114806,0.6699,0.6699,4
JVASP-140910,-0.93694,-0.93694,20
JVASP-112337,-0.37466,-0.37466,16
JVASP-115651,1.102,1.102,3
JVASP-102821,-0.50991,-0.50991,5
JVASP-71147,-0.12462,-0.12462,4
JVASP-18223,-0.10144,-0.10144,6
JVASP-39024,-0.85734,-0.85734,16
JVASP-140343,-0.33766,-0.33766,13
JVASP-37323,-0.9092,-0.9092,4
JVASP-39300,-0.36301,-0.36301,4
JVASP-78365,0.06599,0.06599,2
JVASP-121614,-0.72201,-0.72201,30
JVASP-7829,-1.21921,-1.21921,3
JVASP-34422,-2.77655,-2.77655,10
JVASP-18375,-1.44705,-1.44705,6
JVASP-152586,-0.22628,-0.22628,12
JVASP-19306,-1.74952,-1.74952,24
JVASP-48259,-1.91221,-1.91221,14
JVASP-37263,-0.3792,-0.3792,4
JVASP-133149,-0.83722,-0.83722,15
JVASP-46254,-2.24625,-2.24625,12
JVASP-146780,-2.17348,-2.17348,28
JVASP-142345,-0.7118,-0.7118,14
JVASP-59676,-0.28917,-0.28917,28
JVASP-157349,-0.28328,-0.28328,4
JVASP-12362,-2.38203,-2.38203,14
JVASP-46752,-2.08265,-2.08265,26
JVASP-29719,0.09113,0.09113,12
JVASP-92911,0.47757,0.47757,8
JVASP-16606,-0.46931,-0.46931,2
JVASP-18420,-2.31287,-2.31287,6
JVASP-68514,0.21163,0.21163,4
JVASP-18360,-0.83351,-0.83351,2
JVASP-146231,-0.61513,-0.61513,28
JVASP-110745,0.08208,0.08208,4
JVASP-37145,0.08996,0.08996,4
JVASP-118878,0.4249,0.4249,2
JVASP-85835,-0.19824,-0.19824,12
JVASP-29499,-0.64145,-0.64145,10
JVASP-123653,-0.05535,-0.05535,3
JVASP-145301,-2.29584,-2.29584,20
JVASP-109496,-0.0303,-0.0303,8
JVASP-118547,-0.39328,-0.39328,3
JVASP-78980,-0.35897,-0.35897,4
JVASP-91637,-0.96825,-0.96825,8
JVASP-144868,-2.01198,-2.01198,18
JVASP-68993,-0.44425,-0.44425,4
JVASP-129330,1.3986,1.3986,2
JVASP-10011,-1.79233,-1.79233,14
JVASP-57698,0.03533,0.03533,20
JVASP-18775,-0.7979,-0.7979,8
JVASP-122924,0.02178,0.02178,2
JVASP-13427,-3.42052,-3.42052,21
JVASP-147025,-0.42215,-0.42215,16
JVASP-34491,-2.69791,-2.69791,24
JVASP-128094,-0.95324,-0.95324,4
JVASP-60022,-2.03689,-2.03689,44
JVASP-37896,-0.25556,-0.25556,4
JVASP-51307,1.10026,1.10026,3
JVASP-16793,-0.08887,-0.08887,8
JVASP-39913,-0.40276,-0.40276,4
JVASP-122120,-1.08361,-1.08361,16
JVASP-102443,-2.57853,-2.57853,8
JVASP-119980,0.45959,0.45959,3
JVASP-126315,-0.11759,-0.11759,4
JVASP-107111,-2.3642,-2.3642,10
JVASP-51132,0.48416,0.48416,4
JVASP-34155,-1.55561,-1.55561,11
JVASP-15339,-0.72891,-0.72891,5
JVASP-157124,-0.58352,-0.58352,4
JVASP-47619,-1.34596,-1.34596,14
JVASP-18881,-1.04917,-1.04917,3
JVASP-107090,-2.8648,-2.8648,9
JVASP-152887,-0.74641,-0.74641,15
JVASP-141195,-0.13241,-0.13241,14
JVASP-140224,-2.14716,-2.14716,16
JVASP-140786,-2.15071,-2.15071,12
JVASP-128120,-0.77815,-0.77815,4
JVASP-116497,-2.59475,-2.59475,22
JVASP-31729,-0.69211,-0.69211,12
JVASP-139445,2.13469,2.13469,3
JVASP-136895,-0.22256,-0.22256,3
JVASP-112491,-0.76852,-0.76852,16
JVASP-55673,-1.6114,-1.6114,20
JVASP-151176,-0.39526,-0.39526,12
JVASP-105501,-0.08789,-0.08789,8
JVASP-69018,1.14165,1.14165,4
JVASP-21065,-0.57538,-0.57538,12
JVASP-109319,-0.04245,-0.04245,6
JVASP-36659,-0.64132,-0.64132,4
JVASP-103941,-1.21776,-1.21776,20
JVASP-129858,0.13753,0.13753,4
JVASP-20170,-0.04917,-0.04917,13
JVASP-95386,-1.57106,-1.57106,34
JVASP-110447,-0.46092,-0.46092,4
JVASP-15029,-3.54531,-3.54531,5
JVASP-66661,-0.46161,-0.46161,3
JVASP-142073,-2.59175,-2.59175,22
JVASP-150532,-3.16091,-3.16091,10
JVASP-32431,-0.44057,-0.44057,40
JVASP-22385,-2.79248,-2.79248,8
JVASP-104023,-0.06543,-0.06543,56
JVASP-105731,0.01382,0.01382,4
JVASP-29829,-1.8476,-1.8476,5
JVASP-108618,-0.40126,-0.40126,4
JVASP-21379,-1.28232,-1.28232,16
JVASP-138046,-1.86613,-1.86613,4
JVASP-119021,-0.90906,-0.90906,20
JVASP-148130,-2.2611,-2.2611,18
JVASP-4816,-0.50985,-0.50985,6
JVASP-155614,-0.57955,-0.57955,5
JVASP-41402,-0.70266,-0.70266,4
JVASP-38616,-0.20637,-0.20637,4
JVASP-22550,-3.17068,-3.17068,8
JVASP-125416,0.62524,0.62524,4
JVASP-28494,-0.47737,-0.47737,9
JVASP-132911,-1.91879,-1.91879,16
JVASP-141560,-2.195,-2.195,28
JVASP-22029,-0.96726,-0.96726,38
JVASP-66998,0.26327,0.26327,3
JVASP-43024,-2.26843,-2.26843,6
JVASP-133905,-0.48742,-0.48742,3
JVASP-102478,-0.00492,-0.00492,4
JVASP-125367,-0.04355,-0.04355,9
JVASP-99989,-0.38153,-0.38153,4
JVASP-40892,-0.08641,-0.08641,8
JVASP-75770,0.20254,0.20254,4
JVASP-21351,-2.34733,-2.34733,20
JVASP-29794,-1.83755,-1.83755,14
JVASP-17845,-0.07748,-0.07748,4
JVASP-100355,-0.36339,-0.36339,4
JVASP-87093,-1.55031,-1.55031,13
JVASP-140637,-2.06871,-2.06871,28
JVASP-40299,-0.9694,-0.9694,4
JVASP-114020,-1.39962,-1.39962,3
JVASP-73349,-0.16355,-0.16355,4
JVASP-107528,-0.80573,-0.80573,5
JVASP-64941,0.24011,0.24011,4
JVASP-46748,-2.18989,-2.18989,14
JVASP-138616,-0.70477,-0.70477,4
JVASP-4672,-0.51818,-0.51818,6
JVASP-69101,0.90935,0.90935,4
JVASP-65646,-0.3286,-0.3286,4
JVASP-74360,-0.06025,-0.06025,4
JVASP-11512,-2.39362,-2.39362,13
