jid,bulk_modulus_kv,target,num_atoms
JVASP-596,52.74,52.74,3
JVASP-74405,156.9,156.9,4
JVASP-3816,9.81,9.81,8
JVASP-74761,44.19,44.19,4
JVASP-71908,100.5,100.5,5
JVASP-15135,131.53,131.53,5
JVASP-93503,22.21,22.21,6
JVASP-16145,35.89,35.89,4
JVASP-74908,60.49,60.49,4
JVASP-92605,82.93,82.93,5
JVASP-105984,163.4,163.4,6
JVASP-74961,135.37,135.37,4
JVASP-74328,100.73,100.73,4
JVASP-93216,153.63,153.63,5
JVASP-3627,42.74,42.74,8
JVASP-92563,141.6,141.6,5
JVASP-72165,102.16,102.16,4
JVASP-93776,148.07,148.07,6
JVASP-71683,48.61,48.61,4
JVASP-71744,52.86,52.86,4
JVASP-15043,74.87,74.87,2
JVASP-74632,48.4,48.4,4
JVASP-93334,206.07,206.07,6
JVASP-74720,67.03,67.03,4
JVASP-74811,250.97,250.97,6
JVASP-74763,25.07,25.07,4
JVASP-71957,173.03,173.03,4
JVASP-28405,26.58,26.58,6
JVASP-74962,29.88,29.88,4
JVASP-74456,38.37,38.37,4
JVASP-71803,168.1,168.1,4
JVASP-3717,36.88,36.88,8
JVASP-93872,60.88,60.88,6
JVASP-74287,78.2,78.2,4
JVASP-14886,328.03,328.03,4
JVASP-75010,41.53,41.53,4
JVASP-1279,189.97,189.97,2
JVASP-94425,129.78,129.78,6
JVASP-249,34.3,34.3,4
JVASP-91487,64.43,64.43,46
JVASP-19930,116.63,116.63,2
JVASP-74406,144.33,144.33,4
JVASP-15271,33.74,33.74,8
JVASP-28378,94.66,94.66,6
JVASP-15819,129.51,129.51,6
JVASP-74674,36.72,36.72,4
JVASP-105702,20.37,20.37,6
JVASP-74240,31.5,31.5,4
JVASP-71847,80.75,80.75,4
JVASP-105905,128.57,128.57,10
JVASP-71629,22.33,22.33,4
JVASP-95049,133.8,133.8,6
JVASP-74863,171.3,171.3,4
JVASP-93924,35.53,35.53,6
JVASP-72005,220.39,220.39,4
JVASP-74495,125.81,125.81,4
JVASP-92656,130.1,130.1,5
JVASP-71909,172.01,172.01,4
JVASP-93668,103.07,103.07,6
JVASP-14664,313.96,313.96,2
JVASP-14565,74.93,74.93,2
JVASP-106064,80.67,80.67,3
JVASP-74633,95.21,95.21,4
JVASP-105774,15.34,15.34,2
JVASP-93274,84.43,84.43,5
JVASP-93377,377.66,377.66,6
JVASP-74329,232.37,232.37,4
JVASP-92748,134.63,134.63,5
JVASP-91266,67.77,67.77,22
JVASP-106141,183.03,183.03,8
JVASP-18419,245.3,245.3,8
JVASP-15084,307.62,307.62,6
JVASP-71959,112.69,112.69,3
JVASP-74721,31.84,31.84,4
JVASP-14593,199.23,199.23,1
JVASP-74765,27.37,27.37,4
JVASP-3432,39.48,39.48,7
JVASP-107,213.34,213.34,8
JVASP-16020,104.22,104.22,6
JVASP-105985,52.67,52.67,3
JVASP-74241,0.0,0.0,4
JVASP-92606,152.27,152.27,5
JVASP-22715,18.41,18.41,6
JVASP-74376,160.59,160.59,4
JVASP-14973,40.67,40.67,2
JVASP-107901,16.4,16.4,4
JVASP-93438,232.99,232.99,6
JVASP-105840,43.17,43.17,4
JVASP-74963,26.36,26.36,4
JVASP-74540,97.38,97.38,4
JVASP-105906,1.9,1.9,6
JVASP-74591,69.4,69.4,4
JVASP-1285,76.3,76.3,3
JVASP-20094,269.73,269.73,8
JVASP-74812,104.08,104.08,4
JVASP-74457,39.59,39.59,4
JVASP-74242,20.32,20.32,4
JVASP-93874,16.26,16.26,6
JVASP-3720,25.99,25.99,7
JVASP-74912,156.81,156.81,4
JVASP-71745,196.17,196.17,4
JVASP-3630,8.33,8.33,8
JVASP-91344,26.36,26.36,14
JVASP-15009,40.89,40.89,2
JVASP-94990,49.44,49.44,7
JVASP-15272,64.26,64.26,5
JVASP-71688,166.09,166.09,4
JVASP-14643,82.7,82.7,2
JVASP-74244,0.0,0.0,4
JVASP-74290,189.77,189.77,3
JVASP-94874,88.6,88.6,7
JVASP-95050,125.83,125.83,6
JVASP-74722,82.1,82.1,4
JVASP-75013,27.4,27.4,4
JVASP-72010,39.53,39.53,3
JVASP-105703,38.47,38.47,9
JVASP-105642,51.03,51.03,10
JVASP-74330,27.57,27.57,4
JVASP-71632,128.02,128.02,4
JVASP-48131,207.33,207.33,6
JVASP-93378,26.22,26.22,6
JVASP-71746,55.93,55.93,4
JVASP-93777,63.72,63.72,6
JVASP-18790,181.03,181.03,8
JVASP-93736,135.47,135.47,6
JVASP-22731,50.83,50.83,5
JVASP-74541,91.94,91.94,4
JVASP-74416,16.7,16.7,4
JVASP-74964,158.86,158.86,4
JVASP-92752,178.8,178.8,5
JVASP-49791,108.26,108.26,8
JVASP-54641,97.57,97.57,3
JVASP-71960,129.83,129.83,4
JVASP-43584,69.06,69.06,12
JVASP-74915,60.03,60.03,4
JVASP-106145,45.89,45.89,6
JVASP-93336,186.12,186.12,6
JVASP-71914,156.43,156.43,4
JVASP-14744,394.49,394.49,2
JVASP-74678,19.33,19.33,4
JVASP-93875,106.42,106.42,6
JVASP-94827,154.1,154.1,7
JVASP-74381,55.61,55.61,6
JVASP-92607,81.9,81.9,5
JVASP-93825,111.04,111.04,6
JVASP-74498,22.54,22.54,4
JVASP-74197,58.53,58.53,4
JVASP-105916,42.33,42.33,5
JVASP-105986,180.37,180.37,6
JVASP-74458,211.97,211.97,4
JVASP-17344,58.77,58.77,8
JVASP-16021,73.67,73.67,6
JVASP-71854,240.72,240.72,4
JVASP-74638,116.33,116.33,4
JVASP-92524,185.7,185.7,5
JVASP-51048,68.53,68.53,8
JVASP-15988,112.62,112.62,6
JVASP-92701,58.48,58.48,5
JVASP-92659,143.74,143.74,5
JVASP-3150,111.93,111.93,5
JVASP-71635,130.41,130.41,4
JVASP-74816,180.34,180.34,4
JVASP-74679,43.51,43.51,4
JVASP-74967,27.13,27.13,4
JVASP-2088,40.24,40.24,8
JVASP-14806,51.31,51.31,6
JVASP-71961,63.8,63.8,3
JVASP-91346,0.0,0.0,36
JVASP-15703,31.13,31.13,8
JVASP-94789,16.63,16.63,8
JVASP-71747,35.22,35.22,4
JVASP-95376,75.83,75.83,16
JVASP-15493,181.57,181.57,5
JVASP-71915,113.89,113.89,4
JVASP-94922,18.21,18.21,7
JVASP-94993,71.29,71.29,7
JVASP-74598,38.86,38.86,4
JVASP-2160,138.22,138.22,6
JVASP-20069,103.92,103.92,7
JVASP-15274,183.02,183.02,4
JVASP-14585,65.3,65.3,2
JVASP-105704,36.91,36.91,4
JVASP-74418,126.04,126.04,4
JVASP-105655,57.07,57.07,10
JVASP-14745,34.5,34.5,1
JVASP-93737,74.78,74.78,6
JVASP-71641,61.12,61.12,4
JVASP-15680,62.34,62.34,7
JVASP-75016,39.32,39.32,4
JVASP-91215,173.63,173.63,12
JVASP-74545,133.23,133.23,4
JVASP-93337,58.46,58.46,6
JVASP-93778,55.0,55.0,6
JVASP-74293,133.53,133.53,4
JVASP-93276,150.13,150.13,5
JVASP-49962,91.91,91.91,4
JVASP-22683,54.21,54.21,8
JVASP-50367,80.83,80.83,4
JVASP-72013,176.39,176.39,4
JVASP-93826,106.36,106.36,6
JVASP-21204,3.9,3.9,1
JVASP-74200,152.73,152.73,4
JVASP-1798,20.87,20.87,4
JVASP-71856,226.09,226.09,4
JVASP-92608,77.4,77.4,5
JVASP-92525,38.21,38.21,5
JVASP-14566,102.87,102.87,2
JVASP-14644,175.97,175.97,1
JVASP-14599,300.06,300.06,2
JVASP-105847,45.99,45.99,4
JVASP-92702,77.32,77.32,5
JVASP-71809,225.89,225.89,4
JVASP-48502,92.34,92.34,14
JVASP-99090,20.53,20.53,6
JVASP-92755,173.47,173.47,5
JVASP-91432,39.16,39.16,12
JVASP-93220,191.63,191.63,5
JVASP-18420,23.07,23.07,6
JVASP-74681,92.6,92.6,4
JVASP-74869,42.48,42.48,4
JVASP-14665,63.6,63.6,2
JVASP-74969,82.83,82.83,4
JVASP-18585,84.53,84.53,4
JVASP-74600,42.72,42.72,4
JVASP-74920,157.3,157.3,4
JVASP-14807,99.33,99.33,1
JVASP-74419,21.08,21.08,4
JVASP-71693,249.24,249.24,4
JVASP-106147,81.0,81.0,4
JVASP-105656,27.27,27.27,10
JVASP-2178,28.49,28.49,8
JVASP-19936,294.72,294.72,6
JVASP-74684,0.0,0.0,4
JVASP-18708,132.03,132.03,4
JVASP-3153,33.93,33.93,7
JVASP-92566,122.06,122.06,5
JVASP-15704,98.99,98.99,5
JVASP-106072,39.28,39.28,5
JVASP-94994,52.34,52.34,7
JVASP-74546,35.32,35.32,4
JVASP-71860,5.03,5.03,4
JVASP-99267,142.32,142.32,9
JVASP-105705,18.73,18.73,4
JVASP-93338,95.57,95.57,6
JVASP-93779,135.41,135.41,6
JVASP-105988,101.84,101.84,6
JVASP-91216,147.32,147.32,10
JVASP-71918,139.61,139.61,4
JVASP-15561,203.42,203.42,6
JVASP-92609,70.03,70.03,5
JVASP-93444,113.21,113.21,6
JVASP-14808,33.2,33.2,1
JVASP-71753,60.42,60.42,4
JVASP-93221,127.41,127.41,5
JVASP-92703,129.46,129.46,5
JVASP-93928,220.54,220.54,6
JVASP-105848,35.21,35.21,4
JVASP-94792,96.19,96.19,8
JVASP-98965,32.84,32.84,6
JVASP-74781,231.57,231.57,4
JVASP-14711,161.86,161.86,8
JVASP-18468,18.63,18.63,9
JVASP-71864,31.38,31.38,4
JVASP-71810,215.32,215.32,4
JVASP-93278,155.79,155.79,5
JVASP-74501,68.53,68.53,6
JVASP-72017,143.11,143.11,4
JVASP-105921,108.26,108.26,7
JVASP-3912,30.47,30.47,8
JVASP-74420,117.13,117.13,4
JVASP-96088,3.54,3.54,12
JVASP-105706,0.0,0.0,3
JVASP-94294,88.97,88.97,6
JVASP-74686,176.87,176.87,4
JVASP-2008,89.78,89.78,3
JVASP-105658,32.47,32.47,10
JVASP-74646,7.99,7.99,4
JVASP-92567,200.8,200.8,5
JVASP-74601,172.8,172.8,4
JVASP-74505,2.34,2.34,4
JVASP-71643,144.66,144.66,4
JVASP-74205,118.19,118.19,4
JVASP-106149,18.34,18.34,8
JVASP-28707,40.61,40.61,12
JVASP-20095,92.17,92.17,2
JVASP-93677,74.14,74.14,6
JVASP-94925,79.36,79.36,7
JVASP-94831,150.6,150.6,7
JVASP-93740,161.34,161.34,6
JVASP-18892,110.46,110.46,7
JVASP-74464,29.12,29.12,4
JVASP-18421,17.64,17.64,8
JVASP-93078,40.21,40.21,8
JVASP-94879,41.01,41.01,7
JVASP-71700,141.7,141.7,4
JVASP-92704,20.08,20.08,5
JVASP-93780,55.82,55.82,6
JVASP-93445,58.74,58.74,6
JVASP-1732,127.5,127.5,4
JVASP-74732,45.1,45.1,4
JVASP-74602,0.0,0.0,4
JVASP-15114,136.6,136.6,5
JVASP-74549,70.04,70.04,4
JVASP-94793,24.1,24.1,8
JVASP-71922,226.53,226.53,4
JVASP-92610,175.8,175.8,5
JVASP-16225,90.43,90.43,4
JVASP-2085,190.5,190.5,8
JVASP-14666,138.8,138.8,2
JVASP-75020,52.73,52.73,4
JVASP-71813,159.7,159.7,4
JVASP-93829,50.14,50.14,6
JVASP-107998,48.69,48.69,4
JVASP-17346,0.22,0.22,3
JVASP-74786,151.1,151.1,4
JVASP-74421,33.6,33.6,4
JVASP-16055,54.26,54.26,6
JVASP-3318,42.34,42.34,7
JVASP-71754,222.48,222.48,4
JVASP-14809,51.47,51.47,2
JVASP-74825,165.28,165.28,4
JVASP-18711,120.57,120.57,8
JVASP-93279,78.0,78.0,5
JVASP-105849,34.8,34.8,4
JVASP-91496,26.16,26.16,28
JVASP-71866,46.22,46.22,4
JVASP-21529,132.09,132.09,22
JVASP-99100,56.16,56.16,10
JVASP-105707,3.2,3.2,2
JVASP-91274,38.14,38.14,24
JVASP-91221,84.28,84.28,5
JVASP-105667,26.23,26.23,10
JVASP-74737,19.97,19.97,4
JVASP-72020,223.67,223.67,4
JVASP-3723,40.59,40.59,8
JVASP-75023,60.44,60.44,3
JVASP-3915,29.79,29.79,8
JVASP-92568,38.14,38.14,5
JVASP-95240,16.44,16.44,28
JVASP-74689,150.51,150.51,4
JVASP-71924,189.02,189.02,4
JVASP-20070,322.4,322.4,4
JVASP-71704,111.44,111.44,4
JVASP-74507,60.83,60.83,4
JVASP-74648,44.92,44.92,4
JVASP-93446,40.19,40.19,6
JVASP-74466,100.44,100.44,4
JVASP-20096,254.79,254.79,3
JVASP-92705,75.21,75.21,5
JVASP-92611,77.52,77.52,5
JVASP-74422,158.77,158.77,4
JVASP-1735,183.12,183.12,3
JVASP-17347,77.3,77.3,5
JVASP-74975,191.73,191.73,4
JVASP-105668,0.0,0.0,10
JVASP-15605,92.28,92.28,5
JVASP-74828,109.2,109.2,4
JVASP-15085,97.92,97.92,6
JVASP-105929,47.8,47.8,9
JVASP-15449,72.3,72.3,6
JVASP-74932,24.11,24.11,4
JVASP-93280,77.4,77.4,5
JVASP-71755,65.53,65.53,3
JVASP-94391,37.66,37.66,6
JVASP-5665,16.81,16.81,18
JVASP-105993,50.66,50.66,8
JVASP-94296,158.08,158.08,6
JVASP-74739,15.88,15.88,4
JVASP-93227,45.78,45.78,5
JVASP-1888,29.67,29.67,2
JVASP-71967,235.33,235.33,4
JVASP-94926,73.71,73.71,7
JVASP-16056,155.39,155.39,6
JVASP-93884,60.58,60.58,6
JVASP-2011,15.3,15.3,2
JVASP-75024,115.87,115.87,4
JVASP-92664,102.34,102.34,5
JVASP-14746,54.52,54.52,6
JVASP-16226,80.0,80.0,4
JVASP-16121,135.78,135.78,5
JVASP-74877,185.37,185.37,6
JVASP-20071,190.24,190.24,3
JVASP-14928,210.23,210.23,9
JVASP-11964,160.54,160.54,30
JVASP-14645,165.63,165.63,4
JVASP-106076,134.08,134.08,6
JVASP-74557,81.68,81.68,3
JVASP-28379,71.48,71.48,6
JVASP-18945,84.3,84.3,2
JVASP-94833,178.83,178.83,7
JVASP-3369,36.89,36.89,8
JVASP-74691,162.73,162.73,4
JVASP-3918,29.93,29.93,8
JVASP-95009,52.19,52.19,7
JVASP-106155,64.2,64.2,5
JVASP-98977,32.33,32.33,20
JVASP-92761,165.67,165.67,5
JVASP-1738,16.0,16.0,3
JVASP-28407,31.29,31.29,6
JVASP-74467,56.93,56.93,4
JVASP-18586,45.9,45.9,4
JVASP-92569,111.0,111.0,5
JVASP-14667,174.03,174.03,2
JVASP-105710,189.5,189.5,6
JVASP-74510,102.8,102.8,4
JVASP-93447,84.94,84.94,6
JVASP-15355,113.13,113.13,5
JVASP-74609,42.94,42.94,4
JVASP-74979,16.2,16.2,4
JVASP-92612,173.07,173.07,5
JVASP-5191,23.67,23.67,12
JVASP-74829,32.99,32.99,4
JVASP-71815,265.07,265.07,4
JVASP-74740,38.64,38.64,4
JVASP-72021,174.33,174.33,4
JVASP-93682,42.24,42.24,6
JVASP-99103,57.28,57.28,18
JVASP-15086,207.93,207.93,2
JVASP-71757,77.83,77.83,4
JVASP-93832,45.36,45.36,6
JVASP-93228,54.58,54.58,6
JVASP-75025,111.42,111.42,4
JVASP-54759,31.39,31.39,6
JVASP-1245,106.2,106.2,3
JVASP-14646,195.87,195.87,2
JVASP-14810,55.79,55.79,2
JVASP-14929,207.03,207.03,2
JVASP-52370,22.87,22.87,12
JVASP-3204,45.63,45.63,8
JVASP-1288,42.23,42.23,3
JVASP-74692,150.94,150.94,4
JVASP-92763,193.73,193.73,5
JVASP-74651,158.33,158.33,4
JVASP-93342,225.06,225.06,6
JVASP-94834,89.44,89.44,7
JVASP-93783,57.07,57.07,6
JVASP-92707,63.0,63.0,5
JVASP-2172,204.61,204.61,6
JVASP-74741,47.03,47.03,4
JVASP-74563,101.88,101.88,6
JVASP-105670,25.0,25.0,10
JVASP-18919,193.23,193.23,4
JVASP-15132,96.33,96.33,9
JVASP-107939,21.28,21.28,4
JVASP-105933,37.77,37.77,3
JVASP-92571,22.36,22.36,5
JVASP-20072,245.47,245.47,6
JVASP-74791,128.44,128.44,4
JVASP-93287,24.39,24.39,6
JVASP-74880,49.52,49.52,4
JVASP-93450,37.43,37.43,6
JVASP-1864,125.16,125.16,4
JVASP-74830,168.0,168.0,4
JVASP-105711,13.26,13.26,4
JVASP-94297,39.79,39.79,6
JVASP-15228,185.57,185.57,4
JVASP-105853,13.26,13.26,2
JVASP-16227,89.38,89.38,4
JVASP-3924,65.88,65.88,5
JVASP-72022,62.51,62.51,4
JVASP-74470,72.24,72.24,4
JVASP-93229,147.7,147.7,5
JVASP-74985,36.73,36.73,4
JVASP-91355,18.48,18.48,22
JVASP-16022,106.49,106.49,6
JVASP-93833,368.51,368.51,6
JVASP-93745,118.82,118.82,6
JVASP-74693,44.11,44.11,4
JVASP-1177,45.9,45.9,2
JVASP-105794,123.7,123.7,5
JVASP-91278,33.57,33.57,8
JVASP-74513,206.03,206.03,3
JVASP-74430,19.16,19.16,4
JVASP-75026,49.73,49.73,4
JVASP-14811,38.46,38.46,2
JVASP-71759,185.89,185.89,4
JVASP-71974,213.04,213.04,4
JVASP-74881,105.66,105.66,3
JVASP-15317,149.7,149.7,5
JVASP-14940,75.28,75.28,3
JVASP-106000,2.6,2.6,7
JVASP-3726,27.63,27.63,6
JVASP-74564,16.34,16.34,4
JVASP-93451,22.3,22.3,6
JVASP-92764,180.4,180.4,5
JVASP-93289,76.7,76.7,5
JVASP-74515,27.56,27.56,4
JVASP-1987,15.91,15.91,4
JVASP-14668,104.43,104.43,2
JVASP-94798,14.47,14.47,8
JVASP-92572,120.28,120.28,5
JVASP-106083,197.78,197.78,8
JVASP-94298,140.2,140.2,6
JVASP-106160,43.21,43.21,8
JVASP-99108,36.93,36.93,8
JVASP-95023,54.11,54.11,7
JVASP-14713,148.53,148.53,4
JVASP-21530,80.31,80.31,12
JVASP-15607,144.09,144.09,5
JVASP-15989,127.13,127.13,6
JVASP-93230,160.23,160.23,5
JVASP-105934,217.57,217.57,4
JVASP-3927,83.93,83.93,6
JVASP-74472,70.27,70.27,4
JVASP-105855,64.22,64.22,8
JVASP-92615,48.89,48.89,5
JVASP-93685,384.23,384.23,6
JVASP-15087,36.37,36.37,2
JVASP-74796,143.24,143.24,4
JVASP-17348,77.3,77.3,5
JVASP-74744,132.04,132.04,4
JVASP-74882,17.58,17.58,4
JVASP-14812,39.39,39.39,4
JVASP-93786,118.67,118.67,6
JVASP-94836,133.06,133.06,7
JVASP-91356,15.2,15.2,24
JVASP-56922,149.59,149.59,9
JVASP-11965,123.97,123.97,28
JVASP-71760,151.98,151.98,4
JVASP-16228,269.3,269.3,4
JVASP-94930,46.71,46.71,7
JVASP-106007,99.0,99.0,2
JVASP-93834,85.43,85.43,6
JVASP-3729,27.53,27.53,6
JVASP-93344,66.2,66.2,6
JVASP-14669,54.53,54.53,8
JVASP-74656,60.3,60.3,4
JVASP-92765,172.27,172.27,5
JVASP-74988,42.64,42.64,4
JVASP-18921,89.07,89.07,2
JVASP-71977,65.59,65.59,4
JVASP-92709,70.98,70.98,5
JVASP-3633,41.39,41.39,8
JVASP-74799,18.6,18.6,4
JVASP-22603,21.03,21.03,8
JVASP-14813,3.1,3.1,1
JVASP-95066,64.49,64.49,6
JVASP-571,94.12,94.12,6
JVASP-72024,125.26,125.26,4
JVASP-92531,187.73,187.73,5
JVASP-106161,103.32,103.32,5
JVASP-91229,29.08,29.08,18
JVASP-93519,41.28,41.28,6
JVASP-18413,85.3,85.3,3
JVASP-3162,22.81,22.81,8
JVASP-20073,326.73,326.73,2
JVASP-93889,66.81,66.81,6
JVASP-93747,62.89,62.89,6
JVASP-15608,109.66,109.66,5
JVASP-96148,56.12,56.12,24
JVASP-92617,174.93,174.93,5
JVASP-18844,85.48,85.48,4
JVASP-74989,13.41,13.41,4
JVASP-16122,78.27,78.27,5
JVASP-92668,35.42,35.42,5
JVASP-105860,16.21,16.21,4
JVASP-106086,82.71,82.71,5
JVASP-94837,101.24,101.24,7
JVASP-94884,53.49,53.49,7
JVASP-13827,210.82,210.82,10
JVASP-75035,48.72,48.72,4
JVASP-74841,153.73,153.73,3
JVASP-105802,30.33,30.33,4
JVASP-95247,40.54,40.54,40
JVASP-93835,141.24,141.24,6
JVASP-94299,85.69,85.69,6
JVASP-1912,121.86,121.86,4
JVASP-93345,212.52,212.52,6
JVASP-71761,88.22,88.22,4
JVASP-14814,16.73,16.73,1
JVASP-14941,60.4,60.4,2
JVASP-4852,31.42,31.42,20
JVASP-344,180.62,180.62,8
JVASP-96563,43.8,43.8,56
JVASP-15990,33.2,33.2,3
JVASP-106008,159.78,159.78,6
JVASP-16025,121.81,121.81,6
JVASP-3732,52.27,52.27,9
JVASP-96736,87.27,87.27,2
JVASP-14670,92.5,92.5,1
JVASP-3819,18.12,18.12,8
JVASP-49965,20.33,20.33,5
JVASP-93792,202.73,202.73,6
JVASP-92532,94.01,94.01,5
JVASP-93457,225.94,225.94,6
JVASP-93232,137.33,137.33,5
JVASP-92711,60.0,60.0,5
JVASP-92618,58.2,58.2,5
JVASP-92574,56.84,56.84,5
JVASP-74802,102.19,102.19,4
JVASP-91509,132.41,132.41,36
JVASP-15195,177.56,177.56,5
JVASP-95564,10.27,10.27,20
JVASP-15609,97.22,97.22,5
JVASP-18587,89.3,89.3,4
JVASP-71979,232.04,232.04,4
JVASP-14714,238.06,238.06,2
JVASP-106163,56.54,56.54,8
JVASP-14862,61.33,61.33,2
JVASP-105862,212.67,212.67,5
JVASP-15705,56.84,56.84,6
JVASP-18414,139.98,139.98,3
JVASP-15011,167.5,167.5,6
JVASP-15653,59.29,59.29,6
JVASP-94885,176.94,176.94,7
JVASP-3165,18.92,18.92,7
JVASP-21532,130.97,130.97,40
JVASP-75037,143.69,143.69,4
JVASP-14647,91.06,91.06,3
JVASP-19931,109.99,109.99,3
JVASP-18922,51.43,51.43,2
JVASP-92669,141.2,141.2,5
JVASP-93793,18.28,18.28,6
JVASP-74995,90.23,90.23,4
JVASP-580,51.49,51.49,12
JVASP-14815,115.17,115.17,3
JVASP-3636,13.93,13.93,8
JVASP-19844,86.93,86.93,6
JVASP-94839,102.14,102.14,7
JVASP-93347,67.73,67.73,6
JVASP-93234,146.97,146.97,5
JVASP-93749,97.28,97.28,6
JVASP-95416,11.48,11.48,16
JVASP-3735,35.38,35.38,6
JVASP-93891,113.89,113.89,6
JVASP-105941,0.0,0.0,9
JVASP-92533,84.5,84.5,5
JVASP-92575,138.14,138.14,5
JVASP-15747,42.93,42.93,5
JVASP-15450,115.68,115.68,5
JVASP-93691,225.39,225.39,6
JVASP-99373,34.17,34.17,4
JVASP-99353,17.58,17.58,21
JVASP-94886,54.11,54.11,7
JVASP-18665,187.53,187.53,4
JVASP-99419,28.1,28.1,4
JVASP-11968,180.47,180.47,4
JVASP-92620,121.19,121.19,5
JVASP-19907,187.32,187.32,3
JVASP-12026,31.23,31.23,10
JVASP-15610,104.97,104.97,5
JVASP-92670,33.51,33.51,5
JVASP-15044,123.47,123.47,6
JVASP-14816,109.63,109.63,1
JVASP-18493,56.73,56.73,7
JVASP-99471,16.22,16.22,4
JVASP-94359,99.52,99.52,6
JVASP-15824,61.89,61.89,4
JVASP-74845,42.91,42.91,4
JVASP-91366,216.56,216.56,18
JVASP-18469,18.22,18.22,8
JVASP-15196,114.11,114.11,5
JVASP-1744,29.29,29.29,4
JVASP-93459,106.32,106.32,6
JVASP-93794,118.61,118.61,6
JVASP-14930,339.08,339.08,8
JVASP-108043,61.74,61.74,4
JVASP-91237,0.06,0.06,28
JVASP-16123,78.27,78.27,5
JVASP-93348,248.33,248.33,6
JVASP-94937,88.54,88.54,7
JVASP-92714,115.84,115.84,5
JVASP-14863,185.83,185.83,2
JVASP-18877,69.72,69.72,8
JVASP-28380,87.66,87.66,6
JVASP-28409,14.48,14.48,3
JVASP-14817,260.8,260.8,1
JVASP-14887,145.61,145.61,8
JVASP-3738,39.01,39.01,6
JVASP-14648,141.4,141.4,1
JVASP-14975,144.47,144.47,2
JVASP-106089,211.22,211.22,6
JVASP-105942,216.2,216.2,5
JVASP-11969,39.36,39.36,24
JVASP-3639,36.08,36.08,8
JVASP-105867,48.93,48.93,4
JVASP-52824,105.51,105.51,4
JVASP-18415,92.5,92.5,3
JVASP-105721,12.69,12.69,4
JVASP-95568,22.44,22.44,28
JVASP-99374,49.34,49.34,4
JVASP-95286,81.86,81.86,24
JVASP-92534,78.98,78.98,5
JVASP-54439,323.39,323.39,10
JVASP-12056,90.94,90.94,6
JVASP-93236,174.77,174.77,5
JVASP-91368,146.11,146.11,15
JVASP-93460,213.82,213.82,6
JVASP-15198,70.62,70.62,6
JVASP-18624,102.27,102.27,4
JVASP-106013,37.96,37.96,2
JVASP-3171,138.33,138.33,5
JVASP-99655,76.56,76.56,4
JVASP-3372,30.23,30.23,5
JVASP-21201,8.89,8.89,8
JVASP-93893,209.83,209.83,6
JVASP-94889,97.54,97.54,7
JVASP-18588,38.85,38.85,4
JVASP-15318,116.57,116.57,5
JVASP-94361,15.07,15.07,6
JVASP-92577,91.28,91.28,5
JVASP-11970,179.53,179.53,2
JVASP-91448,76.56,76.56,12
JVASP-91239,23.84,23.84,28
JVASP-15012,0.98,0.98,4
JVASP-18495,118.08,118.08,6
JVASP-108052,229.53,229.53,2
JVASP-18554,31.63,31.63,6
JVASP-106172,129.76,129.76,10
JVASP-3321,33.16,33.16,7
JVASP-15495,141.02,141.02,9
JVASP-14932,207.64,207.64,8
JVASP-95420,41.37,41.37,24
JVASP-18416,171.97,171.97,3
JVASP-16099,94.44,94.44,6
JVASP-105722,12.58,12.58,4
JVASP-1990,29.42,29.42,3
JVASP-55136,212.73,212.73,5
JVASP-3741,34.19,34.19,6
JVASP-105681,16.7,16.7,10
JVASP-93461,45.48,45.48,6
JVASP-15356,80.69,80.69,6
JVASP-14747,120.73,120.73,2
JVASP-1771,53.04,53.04,4
JVASP-93245,74.5,74.5,5
JVASP-18878,223.43,223.43,4
JVASP-93395,139.88,139.88,6
JVASP-19845,86.43,86.43,2
JVASP-93894,67.91,67.91,6
JVASP-19889,299.63,299.63,2
JVASP-92535,182.2,182.2,5
JVASP-95767,127.06,127.06,16
JVASP-92673,46.26,46.26,5
JVASP-14818,175.67,175.67,1
JVASP-18446,116.62,116.62,7
JVASP-17350,106.83,106.83,5
JVASP-94844,106.58,106.58,7
JVASP-91370,71.82,71.82,24
JVASP-15199,166.88,166.88,5
JVASP-15611,228.16,228.16,6
JVASP-3945,41.77,41.77,7
JVASP-93951,237.14,237.14,6
JVASP-99375,22.43,22.43,4
JVASP-94890,152.56,152.56,7
JVASP-16229,82.76,82.76,6
JVASP-98997,86.78,86.78,16
JVASP-15563,152.43,152.43,5
JVASP-93295,175.89,175.89,5
JVASP-20097,89.01,89.01,6
JVASP-1993,17.27,17.27,2
JVASP-14976,73.53,73.53,2
JVASP-95288,32.03,32.03,14
JVASP-18923,178.59,178.59,4
JVASP-14864,62.43,62.43,2
JVASP-93529,28.22,28.22,6
JVASP-14933,125.98,125.98,4
JVASP-99800,141.67,141.67,5
JVASP-93844,30.93,30.93,6
JVASP-12178,12.12,12.12,7
JVASP-1804,43.36,43.36,4
JVASP-93246,85.1,85.1,5
JVASP-93895,212.1,212.1,6
JVASP-15275,37.29,37.29,8
JVASP-94308,9.07,9.07,6
JVASP-15230,37.67,37.67,6
JVASP-92716,25.26,25.26,5
JVASP-106023,31.07,31.07,4
JVASP-15451,182.97,182.97,4
JVASP-99752,9.89,9.89,4
JVASP-14819,64.68,64.68,2
JVASP-94845,42.04,42.04,7
JVASP-15127,77.47,77.47,8
JVASP-17352,183.03,183.03,5
JVASP-92537,136.19,136.19,5
JVASP-99894,3.05,3.05,6
JVASP-1774,48.1,48.1,2
