jid,ehull,target,num_atoms
JVASP-86999,0.0,0.0,6
JVASP-88898,0.3666,0.3666,5
JVASP-91866,0.0059,0.0059,8
JVASP-69244,0.7775,0.7775,6
JVASP-66248,1.1039,1.1039,6
JVASP-69206,0.9089,0.9089,6
JVASP-66413,0.6057,0.6057,3
JVASP-65599,0.1496,0.1496,4
JVASP-85602,0.0,0.0,12
JVASP-66133,1.5189,1.5189,6
JVASP-69003,0.5472,0.5472,4
JVASP-61322,0.004,0.004,30
JVASP-15779,0.0,0.0,1
JVASP-90136,0.0,0.0,9
JVASP-52893,0.0,0.0,16
JVASP-69123,0.2713,0.2713,4
JVASP-66328,1.2502,1.2502,6
JVASP-91767,0.1142,0.1142,8
JVASP-90878,0.0825,0.0825,8
JVASP-65564,0.9457,0.9457,4
JVASP-85488,0.0184,0.0184,11
JVASP-69325,0.687,0.687,6
JVASP-66290,0.7786,0.7786,3
JVASP-91580,0.0,0.0,8
JVASP-86173,0.2798,0.2798,17
JVASP-86119,1.0357,1.0357,6
JVASP-69283,1.3904,1.3904,4
JVASP-65635,0.0432,0.0432,4
JVASP-66414,1.7881,1.7881,3
JVASP-66167,1.1821,1.1821,6
JVASP-63535,0.0,0.0,16
JVASP-90011,0.0705,0.0705,9
JVASP-66487,1.1139,1.1139,6
JVASP-65212,0.51,0.51,6
JVASP-65290,0.6473,0.6473,3
JVASP-65532,0.0293,0.0293,4
JVASP-48685,0.0573,0.0573,18
JVASP-66374,1.5055,1.5055,6
JVASP-86231,0.0137,0.0137,18
JVASP-86464,0.0,0.0,18
JVASP-69163,0.2002,0.2002,4
JVASP-88049,0.0191,0.0191,22
JVASP-86874,0.0,0.0,12
JVASP-65793,0.1633,0.1633,4
JVASP-66249,1.5669,1.5669,6
JVASP-90402,0.0,0.0,9
JVASP-88650,0.0072,0.0072,32
JVASP-85739,0.0172,0.0172,9
JVASP-66134,2.2335,2.2335,3
JVASP-66452,1.3023,1.3023,6
JVASP-69044,0.8201,0.8201,6
JVASP-3339,0.0,0.0,6
JVASP-18438,0.0,0.0,8
JVASP-66291,0.8185,0.8185,3
JVASP-90734,0.0737,0.0737,8
JVASP-91677,0.0,0.0,8
JVASP-89095,0.194,0.194,28
JVASP-87849,0.0246,0.0246,22
JVASP-86524,0.0,0.0,18
JVASP-43616,0.1165,0.1165,14
JVASP-63064,0.0,0.0,32
JVASP-66375,0.3667,0.3667,3
JVASP-65600,0.5623,0.5623,4
JVASP-90064,0.0574,0.0574,9
JVASP-66250,1.3712,1.3712,3
JVASP-68966,0.2416,0.2416,4
JVASP-86296,0.0257,0.0257,18
JVASP-65409,0.5949,0.5949,4
JVASP-69164,0.8937,0.8937,4
JVASP-66489,0.4789,0.4789,3
JVASP-65291,0.91,0.91,6
JVASP-42834,0.0226,0.0226,16
JVASP-66415,1.4382,1.4382,6
JVASP-89926,0.008,0.008,9
JVASP-85891,0.0087,0.0087,18
JVASP-66056,2.1936,2.1936,3
JVASP-63715,0.0,0.0,24
JVASP-69005,0.0763,0.0763,4
JVASP-90560,0.2325,0.2325,8
JVASP-66168,1.3587,1.3587,6
JVASP-66210,1.3581,1.3581,6
JVASP-87071,0.0155,0.0155,12
JVASP-65480,0.3851,0.3851,4
JVASP-86932,0.0,0.0,6
JVASP-66453,1.1152,1.1152,6
JVASP-66293,0.701,0.701,3
JVASP-69245,0.5225,0.5225,4
JVASP-86699,0.0,0.0,18
JVASP-62513,0.2979,0.2979,16
JVASP-48415,0.0114,0.0114,18
JVASP-90658,0.0063,0.0063,8
JVASP-90603,0.0183,0.0183,8
JVASP-65213,0.2112,0.2112,6
JVASP-69083,0.6715,0.6715,4
JVASP-65533,0.6633,0.6633,4
JVASP-53265,0.0,0.0,4
JVASP-85400,0.0,0.0,12
JVASP-87955,0.0,0.0,28
JVASP-3288,0.0,0.0,8
JVASP-65636,0.6032,0.6032,4
JVASP-91918,0.1675,0.1675,8
JVASP-86063,0.0024,0.0024,18
JVASP-3876,0.0,0.0,9
JVASP-63538,0.0,0.0,13
JVASP-66099,0.4995,0.4995,3
JVASP-66490,1.4696,1.4696,6
JVASP-66376,1.3924,1.3924,6
JVASP-62940,0.0044,0.0044,4
JVASP-66251,1.5841,1.5841,6
JVASP-66417,1.2425,1.2425,6
JVASP-65250,0.1851,0.1851,3
JVASP-65410,0.3597,0.3597,4
JVASP-69370,1.3502,1.3502,4
JVASP-69006,0.1903,0.1903,4
JVASP-65746,0.8844,0.8844,4
JVASP-68967,0.9916,0.9916,4
JVASP-65675,1.8984,1.8984,4
JVASP-63201,0.222,0.222,6
JVASP-18785,0.0148,0.0148,4
JVASP-66329,2.2986,2.2986,3
JVASP-66212,1.4085,1.4085,6
JVASP-65178,1.3851,1.3851,6
JVASP-63844,0.0,0.0,3
JVASP-92171,0.0212,0.0212,8
JVASP-66294,1.7763,1.7763,6
JVASP-66454,1.8611,1.8611,6
JVASP-66169,1.3385,1.3385,6
JVASP-69208,0.092,0.092,4
JVASP-65565,0.4038,0.4038,4
JVASP-90831,0.1532,0.1532,8
JVASP-62144,0.0002,0.0002,40
JVASP-91629,0.0119,0.0119,8
JVASP-65485,0.2865,0.2865,4
JVASP-63065,0.0026,0.0026,18
JVASP-69124,0.7569,0.7569,4
JVASP-69326,0.3271,0.3271,4
JVASP-87305,0.1383,0.1383,80
JVASP-69248,0.0447,0.0447,4
JVASP-69165,0.6351,0.6351,4
JVASP-89379,0.0088,0.0088,18
JVASP-66528,0.4938,0.4938,3
JVASP-52216,0.0498,0.0498,23
JVASP-86325,0.0,0.0,5
JVASP-91867,0.0987,0.0987,8
JVASP-88921,0.0,0.0,5
JVASP-66135,0.5491,0.5491,3
JVASP-69084,0.9069,0.9069,6
JVASP-66491,1.072,1.072,6
JVASP-66100,1.0118,1.0118,6
JVASP-66573,1.8727,1.8727,3
JVASP-43552,0.1108,0.1108,4
JVASP-91965,0.0,0.0,8
JVASP-90492,0.0001,0.0001,9
JVASP-90270,0.0265,0.0265,9
JVASP-90787,0.0649,0.0649,8
JVASP-14555,0.0052,0.0052,2
JVASP-19904,0.0,0.0,2
JVASP-14631,0.0,0.0,3
JVASP-92221,0.05,0.05,8
JVASP-61327,0.0,0.0,32
JVASP-65747,0.7076,0.7076,6
JVASP-66377,1.2296,1.2296,6
JVASP-65534,0.0259,0.0259,4
JVASP-86629,0.0,0.0,6
JVASP-66252,1.3718,1.3718,6
JVASP-69045,0.5268,0.5268,4
JVASP-63424,0.029,0.029,10
JVASP-66295,1.345,1.345,6
JVASP-66455,1.4106,1.4106,6
JVASP-66418,1.2041,1.2041,6
JVASP-90015,0.4986,0.4986,9
JVASP-90137,0.0,0.0,9
JVASP-86120,0.0001,0.0001,10
JVASP-65677,0.527,0.527,4
JVASP-65795,0.4288,0.4288,4
JVASP-15596,0.0,0.0,4
JVASP-62335,0.0051,0.0051,5
JVASP-14592,0.0,0.0,4
JVASP-65637,0.4002,0.4002,4
JVASP-66529,1.1284,1.1284,6
JVASP-69284,1.1503,1.1503,4
JVASP-69210,1.055,1.055,4
JVASP-69166,1.1317,1.1317,4
JVASP-66136,1.3549,1.3549,6
JVASP-69250,1.4884,1.4884,4
JVASP-66330,1.1703,1.1703,6
JVASP-69008,1.3025,1.3025,4
JVASP-65488,0.319,0.319,4
JVASP-14963,0.0,0.0,4
JVASP-87000,0.0,0.0,18
JVASP-88749,0.0,0.0,24
JVASP-53303,0.2028,0.2028,8
JVASP-85685,0.0,0.0,12
JVASP-88050,0.0618,0.0618,9
JVASP-63554,0.0,0.0,36
JVASP-65714,1.7383,1.7383,4
JVASP-65412,0.6923,0.6923,4
JVASP-65601,1.024,1.024,4
JVASP-85326,0.0,0.0,2
JVASP-66575,1.7662,1.7662,6
JVASP-66102,0.8775,0.8775,3
JVASP-91768,0.3473,0.3473,8
JVASP-91813,0.1606,0.1606,8
JVASP-65292,0.954,0.954,6
JVASP-63069,0.0258,0.0258,6
JVASP-90880,0.0,0.0,8
JVASP-85604,0.135,0.135,18
JVASP-90193,0.0,0.0,9
JVASP-43964,0.0,0.0,16
JVASP-69046,0.3535,0.3535,4
JVASP-66492,1.1997,1.1997,6
JVASP-62149,0.0006,0.0006,9
JVASP-69327,0.5556,0.5556,4
JVASP-66057,0.9017,0.9017,6
JVASP-15307,0.0,0.0,4
JVASP-12148,0.0241,0.0241,4
JVASP-85893,0.0,0.0,6
JVASP-88234,0.0,0.0,14
JVASP-66213,1.2633,1.2633,3
JVASP-66137,1.8233,1.8233,6
JVASP-66530,1.1268,1.1268,6
JVASP-86174,0.0,0.0,13
JVASP-91720,0.0221,0.0221,8
JVASP-65796,0.241,0.241,4
JVASP-69285,0.2706,0.2706,4
JVASP-66254,1.449,1.449,6
JVASP-69086,0.1362,0.1362,4
JVASP-69251,0.488,0.488,4
JVASP-66456,1.6616,1.6616,6
JVASP-66296,0.919,0.919,3
JVASP-87851,0.0,0.0,6
JVASP-85489,0.0,0.0,6
JVASP-63716,0.0005,0.0005,28
JVASP-66419,0.9137,0.9137,6
JVASP-63846,0.0154,0.0154,18
JVASP-66170,1.3757,1.3757,3
JVASP-90735,0.0513,0.0513,8
JVASP-90561,1.2676,1.2676,8
JVASP-48947,0.049,0.049,8
JVASP-88651,0.0,0.0,32
JVASP-18829,0.0,0.0,5
JVASP-69371,0.7914,0.7914,4
JVASP-66332,0.8927,0.8927,6
JVASP-69211,0.0928,0.0928,4
JVASP-65749,0.1852,0.1852,4
JVASP-66576,1.3103,1.3103,6
JVASP-65566,0.0534,0.0534,4
JVASP-28369,0.0567,0.0567,4
JVASP-86875,0.0149,0.0149,10
JVASP-89927,0.0,0.0,9
JVASP-63561,0.0456,0.0456,7
JVASP-66103,1.1855,1.1855,6
JVASP-61588,0.0,0.0,80
JVASP-69125,0.2627,0.2627,4
JVASP-48879,0.0349,0.0349,17
JVASP-66214,0.5383,0.5383,3
JVASP-68969,1.4497,1.4497,4
JVASP-65293,2.232,2.232,6
JVASP-69286,0.2057,0.2057,4
JVASP-66255,0.5271,0.5271,3
JVASP-66138,2.2965,2.2965,3
JVASP-86465,0.0,0.0,12
JVASP-66531,0.8415,0.8415,3
JVASP-66457,1.3945,1.3945,6
JVASP-87957,0.0,0.0,22
JVASP-66058,1.184,1.184,6
JVASP-66493,1.1201,1.1201,6
JVASP-66378,1.8566,1.8566,3
JVASP-90403,0.0001,0.0001,9
JVASP-86067,0.0153,0.0153,18
JVASP-66421,1.2368,1.2368,6
JVASP-63720,0.0,0.0,4
JVASP-50709,0.0725,0.0725,28
JVASP-98682,0.0075,0.0075,24
JVASP-53086,0.4107,0.4107,6
JVASP-86404,0.0033,0.0033,6
JVASP-90832,0.2314,0.2314,8
JVASP-91539,0.4887,0.4887,8
JVASP-90604,0.0229,0.0229,8
JVASP-97990,0.0,0.0,72
JVASP-97339,0.0,0.0,32
JVASP-50937,0.0745,0.0745,14
JVASP-50812,0.0699,0.0699,6
JVASP-91655,0.0,0.0,8
JVASP-91701,0.0233,0.0233,8
JVASP-64192,0.9397,0.9397,6
JVASP-14107,0.0,0.0,3
JVASP-64096,1.3586,1.3586,6
JVASP-90628,0.7667,0.7667,8
JVASP-29106,0.1292,0.1292,12
JVASP-98559,0.03,0.03,66
JVASP-1999,0.019,0.019,2
JVASP-64794,0.7824,0.7824,6
JVASP-64190,1.1504,1.1504,6
JVASP-38341,0.4322,0.4322,5
JVASP-64673,1.4156,1.4156,6
JVASP-4594,0.2315,0.2315,8
JVASP-87104,0.028,0.028,12
JVASP-85923,0.0003,0.0003,11
JVASP-21521,0.0037,0.0037,30
JVASP-37178,0.2006,0.2006,4
JVASP-49896,0.0405,0.0405,24
JVASP-37193,0.3617,0.3617,4
JVASP-64381,0.6912,0.6912,6
JVASP-64440,0.7186,0.7186,6
JVASP-64248,0.7627,0.7627,6
JVASP-87042,0.0,0.0,8
JVASP-97856,0.0964,0.0964,44
JVASP-64868,0.6935,0.6935,6
JVASP-107777,0.1607,0.1607,10
JVASP-39408,0.0425,0.0425,4
JVASP-97924,0.0,0.0,76
JVASP-88369,0.0001,0.0001,28
JVASP-64988,0.7814,0.7814,6
JVASP-86503,0.0224,0.0224,10
JVASP-3747,0.0117,0.0117,6
JVASP-1357,0.0,0.0,2
JVASP-38330,1.3996,1.3996,5
JVASP-37043,0.1348,0.1348,4
JVASP-97681,0.0,0.0,24
JVASP-64949,0.1911,0.1911,6
JVASP-86371,0.0,0.0,10
JVASP-98724,0.0,0.0,28
JVASP-86848,0.0,0.0,12
JVASP-16044,0.0,0.0,8
JVASP-97627,0.0,0.0,18
JVASP-91523,0.0023,0.0023,8
JVASP-63960,1.2438,1.2438,6
JVASP-14576,0.0,0.0,2
JVASP-19924,0.0,0.0,5
JVASP-3261,0.0,0.0,5
JVASP-97578,0.0,0.0,36
JVASP-43428,0.1031,0.1031,24
JVASP-98297,0.0,0.0,24
JVASP-64318,1.0103,1.0103,6
JVASP-38302,0.8149,0.8149,5
JVASP-14073,0.0735,0.0735,18
JVASP-12106,0.0676,0.0676,12
JVASP-47965,0.0622,0.0622,24
JVASP-63918,1.8425,1.8425,3
JVASP-64134,1.6082,1.6082,6
JVASP-98228,0.0,0.0,29
JVASP-5491,0.0065,0.0065,22
JVASP-1843,0.0,0.0,4
JVASP-16933,1.033,1.033,5
JVASP-107739,0.0321,0.0321,7
JVASP-98938,0.0,0.0,20
JVASP-64912,2.5203,2.5203,6
JVASP-89038,0.055,0.055,5
JVASP-64009,0.9846,0.9846,6
JVASP-86970,0.0,0.0,5
JVASP-98182,0.0,0.0,5
JVASP-98093,0.0116,0.0116,28
JVASP-48466,0.0185,0.0185,14
JVASP-86101,0.1452,0.1452,7
JVASP-50692,0.0687,0.0687,8
JVASP-39279,0.0359,0.0359,5
JVASP-92196,0.2282,0.2282,8
JVASP-65104,0.8489,0.8489,4
JVASP-14616,0.0,0.0,1
JVASP-90535,0.0151,0.0151,9
JVASP-86731,0.01,0.01,12
JVASP-37144,0.0737,0.0737,4
JVASP-85853,0.0,0.0,14
JVASP-64049,1.3058,1.3058,6
JVASP-577,0.0384,0.0384,3
JVASP-64531,0.8323,0.8323,6
JVASP-3102,0.0,0.0,5
JVASP-49777,0.0238,0.0238,7
JVASP-97746,0.0367,0.0367,30
JVASP-97433,0.0,0.0,26
JVASP-19903,0.0,0.0,2
JVASP-90813,0.0,0.0,8
JVASP-65026,0.7603,0.7603,6
JVASP-12116,0.0,0.0,18
JVASP-37102,0.347,0.347,4
JVASP-53440,0.0264,0.0264,14
JVASP-22699,0.0074,0.0074,6
JVASP-15833,0.3014,0.3014,6
JVASP-42403,0.0,0.0,22
JVASP-90116,0.1284,0.1284,9
JVASP-39452,0.3685,0.3685,4
JVASP-85463,0.0457,0.0457,18
JVASP-14831,0.0,0.0,2
JVASP-43629,0.1438,0.1438,8
JVASP-11959,0.0,0.0,8
JVASP-52890,0.0,0.0,24
JVASP-65067,1.3962,1.3962,6
JVASP-44256,0.0884,0.0884,8
JVASP-90230,0.0,0.0,9
JVASP-98358,0.0254,0.0254,12
JVASP-15812,0.2171,0.2171,4
JVASP-90716,0.0051,0.0051,8
JVASP-90858,0.0,0.0,8
JVASP-53077,0.6487,0.6487,20
JVASP-44070,0.1357,0.1357,16
JVASP-64728,0.6579,0.6579,6
JVASP-89096,0.0,0.0,36
JVASP-85740,0.0,0.0,18
JVASP-88423,0.0015,0.0015,20
JVASP-63427,0.0,0.0,20
JVASP-3291,0.0,0.0,6
JVASP-66532,0.5871,0.5871,3
JVASP-65568,0.4294,0.4294,4
JVASP-65251,0.5396,0.5396,6
JVASP-69213,0.7033,0.7033,4
JVASP-63849,0.0002,0.0002,5
JVASP-65715,0.445,0.445,4
JVASP-66256,0.9537,0.9537,6
JVASP-66609,1.5528,1.5528,6
JVASP-66333,1.4054,1.4054,6
JVASP-61021,0.019,0.019,24
JVASP-66104,1.2241,1.2241,6
JVASP-66577,1.2273,1.2273,6
JVASP-15038,0.026,0.026,6
JVASP-66459,0.5213,0.5213,3
JVASP-66059,1.3969,1.3969,6
JVASP-88927,0.0015,0.0015,15
JVASP-86802,0.0388,0.0388,12
JVASP-86240,0.0,0.0,12
JVASP-62514,0.0,0.0,40
JVASP-65679,0.8309,0.8309,4
JVASP-66140,0.4404,0.4404,3
JVASP-89386,0.6292,0.6292,16
JVASP-63072,0.1021,0.1021,5
JVASP-69252,0.5459,0.5459,4
JVASP-66215,1.1789,1.1789,6
JVASP-61798,0.0,0.0,18
JVASP-69287,0.2328,0.2328,4
JVASP-3879,0.0,0.0,9
JVASP-42251,0.1177,0.1177,18
JVASP-68970,0.3226,0.3226,4
JVASP-91966,0.0519,0.0519,8
JVASP-61333,0.0415,0.0415,29
JVASP-65639,0.2629,0.2629,4
JVASP-90017,0.4613,0.4613,9
JVASP-69214,0.1428,0.1428,4
JVASP-65535,0.6557,0.6557,4
JVASP-85951,0.0,0.0,13
JVASP-66422,0.9136,0.9136,6
JVASP-66533,1.2765,1.2765,6
JVASP-90275,0.0,0.0,9
JVASP-86756,0.3628,0.3628,6
JVASP-90495,0.0,0.0,8
JVASP-1192,0.0094,0.0094,2
JVASP-42333,0.0,0.0,24
JVASP-66461,1.2154,1.2154,6
JVASP-66298,1.3278,1.3278,3
JVASP-65252,0.4363,0.4363,6
JVASP-66060,0.9505,0.9505,3
JVASP-62152,0.0229,0.0229,29
JVASP-63569,0.0,0.0,8
JVASP-69009,0.1056,0.1056,4
JVASP-65490,0.7598,0.7598,4
JVASP-66578,0.5084,0.5084,3
JVASP-69253,1.9514,1.9514,4
JVASP-62342,0.0,0.0,36
JVASP-65413,0.8149,0.8149,4
JVASP-63725,0.0,0.0,12
JVASP-69328,0.5927,0.5927,4
JVASP-66105,1.18,1.18,6
JVASP-66141,2.0583,2.0583,3
JVASP-90138,0.5316,0.5316,9
JVASP-69215,0.0771,0.0771,4
JVASP-65602,0.5271,0.5271,4
JVASP-63205,0.0,0.0,9
JVASP-65536,0.6395,0.6395,4
JVASP-62644,0.0,0.0,10
JVASP-91868,0.3664,0.3664,8
JVASP-65750,0.895,0.895,4
JVASP-65681,0.527,0.527,4
JVASP-66494,0.8319,0.8319,3
JVASP-69167,0.632,0.632,4
JVASP-66423,1.4586,1.4586,6
JVASP-66379,1.4634,1.4634,3
JVASP-66061,1.587,1.587,6
JVASP-65797,0.0293,0.0293,4
JVASP-63432,0.0058,0.0058,24
JVASP-66646,1.1586,1.1586,6
JVASP-66462,1.5127,1.5127,6
JVASP-69010,0.73,0.73,4
JVASP-69126,0.5116,0.5116,4
JVASP-61342,0.0,0.0,8
JVASP-86175,0.0,0.0,9
JVASP-18490,0.0,0.0,7
JVASP-63076,0.0049,0.0049,14
JVASP-66299,0.9924,0.9924,6
JVASP-66534,1.2164,1.2164,6
JVASP-62517,0.1348,0.1348,18
JVASP-91678,0.5665,0.5665,8
JVASP-63730,0.0,0.0,4
JVASP-66257,1.5895,1.5895,3
JVASP-66335,0.8576,0.8576,3
JVASP-69047,0.3886,0.3886,4
JVASP-69372,0.4716,0.4716,4
JVASP-66613,0.5132,0.5132,3
JVASP-66579,1.4823,1.4823,6
JVASP-69254,0.1479,0.1479,4
JVASP-91814,0.0,0.0,8
JVASP-91581,0.0061,0.0061,8
JVASP-12167,0.0,0.0,6
JVASP-65491,0.1724,0.1724,4
JVASP-66106,0.363,0.363,3
JVASP-69087,1.5137,1.5137,4
JVASP-61804,0.0,0.0,16
JVASP-66064,2.4035,2.4035,3
JVASP-88052,0.0,0.0,8
JVASP-65751,0.19,0.19,4
JVASP-69216,0.8781,0.8781,4
JVASP-65603,0.3597,0.3597,4
JVASP-66380,1.8491,1.8491,6
JVASP-90065,0.0,0.0,9
JVASP-62345,0.0,0.0,9
JVASP-86527,0.0,0.0,16
JVASP-66495,1.3617,1.3617,6
JVASP-66580,0.4214,0.4214,3
JVASP-66216,0.4533,0.4533,3
JVASP-87072,0.0,0.0,12
JVASP-65799,0.2732,0.2732,4
JVASP-90736,0.0,0.0,8
JVASP-65682,0.1714,0.1714,4
JVASP-66424,1.3063,1.3063,6
JVASP-28450,0.3344,0.3344,8
JVASP-66647,1.5251,1.5251,6
JVASP-69127,0.1722,0.1722,4
JVASP-90404,0.0574,0.0574,8
JVASP-65569,1.1175,1.1175,4
JVASP-66336,1.4231,1.4231,6
JVASP-66172,1.1992,1.1992,6
JVASP-61027,0.004,0.004,30
JVASP-19886,0.1205,0.1205,4
JVASP-69049,1.3914,1.3914,6
JVASP-86700,0.0098,0.0098,12
JVASP-66463,1.4103,1.4103,3
JVASP-86297,0.448,0.448,14
JVASP-63576,0.0,0.0,24
JVASP-88753,0.0,0.0,20
JVASP-87853,0.0366,0.0366,17
JVASP-87310,0.0,0.0,40
JVASP-61613,0.0,0.0,26
JVASP-63851,0.0075,0.0075,29
JVASP-65716,0.2575,0.2575,4
JVASP-66381,0.6083,0.6083,3
JVASP-69011,1.7428,1.7428,4
JVASP-69088,0.5407,0.5407,6
JVASP-42871,0.0,0.0,4
JVASP-66258,1.316,1.316,6
JVASP-89928,1.3015,1.3015,9
JVASP-63287,0.0,0.0,22
JVASP-66065,1.179,1.179,6
JVASP-63208,0.0,0.0,13
JVASP-90659,0.0653,0.0653,8
JVASP-90833,0.0,0.0,8
JVASP-63436,0.1051,0.1051,6
JVASP-15308,0.0,0.0,5
JVASP-66217,1.2296,1.2296,6
JVASP-52785,0.0984,0.0984,10
JVASP-63078,0.0998,0.0998,6
JVASP-91769,0.0631,0.0631,8
JVASP-69168,0.2328,0.2328,4
JVASP-91630,0.0,0.0,8
JVASP-85405,0.0,0.0,14
JVASP-90562,0.1604,0.1604,8
JVASP-87958,0.0017,0.0017,39
JVASP-69288,0.2002,0.2002,4
JVASP-90605,0.0155,0.0155,8
JVASP-86934,0.0013,0.0013,14
JVASP-66340,1.3238,1.3238,6
JVASP-91919,0.7279,0.7279,8
JVASP-86876,0.0,0.0,14
JVASP-66425,1.3877,1.3877,6
JVASP-66142,0.5831,0.5831,3
JVASP-69129,0.0262,0.0262,4
JVASP-86071,0.396,0.396,16
JVASP-92172,0.2405,0.2405,8
JVASP-66649,0.9007,0.9007,6
JVASP-69051,0.0953,0.0953,4
JVASP-85491,0.0,0.0,8
JVASP-66497,1.4613,1.4613,6
JVASP-61347,0.0393,0.0393,12
JVASP-19843,0.0,0.0,6
JVASP-65800,0.354,0.354,4
JVASP-90881,0.0,0.0,8
JVASP-90196,0.009,0.009,9
JVASP-69218,0.411,0.411,4
JVASP-65683,0.1866,0.1866,4
JVASP-66173,1.3676,1.3676,6
JVASP-15263,0.0,0.0,4
JVASP-69012,0.0373,0.0373,4
JVASP-86405,0.0,0.0,8
JVASP-90788,0.1229,0.1229,8
JVASP-92222,0.1157,0.1157,8
JVASP-86635,0.0913,0.0913,4
JVASP-66066,1.4614,1.4614,6
JVASP-66464,1.4533,1.4533,6
JVASP-91721,0.0236,0.0236,8
JVASP-66218,1.4378,1.4378,6
JVASP-69289,0.1495,0.1495,4
JVASP-61805,0.0,0.0,8
JVASP-66259,0.6664,0.6664,3
JVASP-61617,0.2817,0.2817,12
JVASP-66498,1.189,1.189,3
JVASP-69089,0.22,0.22,4
JVASP-63731,0.8036,0.8036,12
JVASP-69329,0.0201,0.0201,4
JVASP-66300,0.6384,0.6384,3
JVASP-48178,0.0229,0.0229,24
JVASP-63288,0.0,0.0,6
JVASP-65537,0.7388,0.7388,4
JVASP-66427,1.3337,1.3337,6
JVASP-66342,1.8927,1.8927,3
JVASP-69052,0.9396,0.9396,6
JVASP-66143,1.3537,1.3537,6
JVASP-88237,0.0216,0.0216,40
JVASP-66614,0.4761,0.4761,3
JVASP-66261,1.3344,1.3344,3
JVASP-42836,0.0958,0.0958,14
JVASP-66536,0.1498,0.1498,4
JVASP-86243,0.1013,0.1013,8
JVASP-91969,0.0,0.0,8
JVASP-88928,0.0,0.0,24
JVASP-87002,0.0105,0.0105,12
JVASP-86121,0.5625,0.5625,16
JVASP-63577,0.2853,0.2853,17
JVASP-90023,0.0,0.0,9
JVASP-3882,0.0,0.0,9
JVASP-66465,1.6709,1.6709,6
JVASP-86326,0.0,0.0,5
JVASP-86806,0.373,0.373,16
JVASP-63442,0.0031,0.0031,12
JVASP-69091,0.0646,0.0646,4
JVASP-66219,1.2503,1.2503,6
JVASP-65640,0.4846,0.4846,4
JVASP-61044,0.1448,0.1448,28
JVASP-62645,0.2024,0.2024,8
JVASP-15481,0.0,0.0,5
JVASP-66500,1.7061,1.7061,6
JVASP-62356,0.0081,0.0081,24
JVASP-85895,0.1021,0.1021,5
JVASP-69290,0.9794,0.9794,4
JVASP-66581,0.3654,0.3654,3
JVASP-91870,0.0992,0.0992,8
JVASP-66067,0.6861,0.6861,3
JVASP-65604,0.7864,0.7864,4
JVASP-69330,0.4213,0.4213,4
JVASP-85330,0.4136,0.4136,16
JVASP-69013,0.1051,0.1051,4
JVASP-69373,1.6035,1.6035,4
JVASP-42748,0.0194,0.0194,24
JVASP-66343,1.2963,1.2963,6
JVASP-66615,1.3847,1.3847,6
JVASP-66538,0.6874,0.6874,3
JVASP-65753,0.1719,0.1719,4
JVASP-69255,0.5254,0.5254,4
JVASP-66501,1.172,1.172,3
JVASP-66466,1.6577,1.6577,6
JVASP-66429,1.1668,1.1668,6
JVASP-61358,0.0264,0.0264,18
JVASP-1789,0.0,0.0,4
JVASP-85609,0.0184,0.0184,2
JVASP-66263,0.8513,0.8513,3
JVASP-66144,1.4516,1.4516,6
JVASP-65493,0.7711,0.7711,4
JVASP-66302,1.3895,1.3895,6
JVASP-48686,0.1608,0.1608,15
JVASP-90139,0.6536,0.6536,9
JVASP-85686,0.0,0.0,19
JVASP-86468,0.0012,0.0012,8
JVASP-66108,1.1854,1.1854,6
JVASP-88654,0.0,0.0,22
JVASP-66582,1.3729,1.3729,3
JVASP-65415,0.3773,0.3773,4
JVASP-63733,0.015,0.015,8
JVASP-69291,0.1721,0.1721,4
JVASP-98683,0.0,0.0,16
JVASP-18618,0.0624,0.0624,4
JVASP-89097,0.0191,0.0191,28
JVASP-66222,2.2537,2.2537,3
JVASP-69092,0.2492,0.2492,4
JVASP-66068,0.6191,0.6191,3
JVASP-62522,0.0,0.0,40
JVASP-88425,0.2127,0.2127,15
JVASP-91540,0.0,0.0,8
JVASP-66616,1.6304,1.6304,6
JVASP-69256,0.0827,0.0827,4
JVASP-69014,1.2062,1.2062,6
JVASP-66384,1.2752,1.2752,6
JVASP-62158,0.0729,0.0729,9
JVASP-66650,1.7717,1.7717,3
JVASP-66467,1.0817,1.0817,6
JVASP-88053,0.0838,0.0838,10
JVASP-91815,0.0,0.0,8
JVASP-85406,0.0,0.0,8
JVASP-66502,0.9866,0.9866,6
JVASP-66145,1.147,1.147,6
JVASP-66303,1.8882,1.8882,6
JVASP-66109,1.0383,1.0383,3
JVASP-68973,0.8547,0.8547,4
JVASP-63578,0.0068,0.0068,16
JVASP-66539,1.3952,1.3952,6
JVASP-15438,0.1084,0.1084,5
JVASP-65754,0.7168,0.7168,6
JVASP-65801,0.1325,0.1325,4
JVASP-66223,0.5727,0.5727,3
JVASP-22724,0.0,0.0,4
JVASP-65717,0.1865,0.1865,4
JVASP-66070,1.7501,1.7501,6
JVASP-87854,0.0164,0.0164,9
JVASP-66617,1.3722,1.3722,6
JVASP-66148,0.4843,0.4843,3
JVASP-66583,1.3375,1.3375,6
JVASP-65684,0.6557,0.6557,4
JVASP-65570,1.3242,1.3242,4
JVASP-69093,0.8542,0.8542,6
JVASP-48416,0.2215,0.2215,16
JVASP-60798,0.0,0.0,28
JVASP-89391,0.025,0.025,20
JVASP-69130,0.6827,0.6827,4
JVASP-65495,1.1071,1.1071,4
JVASP-66110,1.1475,1.1475,3
JVASP-66304,1.4118,1.4118,6
